Tuesday, June 2, 2020	3:37:17 PM	Game1.txt	7765378
Cued	Now	7782750
9	BlinkStart	7782766
9	BlinkEnd	7962663
9	NoFeedLowProb	7962743
24,5	BlinkStart	7962758
24,5	BlinkEnd	7973219
5	0DropFeed	7973299
24	NoFeedAbort	7973379
22,1	BlinkStart	7983392
22,1	BlinkEnd	7989224
1	0DropFeed	7989304
22	Feed	7989384
6,4	BlinkStart	7989494
6,4	BlinkEnd	7996504
4	0DropFeed	7996584
21,1	BlinkStart	7996684
21,1	BlinkEnd	8024542
1	0DropFeed	8024622
21	Feed	8024703
6,4	BlinkStart	8024809
6,4	BlinkEnd	8031220
4	0DropFeed	8031300
20,1	BlinkStart	8031403
20,1	BlinkEnd	8040366
1	0DropFeed	8040446
20	Feed	8040526
6,4	BlinkStart	8040627
6,4	BlinkEnd	8048006
6	Feed	8048086
19,1	BlinkStart	8048189
19,1	BlinkEnd	8071237
1	0DropFeed	8071317
19	Feed	8071397
6,4	BlinkStart	8071498
6,4	BlinkEnd	8075743
6	Feed	8075823
18,1	BlinkStart	8075924
18,1	BlinkEnd	8095297
1	0DropFeed	8095377
18	Feed	8095457
6,4	BlinkStart	8095570
6,4	BlinkEnd	8099087
6	Feed	8099167
17,1	BlinkStart	8099257
17,1	BlinkEnd	8114309
1	0DropFeed	8114390
17	Feed	8114470
6,4	BlinkStart	8114582
6,4	BlinkEnd	8118041
6	Feed	8118121
16,1	BlinkStart	8118216
16,1	BlinkEnd	8131937
1	0DropFeed	8132017
16	Feed	8132097
6,4	BlinkStart	8132201
6,4	BlinkEnd	8135246
4	0DropFeed	8135326
14,1	BlinkStart	8135408
14,1	BlinkEnd	8141324
1	0DropFeed	8141404
14	NoFeedAbort	8141485
26,5	BlinkStart	8151489
26,5	BlinkEnd	8160456
5	0DropFeed	8160536
26	Feed	8160617
2,8	BlinkStart	8160699
2,8	BlinkEnd	8165269
8	0DropFeed	8165349
25,5	BlinkStart	8165435
25,5	BlinkEnd	8175797
5	0DropFeed	8175877
25	Feed	8175957
2,8	BlinkStart	8176039
2,8	BlinkEnd	8180010
2	Feed	8180091
24,5	BlinkStart	8180172
24,5	BlinkEnd	8192706
5	0DropFeed	8192786
24	NoFeedAbort	8192866
22,1	BlinkStart	8202871
22,1	BlinkEnd	8204679
1	0DropFeed	8204759
22	Feed	8204839
4,6	BlinkStart	8204920
4,6	BlinkEnd	8242883
4	Feed	8242963
21,1	BlinkStart	8243046
21,1	BlinkEnd	8262497
1	0DropFeed	8262578
21	Feed	8262658
4,6	BlinkStart	8262740
4,6	BlinkEnd	8266949
6	0DropFeed	8267029
20,1	BlinkStart	8267111
20,1	BlinkEnd	8274772
1	0DropFeed	8274852
20	Feed	8274933
4,6	BlinkStart	8275014
4,6	BlinkEnd	8283134
4	Feed	8283214
19,1	BlinkStart	8283296
19,1	BlinkEnd	8300883
1	0DropFeed	8300963
19	Feed	8301044
4,6	BlinkStart	8301173
4,6	BlinkEnd	8304981
6	0DropFeed	8305061
18,1	BlinkStart	8305193
18,1	BlinkEnd	8311714
1	0DropFeed	8311794
18	Feed	8311874
4,6	BlinkStart	8312011
4,6	BlinkEnd	8315926
4	Feed	8316006
17,1	BlinkStart	8316119
17,1	BlinkEnd	8361050
1	0DropFeed	8361130
17	Feed	8361210
4,6	BlinkStart	8361337
4,6	BlinkEnd	8364960
6	0DropFeed	8365040
16,1	BlinkStart	8365184
16,1	BlinkEnd	8372781
1	0DropFeed	8372861
16	Feed	8372941
4,6	BlinkStart	8373088
4,6	BlinkEnd	8376752
4	Feed	8376832
14,1	BlinkStart	8376969
