Ver1.3	1100296986	StartFile	12/22/2020	12:02:55 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\122220\SoundData.txt	1100296986
1100615551	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100615551
1100615752	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1100615752
1100639746	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100639746
1100644491	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100644491
1100644693	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1100644693
1100659531	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100659531
1100663006	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100663006
1100663209	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1100663209
1100674770	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100674770
1100677912	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100677912
1100678115	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1100678115
1100690747	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100690747
1100690951	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1100690951
1100693887	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100693887
1100694089	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1100694089
1100706652	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100706652
1100706856	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1100706856
1100709528	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100709528
1100709730	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1100709730
1100720824	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100720824
1100721028	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1100721028
1100724635	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1100724635
1100724836	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1100724836
1100735332	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100735332
1100735534	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1100735534
1100738737	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1100738737
1100738938	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1100738938
1100748707	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100748707
1100748909	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1100748909
1100751904	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1100751904
1100752106	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1100752106
1100761128	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100761128
1100761330	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1100761330
1100764537	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1100764537
1100764740	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1100764740
1100774163	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100774163
1100774364	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1100774364
1100794415	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100794415
1100797824	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1100797824
1100798025	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1100798025
1100805847	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100805847
1100809656	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1100809656
1100809858	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1100809858
1100817342	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100817342
1100822289	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1100822289
1100822489	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1100822489
1100832849	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100832849
1100833055	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1100833055
1100836793	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1100836793
1100836994	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1100836994
1100846484	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100846484
1100846687	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1100846687
1100850495	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1100850495
1100850697	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1100850697
1100861463	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100861463
1100861666	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1100861666
1100864865	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1100864865
1100865068	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1100865068
1100875360	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100875360
1100875563	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1100875563
1100878837	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1100878837
1100879039	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1100879039
1100887525	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100887525
1100887740	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1100887740
1100891213	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1100891213
1100891417	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1100891417
1100900426	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100900426
1100900628	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1100900628
1100903967	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1100903967
1100904170	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	1100904170
1100913526	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1100913526
1100913727	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1100913727
1100923819	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100923819
1100926829	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100926829
1100940195	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100940195
1100943002	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100943002
1100949754	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100949754
1100958176	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1100958176
1100973482	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100973482
1100973685	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1100973685
1100977225	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1100977225
1100977428	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1100977428
1100989323	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1100989323
1100989539	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1100989539
1100991929	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1100991929
1100992133	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1100992133
1101004497	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1101004497
1101004698	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1101004698
1101007169	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1101007169
1101007381	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1101007381
1101018743	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1101018743
1101018946	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1101018946
1101021474	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1101021474
1101021676	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1101021676
1101035643	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1101035643
1101035846	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1101035846
1101038318	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1101038318
1101038533	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1101038533
1101052019	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1101052019
1101052221	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1101052221
1101055294	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1101055294
1101055497	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1101055497
1101068800	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1101068800
1101069002	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1101069002
1101083501	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1101083501
1101086977	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1101086977
