Ver1.3	365284866	StartFile	6/6/2020	6:55:56 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\060620\SoundData.txt	365284866
365471646	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365471646
365471846	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	365471846
365483408	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365483408
365483611	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	365483611
365494705	Triggered	4,	 NoSound	40	2	365494705
365509676	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365509676
365509878	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	365509878
365514291	Triggered	4,	 NoSound	40	2	365514291
365523646	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365523646
365523848	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	365523848
365528125	Triggered	6,	 NoSound	40	2	365528125
365547242	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365547242
365547442	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	365547442
365551252	Triggered	4,	 NoSound	40	2	365551252
365559407	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365559407
365559607	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	365559607
365563484	Triggered	4,	 NoSound	40	2	365563484
365577989	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365577989
365578191	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	365578191
365581664	Triggered	6,	 NoSound	40	2	365581664
365588950	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365588950
365589151	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	365589151
365592500	Triggered	6,	 NoSound	40	2	365592500
365599110	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365599110
365599310	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	365599310
365618027	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365618027
365618229	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	365618229
365623840	Triggered	8,	 NoSound	40	2	365623840
365644295	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365644295
365644495	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	365644495
365647970	Triggered	2,	 NoSound	40	2	365647970
365662475	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	365662475
365662675	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	365662675
365678718	Triggered	6,	 NoSound	40	2	365678718
365687072	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365687072
365687273	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	365687273
365690487	Triggered	6,	 NoSound	40	2	365690487
365699306	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365699306
365699507	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	365699507
365702652	Triggered	6,	 NoSound	40	2	365702652
365711938	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365711938
365712138	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	365712138
365715415	Triggered	6,	 NoSound	40	2	365715415
365724570	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	365724570
365724770	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	365724770
