1	1
1	130	1	0
2	130	1	0
1	130	1	0
8	130	1	0
2	130	1	0
5	130	1	0
6	130	1	0
3	130	1	0
7	130	1	0
2	130	1	0
3	130	1	0
4	130	1	0
5	130	1	0
7	130	1	0
1	130	1	0
3	130	1	0
4	130	1	0
1	130	1	0
3	130	1	0
4	130	1	0
8	130	1	0
7	130	1	0
3	130	1	0
6	130	1	0
7	130	1	0
2	130	1	0
8	130	1	0
4	130	1	0
2	130	1	0
7	130	1	0
5	130	1	0
1	130	1	0
6	130	1	0
8	130	1	0
7	130	1	0
2	130	1	0
7	130	1	0
3	130	1	0
1	130	1	0
2	130	1	0
5	130	1	0
2	130	1	0
1	130	1	0
5	130	1	0
7	130	1	0
5	130	1	0
2	130	1	0
8	130	1	0
7	130	1	0
1	130	1	0
6	130	1	0
8	130	1	0
6	130	1	0
5	130	1	0
2	130	1	0
8	130	1	0
7	130	1	0
5	130	1	0
1	130	1	0
5	130	1	0
3	130	1	0
4	130	1	0
3	130	1	0
5	130	1	0
2	130	1	0
6	130	1	0
3	130	1	0
5	130	1	0
8	130	1	0
2	130	1	0
3	130	1	0
7	130	1	0
1	130	1	0
5	130	1	0
2	130	1	0
8	130	1	0
1	130	1	0
7	130	1	0
5	130	1	0
7	130	1	0
4	130	1	0
2	130	1	0
5	130	1	0
7	130	1	0
8	130	1	0
2	130	1	0
4	130	1	0
6	130	1	0
1	130	1	0
3	130	1	0
7	130	1	0
4	130	1	0
6	130	1	0
2	130	1	0
7	130	1	0
3	130	1	0
7	130	1	0
2	130	1	0
6	130	1	0
2	130	1	0
1	130	1	0
7	130	1	0
1	130	1	0
3	130	1	0
8	130	1	0
6	130	1	0
5	130	1	0
7	130	1	0
3	130	1	0
1	130	1	0
6	130	1	0
8	130	1	0
2	130	1	0
3	130	1	0
4	130	1	0
2	130	1	0
8	130	1	0
3	130	1	0
7	130	1	0
6	130	1	0
7	130	1	0
1	130	1	0
3	130	1	0
2	130	1	0
4	130	1	0
1	130	1	0
4	130	1	0
5	130	1	0
1	130	1	0
5	130	1	0
7	130	1	0
2	130	1	0
6	130	1	0
7	130	1	0
4	130	1	0
1	130	1	0
5	130	1	0
8	130	1	0
6	130	1	0
4	130	1	0
1	130	1	0
6	130	1	0
2	130	1	0
6	130	1	0
1	130	1	0
5	130	1	0
2	130	1	0
8	130	1	0
4	130	1	0
6	130	1	0
2	130	1	0
8	130	1	0
1	130	1	0
8	130	1	0
3	130	1	0
5	130	1	0
1	130	1	0
3	130	1	0
2	130	1	0
7	130	1	0
6	130	1	0
2	130	1	0
8	130	1	0
7	130	1	0
8	130	1	0
2	130	1	0
4	130	1	0
1	130	1	0
3	130	1	0
4	130	1	0
2	130	1	0
6	130	1	0
4	130	1	0
3	130	1	0
6	130	1	0
7	130	1	0
8	130	1	0
3	130	1	0
5	130	1	0
4	130	1	0
8	130	1	0
5	130	1	0
3	130	1	0
2	130	1	0
8	130	1	0
7	130	1	0
2	130	1	0
1	130	1	0
4	130	1	0
2	130	1	0
4	130	1	0
5	130	1	0
4	130	1	0
7	130	1	0
4	130	1	0
6	130	1	0
4	130	1	0
6	130	1	0
8	130	1	0
7	130	1	0
