Ver1.3	497668390	StartFile	12/15/2020	12:39:07 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\121520\SoundData.txt	497668390
498235004	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498235004
498235205	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	498235205
498245893	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498245893
498259995	Triggered	4,42,43,44,45,46,	 NoSound	40	2	498259995
498282855	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498282855
498297894	Triggered	4,42,43,44,45,46,	 NoSound	40	2	498297894
498310526	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498310526
498314738	Triggered	4,42,43,44,45,46,	 NoSound	40	2	498314738
498318748	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498318748
498318953	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	498318953
498322892	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498322892
498323095	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	498323095
498339134	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498339134
498339337	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	498339337
498342421	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498342421
498342624	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	498342624
498359255	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498359255
498359459	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	498359459
498363139	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498363139
498363341	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	498363341
498377842	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498377842
498378043	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	498378043
498380643	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498380643
498380845	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	498380845
498396285	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498396285
498396498	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	498396498
498398896	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498398896
498399099	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	498399099
498414465	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498414465
498414667	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	498414667
498417138	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498417138
498417350	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	498417350
498431511	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498431511
498431713	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	498431713
498457576	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498457576
498461588	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498461588
498461791	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498461791
498472282	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498472282
498475624	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498475624
498475828	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498475828
498486386	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498486386
498489460	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498489460
498489663	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498489663
498500555	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498500555
498500758	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	498500758
498504166	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498504166
498504369	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498504369
498514058	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498514058
498514262	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	498514262
498517667	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498517667
498517870	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498517870
498527425	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498527425
498527628	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	498527628
498530835	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498530835
498531038	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498531038
498540726	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498540726
498540929	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	498540929
498544270	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498544270
498544473	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498544473
498555298	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498555298
498555500	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	498555500
498558712	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498558712
498558915	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498558915
498570211	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498570211
498570413	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	498570413
498573679	Triggered	2,37,38,39,40,41,	 NoSound	40	2	498573679
498573882	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	498573882
498583908	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	498583908
498584108	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	498584109
498598209	Triggered	4,42,43,44,45,46,	 NoSound	40	2	498598209
498598414	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	498598414
498608638	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498608638
498611312	Triggered	4,42,43,44,45,46,	 NoSound	40	2	498611312
498611513	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	498611513
498622205	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498622205
498625348	Triggered	4,42,43,44,45,46,	 NoSound	40	2	498625348
498625551	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	498625551
498635975	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498635975
498636179	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	498636179
498638648	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498638648
498638851	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	498638851
498650145	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498650145
498650350	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	498650350
498653224	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498653224
498653426	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	498653426
498665988	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498665988
498666190	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	498666190
498669061	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498669061
498669263	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	498669263
498682563	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498682563
498682765	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	498682765
498685638	Triggered	6,47,48,49,50,51,	 NoSound	40	2	498685638
498685840	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	498685840
498701077	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	498701077
498701279	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	498701279
