Ver1.3	942407112	StartFile	8/5/2020	9:51:05 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\080520A\SoundData.txt	942407112
942801658	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	942801658
942801860	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	942801860
942816906	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942816906
942826054	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942826054
942826256	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942826256
942836348	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942836348
942842164	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942842164
942842365	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942842365
942851722	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942851722
942856870	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942856870
942857072	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942857072
942869301	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942869301
942869504	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942869504
942877861	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942877861
942878063	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942878063
942887950	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942887950
942888152	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942888152
942894166	Triggered	4,42,43,44,45,46,	 NoSound	40	2	942894166
942894367	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	942894367
942905128	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942905128
942905334	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942905334
942908938	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942908938
942909140	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942909140
942917895	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942917895
942918098	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942918098
942921504	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942921504
942921718	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942921718
942930059	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942930059
942930276	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942930276
942934539	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942934539
942934741	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942934741
942941907	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942941907
942942109	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942942109
942945902	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942945902
942946103	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942946103
942953721	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942953721
942953924	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942953924
942957197	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942957197
942957399	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942957399
942966822	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942966822
942967026	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942967026
942970030	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942970030
942970232	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942970232
942978528	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942978528
942978732	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942978732
942981594	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942981594
942981795	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942981795
942989748	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	942989748
942989950	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	942989950
942992824	Triggered	6,47,48,49,50,51,	 NoSound	40	2	942992824
942993025	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	942993025
943001045	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943001045
943001248	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	943001248
943003926	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943003926
943004128	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943004128
943012006	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943012006
943012210	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	943012210
943014881	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943014881
943015083	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943015083
943022700	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943022700
943022904	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	943022904
943025843	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943025843
943026044	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943026044
943033931	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943033931
943034133	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	943034133
943037005	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943037005
943037206	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943037206
943044290	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943044290
943044493	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	943044493
943047233	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943047233
943047435	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943047435
943054851	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943054851
943055054	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	943055054
943057741	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943057741
943057943	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943057943
943064878	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943064878
943065079	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	943065079
943067819	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943067819
943068021	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943068021
943076841	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943076841
943077042	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	943077042
943080263	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943080263
943080465	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943080465
943087669	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943087669
943087871	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	943087871
943090410	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943090410
943090612	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943090612
943097965	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943097965
943098166	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	943098166
943100771	Triggered	6,47,48,49,50,51,	 NoSound	40	2	943100771
943100972	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	943100972
943108658	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	943108658
943108859	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	943108859
943122026	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943122026
943126439	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943126439
943126655	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943126655
943138201	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943138201
943140940	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943140940
943141145	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943141145
943152906	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943152906
943155514	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943155514
943155716	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943155716
943167209	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943167209
943167414	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943167414
943169816	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943169816
943170018	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943170018
943181382	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943181382
943181587	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943181587
943183987	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943183987
943184190	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943184190
943194686	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943194686
943194891	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943194891
943197088	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943197088
943197291	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943197291
943209720	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943209720
943209925	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943209925
943212127	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943212127
943212341	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943212341
943225374	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943225374
943225579	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943225579
943227901	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943227901
943228104	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943228104
943241537	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943241537
943241743	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943241743
943244077	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943244077
943244279	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943244279
943256643	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943256643
943256861	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943256861
943258982	Triggered	8,52,53,54,55,56,	 NoSound	40	2	943258982
943259187	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	943259187
943271482	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	943271482
943271686	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	943271686
