Ver1.3	1110082142	StartFile	1/6/2021	9:57:57 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\010621\SoundData.txt	1110082142
1110577828	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1110577828
1110578029	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1110578029
1110754178	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110754178
1110760491	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1110760491
1110760692	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1110760692
1110775895	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110775895
1110781009	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1110781009
1110781211	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1110781211
1110796410	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110796410
1110802066	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1110802066
1110802267	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1110802267
1110815124	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110815124
1110815327	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1110815327
1110821862	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1110821862
1110822064	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1110822064
1110833607	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110833607
1110833810	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1110833810
1110839729	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1110839729
1110839931	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1110839931
1110850379	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110850379
1110850592	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1110850592
1110856937	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1110856937
1110857139	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1110857139
1110868610	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110868610
1110868813	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1110868813
1110874626	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1110874626
1110874828	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1110874828
1110885458	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110885458
1110885672	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1110885672
1110890690	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1110890690
1110890892	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1110890892
1110906816	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110906816
1110907019	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1110907019
1110911388	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1110911388
1110911589	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1110911589
1110921616	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1110921616
1110921817	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1110921817
1110937742	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1110937742
1110941531	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1110941531
1110941733	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1110941733
1110952721	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1110952721
1110956512	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1110956512
1110956714	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1110956714
1110966800	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1110966800
1110970173	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1110970173
1110970374	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1110970374
