Ver1.3	1632818512	StartFile	1/12/2021	11:10:14 AM	E:\BehavioralExperiments\Bobo\RawData\011221\SoundData.txt	1632818512
1633252299	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1633252299
1633252500	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1633252500
1633263661	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1633263661
1633263862	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1633263862
1633272417	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1633272417
1633282320	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1633282320
1633282521	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1633282521
1633295087	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1633295087
1633299087	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1633299087
1633304033	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1633304033
1633310584	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1633310584
1633310785	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1633310785
1633319808	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1633319808
1633320008	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1633320008
1633326558	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1633326558
1633326759	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1633326759
1633338189	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1633338189
1633338390	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1633338390
1633344276	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1633344276
1633344476	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1633344476
1633351691	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1633351691
1633351892	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1633351892
1633361651	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1633361651
1633361851	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1633361851
1633368876	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1633368876
1633372946	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1633372946
1633373146	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1633373146
1633378628	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1633378628
1633383507	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1633383507
1633388854	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1633388854
1633389056	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1633389056
