Ver1.3	573651795	StartFile	6/16/2020	10:38:13 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\061620\SoundData.txt	573651795
573977999	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	573977999
573978200	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	573978200
573997984	Triggered	4,	 NoSound	40	2	573997984
574009882	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574009882
574010083	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	574010083
574015831	Triggered	6,	 NoSound	40	2	574015831
574024587	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574024587
574024787	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	574024787
574032006	Triggered	4,	 NoSound	40	2	574032006
574042299	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574042299
574042500	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	574042500
574047180	Triggered	6,	 NoSound	40	2	574047180
574053797	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574053797
574053997	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	574053997
574060012	Triggered	4,	 NoSound	40	2	574060012
574069303	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574069303
574069514	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	574069514
574073648	Triggered	6,	 NoSound	40	2	574073648
574080467	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574080467
574080668	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	574080668
574085079	Triggered	4,	 NoSound	40	2	574085079
574094442	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574094442
574094642	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	574094642
574110009	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574110009
574110212	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	574110212
574114087	Triggered	2,	 NoSound	40	2	574114087
574127054	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574127054
574127254	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	574127254
574131265	Triggered	2,	 NoSound	40	2	574131265
574141960	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574141960
574142161	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	574142161
574158401	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574158401
574158603	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	574158603
574162280	Triggered	6,	 NoSound	40	2	574162280
574171437	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574171437
574171638	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	574171638
574175581	Triggered	4,	 NoSound	40	2	574175581
574183401	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574183401
574183603	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	574183603
574187217	Triggered	6,	 NoSound	40	2	574187217
574196434	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574196434
574196635	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	574196635
574200645	Triggered	4,	 NoSound	40	2	574200645
574208066	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574208066
574208266	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	574208266
574211741	Triggered	4,	 NoSound	40	2	574211741
574219495	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574219495
574219695	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	574219695
574223171	Triggered	6,	 NoSound	40	2	574223171
574232127	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574232127
574232328	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	574232328
574235871	Triggered	4,	 NoSound	40	2	574235871
574243357	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574243357
574243557	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	574243557
574299571	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574299571
574299774	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	574299774
574302980	Triggered	2,	 NoSound	40	2	574302980
574312137	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574312137
574312337	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	574312337
574316014	Triggered	2,	 NoSound	40	2	574316014
574324570	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574324570
574324770	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	574324770
574339407	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574339407
574339609	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	574339609
574345490	Triggered	6,	 NoSound	40	2	574345490
574358523	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574358523
574358723	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	574358724
574362735	Triggered	4,	 NoSound	40	2	574362735
574372762	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574372762
574372962	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	574372962
574376239	Triggered	6,	 NoSound	40	2	574376239
574388602	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574388602
574388802	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	574388802
574392612	Triggered	6,	 NoSound	40	2	574392612
574402772	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574402772
574402972	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	574402972
574406783	Triggered	4,	 NoSound	40	2	574406783
574414403	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574414403
574414603	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	574414603
574419551	Triggered	6,	 NoSound	40	2	574419551
574433587	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574433587
574433787	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	574433787
574437262	Triggered	6,	 NoSound	40	2	574437262
574451099	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574451099
574451300	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	574451300
574464132	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574464133
574464335	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	574464335
574467541	Triggered	2,	 NoSound	40	2	574467541
574479240	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574479240
574479440	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	574479440
574482781	Triggered	2,	 NoSound	40	2	574482781
574495080	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	574495080
574495281	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	574495281
574507379	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574507379
574507585	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	574507585
574510855	Triggered	6,	 NoSound	40	2	574510855
574521951	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574521951
574522151	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	574522151
574525633	Triggered	6,	 NoSound	40	2	574525633
574537858	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574537858
574538058	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	574538058
574541467	Triggered	6,	 NoSound	40	2	574541467
574551431	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574551431
574551632	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	574551632
574557912	Triggered	6,	 NoSound	40	2	574557912
574572683	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	574572683
