Ver1.3	1366242376	StartFile	2/25/2021	2:05:00 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\022521\SoundData.txt	1366242376
1366699901	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1366699901
1366700102	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1366700102
1366717478	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366717478
1366723426	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366723426
1366723628	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366723628
1366735390	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366735390
1366739268	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366739268
1366739471	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366739471
1366750363	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366750363
1366753774	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366753774
1366753976	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366753976
1366765137	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366765137
1366765341	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366765341
1366767942	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366767942
1366768144	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366768144
1366779573	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366779573
1366779777	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366779777
1366782446	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366782446
1366782647	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366782647
1366793074	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366793074
1366793279	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366793279
1366796217	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366796217
1366796418	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366796418
1366806577	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366806577
1366806779	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366806779
1366810118	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366810118
1366810320	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366810320
1366819743	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366819743
1366819948	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366819948
1366822685	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366822685
1366822886	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366822886
1366832778	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366832778
1366832982	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366832982
1366835730	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366835730
1366835933	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366835933
1366845751	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366845751
1366845955	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366845955
1366848552	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366848552
1366848755	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366848755
1366868812	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366868812
1366869017	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366869017
1366872883	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1366872883
1366873085	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1366873085
1366881036	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366881036
1366881241	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1366881241
1366883912	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366883912
1366884114	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366884114
1366892466	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366892466
1366892669	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1366892669
1366895140	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366895140
1366895342	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366895342
1366904096	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366904096
1366904298	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1366904298
1366910648	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366910648
1366910851	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366910851
1366919471	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366919471
1366919673	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1366919673
1366922479	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1366922479
1366922681	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1366922681
1366932304	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1366932304
1366932506	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1366932506
