Ver1.3	1988668776	StartFile	8/17/2020	12:28:47 PM	E:\BehavioralExperiments\Twenty\RawData\081720\SoundData.txt	1988668776
1989101316	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989101316
1989131398	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989131398
1989131599	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1989131599
1989303910	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989303910
1989304111	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1989304111
1989328775	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1989328775
1989328976	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1989328976
1989406378	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989406378
1989406592	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1989406592
1989427439	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1989427439
1989427642	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1989427642
1989452097	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989452097
1989452298	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1989452298
1989465198	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989465198
1989465399	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1989465399
1989481574	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989481574
1989495354	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989495354
1989495554	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1989495554
1989513591	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1989513591
1989513791	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1989513791
1989599413	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989599413
1989599614	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1989599614
1989615322	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989615322
1989626819	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989626819
1989627019	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1989627019
1989653894	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989653894
1989665721	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989665721
1989680758	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989680758
1989686175	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989686175
1989686376	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1989686376
1989704622	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1989704622
1989710771	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989710771
1989710981	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1989710981
1989730891	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989730891
1989731091	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1989731091
1989742989	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989742989
1989743190	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1989743190
1989755822	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1989755822
1989756023	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1989756023
1989770394	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989770394
1989770595	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1989770595
1989795859	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989795859
1989796059	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1989796059
1989807571	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989807571
1989807771	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1989807771
1989826807	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1989826807
1989827008	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1989827008
1989867445	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989867445
1989867646	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1989867646
1989879812	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989879812
1989880012	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1989880012
1989890641	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989890641
1989890842	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1989890842
1989904744	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989904744
1989904946	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1989904946
1989930142	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1989930142
1989930354	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1989930354
1989940250	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1989940250
1989953142	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1989953142
1989953343	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1989953343
1990060349	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1990060349
1990067234	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1990067234
1990067434	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1990067434
1990090828	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1990090828
1990097045	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1990097045
1990097245	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1990097245
1990179926	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1990179926
1990180128	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1990180128
1990198042	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1990198042
1990198242	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1990198242
1990812246	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1990812246
1990812447	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1990812447
1990830824	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1990830824
1990831025	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1990831025
1990843390	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1990843390
1990868659	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1990868659
1990868860	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1990868860
1990907823	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1990907823
1990908024	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1990908024
1991012229	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1991012229
1991012431	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1991012431
1991032549	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1991032549
1991063630	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1991063630
1991063831	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1991063831
1991082154	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1991082154
1991082355	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1991082355
1991196375	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1991196375
1991200721	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1991200721
1991257875	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1991257875
