Ver1.3	649208866	StartFile	7/6/2020	11:39:12 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\070620\SoundData.txt	649208866
649544912	Triggered	6,47,48,49,50,51,	 NoSound	40	2	649544912
649545114	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	649545114
649545992	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	649545992
649546429	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	649546429
649546968	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	649546968
649547611	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	649547611
649560320	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	649560320
649560521	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	649560521
649582645	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	649582645
649587592	Triggered	6,47,48,49,50,51,	 NoSound	40	2	649587592
649587794	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	649587794
649599958	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	649599958
649603834	Triggered	6,47,48,49,50,51,	 NoSound	40	2	649603834
649604035	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	649604035
649615799	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	649615799
649619209	Triggered	6,47,48,49,50,51,	 NoSound	40	2	649619209
649619412	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	649619412
649627631	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	649627631
649627833	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	649627833
649631038	Triggered	6,47,48,49,50,51,	 NoSound	40	2	649631038
649631240	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	649631240
649639680	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	649639680
649639881	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	649639881
649659044	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	649659044
649667065	Triggered	8,52,53,54,55,56,	 NoSound	40	2	649667065
649667268	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	649667268
649682171	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	649682171
649685848	Triggered	8,52,53,54,55,56,	 NoSound	40	2	649685848
649686050	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	649686050
649701890	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	649701890
649704831	Triggered	8,52,53,54,55,56,	 NoSound	40	2	649704831
649705034	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	649705034
649716595	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	649716595
