Ver1.3	1338408118	StartFile	1/28/2021	11:17:20 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\012821\SoundData.txt	1338408118
1338508523	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1338508523
1338508724	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1338508724
1338524648	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338524648
1338528799	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1338528799
1338533733	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338533733
1338562973	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1338562973
1338570555	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338570555
1338574780	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1338574780
1338587100	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338587100
1338587315	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1338587315
1338592097	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1338592097
1338592298	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1338592299
1338605872	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338605872
1338606076	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1338606076
1338609481	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1338609481
1338612971	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338612971
1338613173	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1338613173
1338616942	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1338616942
1338617144	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1338617144
1338665978	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338665978
1338666180	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1338666180
1338668931	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1338668931
1338679454	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338679454
1338679655	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1338679655
1338684148	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1338684148
1338684350	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1338684350
1338699850	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1338699850
1338700052	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1338700052
