Ver1.2	1036527392	StartFile	3/25/2020	6:29:43 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\032520\SoundData.txt	1036527392
1036895902	Triggered	5	 Modulated Tone	25	2	1036895902
1036919955	Triggered	1	 Modulated Tone	25	2	1036919955
1036955648	Triggered	4	 NoSound	50	2	1036955648
1036996222	Triggered	1	 Modulated Tone	25	2	1036996222
1037000767	Triggered	4	 NoSound	50	2	1037000767
1037016481	Triggered	8	 NoSound	50	2	1037016481
1037032452	Triggered	1	 Modulated Tone	25	2	1037032452
1037038130	Triggered	5	 Modulated Tone	25	2	1037038130
1037052369	Triggered	4	 NoSound	50	2	1037052369
1037058183	Triggered	1	 Modulated Tone	25	2	1037058183
1037061925	Triggered	6	 NoSound	50	2	1037061925
1037071618	Triggered	1	 Modulated Tone	25	2	1037071618
1037075501	Triggered	6	 NoSound	50	2	1037075501
1037084250	Triggered	1	 Modulated Tone	25	2	1037084250
1037087928	Triggered	6	 NoSound	50	2	1037087928
1037095815	Triggered	1	 Modulated Tone	25	2	1037095815
1037099826	Triggered	6	 NoSound	50	2	1037099826
1037109049	Triggered	1	 Modulated Tone	25	2	1037109049
1037112863	Triggered	6	 NoSound	50	2	1037112863
1037120812	Triggered	1	 Modulated Tone	25	2	1037120812
1037124557	Triggered	6	 NoSound	50	2	1037124557
1037132509	Triggered	1	 Modulated Tone	25	2	1037132509
1037137323	Triggered	5	 Modulated Tone	25	2	1037137323
1037140666	Triggered	2	 NoSound	50	2	1037140666
1037151494	Triggered	5	 Modulated Tone	25	2	1037151494
1037155103	Triggered	2	 NoSound	50	2	1037155103
1037162053	Triggered	5	 Modulated Tone	25	2	1037162053
1037165463	Triggered	2	 NoSound	50	2	1037165463
1037172415	Triggered	5	 Modulated Tone	25	2	1037172415
1037176693	Triggered	2	 NoSound	50	2	1037176693
1037183576	Triggered	5	 Modulated Tone	25	2	1037183576
1037186852	Triggered	8	 NoSound	50	2	1037186852
1037193403	Triggered	5	 Modulated Tone	25	2	1037193403
1037197279	Triggered	2	 NoSound	50	2	1037197279
1037215125	Triggered	5	 Modulated Tone	25	2	1037215125
1037218734	Triggered	2	 NoSound	50	2	1037218734
1037225820	Triggered	5	 Modulated Tone	25	2	1037225820
1037229429	Triggered	2	 NoSound	50	2	1037229429
1037235980	Triggered	5	 Modulated Tone	25	2	1037235980
1037239321	Triggered	2	 NoSound	50	2	1037239321
1037245471	Triggered	5	 Modulated Tone	25	2	1037245471
1037248880	Triggered	1	 Modulated Tone	25	2	1037248880
1037251754	Triggered	4	 NoSound	50	2	1037251754
1037260512	Triggered	1	 Modulated Tone	25	2	1037260512
1037264120	Triggered	4	 NoSound	50	2	1037264120
1037268196	Triggered	1	 Modulated Tone	25	2	1037268196
1037279493	Triggered	5	 Modulated Tone	25	2	1037279493
1037285575	Triggered	1	 Modulated Tone	25	2	1037285575
1037305366	Triggered	6	 NoSound	50	2	1037305366
1037319598	Triggered	1	 Modulated Tone	25	2	1037319598
1037324678	Triggered	4	 NoSound	50	2	1037324678
1037329495	Triggered	1	 Modulated Tone	25	2	1037329495
1037332766	Triggered	6	 NoSound	50	2	1037332766
1037339183	Triggered	1	 Modulated Tone	25	2	1037339183
1037342391	Triggered	6	 NoSound	50	2	1037342391
1037347739	Triggered	1	 Modulated Tone	25	2	1037347739
1037351548	Triggered	6	 NoSound	50	2	1037351548
1037356761	Triggered	1	 Modulated Tone	25	2	1037356761
1037360773	Triggered	6	 NoSound	50	2	1037360773
1037365918	Triggered	1	 Modulated Tone	25	2	1037365918
1037370530	Triggered	6	 NoSound	50	2	1037370530
1037376613	Triggered	1	 Modulated Tone	25	2	1037376613
1037380025	Triggered	6	 NoSound	50	2	1037380025
1037383567	Triggered	7	 NoSound	50	2	1037383567
1037385034	Triggered	8	 NoSound	50	2	1037385034
1037389446	Triggered	1	 Modulated Tone	25	2	1037389446
1037393057	Triggered	5	 Modulated Tone	25	2	1037393057
1037396064	Triggered	8	 NoSound	50	2	1037396064
1037406089	Triggered	5	 Modulated Tone	25	2	1037406089
1037409032	Triggered	8	 NoSound	50	2	1037409032
1037417719	Triggered	5	 Modulated Tone	25	2	1037417719
1037420528	Triggered	8	 NoSound	50	2	1037420528
1037426877	Triggered	5	 Modulated Tone	25	2	1037426877
1037430686	Triggered	8	 NoSound	50	2	1037430686
1037437772	Triggered	5	 Modulated Tone	25	2	1037437772
1037440846	Triggered	2	 NoSound	50	2	1037440846
1037451281	Triggered	5	 Modulated Tone	25	2	1037451281
1037454425	Triggered	8	 NoSound	50	2	1037454425
1037461032	Triggered	5	 Modulated Tone	25	2	1037461032
1037463707	Triggered	8	 NoSound	50	2	1037463707
1037470190	Triggered	5	 Modulated Tone	25	2	1037470190
1037472864	Triggered	8	 NoSound	50	2	1037472864
1037479883	Triggered	5	 Modulated Tone	25	2	1037479883
1037482757	Triggered	8	 NoSound	50	2	1037482757
1037488837	Triggered	5	 Modulated Tone	25	2	1037488837
1037491915	Triggered	1	 Modulated Tone	25	2	1037491915
1037494720	Triggered	6	 NoSound	50	2	1037494720
1037500068	Triggered	1	 Modulated Tone	25	2	1037500068
1037503816	Triggered	6	 NoSound	50	2	1037503816
1037519251	Triggered	1	 Modulated Tone	25	2	1037519251
