Ver1.3	4501711	StartFile	6/2/2020	2:42:53 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\060220\SoundData.txt	4501711
4688964	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4688964
4689164	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	4689164
4716399	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	4716399
4716602	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	4716602
4720070	Triggered	2,	 NoSound	40	2	4720070
4731741	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	4731741
4731941	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	4731941
4734510	Triggered	2,	 NoSound	40	2	4734510
4748657	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	4748657
4748858	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	4748858
4761463	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4761463
4761666	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-13kHz	40	2	4761666
4764713	Triggered	6,	 NoSound	40	2	4764713
4769586	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4769586
4769787	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	4769787
4773497	Triggered	4,	 NoSound	40	2	4773497
4783785	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4783785
4783985	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	4783985
4786733	Triggered	4,	 NoSound	40	2	4786733
4797202	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4797202
4797402	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	4797402
4799974	Triggered	4,	 NoSound	40	2	4799974
4809116	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4809116
4809317	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	4809317
4811763	Triggered	4,	 NoSound	40	2	4811763
4822833	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4822833
4823033	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	4823033
4825543	Triggered	4,	 NoSound	40	2	4825543
4836490	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4836490
4836690	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	4836690
4839319	Triggered	4,	 NoSound	40	2	4839319
4849065	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	4849065
4849265	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	4849265
4867355	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	4867355
4867559	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	4867559
4870845	Triggered	2,	 NoSound	40	2	4870845
4878485	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	4878485
4878686	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	4878686
4881317	Triggered	2,	 NoSound	40	2	4881317
4888051	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	4888051
