Ver1.2	89550799	StartFile	3/14/2020	7:26:46 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\031420\SoundData.txt	89550799
89832745	Triggered	4	 NoSound	50	2	89832745
89841902	Triggered	5	 Modulated Tone	25	2	89841902
89849988	Triggered	8	 NoSound	50	2	89849988
89860756	Triggered	5	 Modulated Tone	25	2	89860756
89869772	Triggered	1	 Modulated Tone	25	2	89869772
89875920	Triggered	8	 NoSound	50	2	89875920
89881269	Triggered	5	 Modulated Tone	25	2	89881269
89888422	Triggered	2	 NoSound	50	2	89888422
89894568	Triggered	8	 NoSound	50	2	89894568
89904327	Triggered	5	 Modulated Tone	25	2	89904327
89907737	Triggered	2	 NoSound	50	2	89907737
89920303	Triggered	5	 Modulated Tone	25	2	89920303
89923713	Triggered	2	 NoSound	50	2	89923713
89932199	Triggered	5	 Modulated Tone	25	2	89932199
89935476	Triggered	2	 NoSound	50	2	89935476
89942158	Triggered	5	 Modulated Tone	25	2	89942158
89946104	Triggered	2	 NoSound	50	2	89946104
89954396	Triggered	5	 Modulated Tone	25	2	89954396
89957331	Triggered	2	 NoSound	50	2	89957331
89965088	Triggered	5	 Modulated Tone	25	2	89965088
89968025	Triggered	2	 NoSound	50	2	89968025
89984335	Triggered	5	 Modulated Tone	25	2	89984335
89987744	Triggered	2	 NoSound	50	2	89987744
89996635	Triggered	5	 Modulated Tone	25	2	89996635
90000042	Triggered	2	 NoSound	50	2	90000042
90005998	Triggered	5	 Modulated Tone	25	2	90005998
90009268	Triggered	2	 NoSound	50	2	90009268
90016284	Triggered	6	 NoSound	50	2	90016284
90023772	Triggered	5	 Modulated Tone	25	2	90023772
90026846	Triggered	1	 Modulated Tone	25	2	90026846
90029720	Triggered	6	 NoSound	50	2	90029720
90037941	Triggered	1	 Modulated Tone	25	2	90037941
90040952	Triggered	6	 NoSound	50	2	90040952
90048302	Triggered	1	 Modulated Tone	25	2	90048302
90051379	Triggered	6	 NoSound	50	2	90051379
90057130	Triggered	1	 Modulated Tone	25	2	90057130
90060334	Triggered	4	 NoSound	50	2	90060334
90072567	Triggered	1	 Modulated Tone	25	2	90072567
90076709	Triggered	4	 NoSound	50	2	90076709
90089009	Triggered	1	 Modulated Tone	25	2	90089009
90091615	Triggered	4	 NoSound	50	2	90091615
90102779	Triggered	1	 Modulated Tone	25	2	90102779
90105252	Triggered	4	 NoSound	50	2	90105252
90116497	Triggered	1	 Modulated Tone	25	2	90116497
90119085	Triggered	4	 NoSound	50	2	90119085
90130116	Triggered	1	 Modulated Tone	25	2	90130116
90132728	Triggered	4	 NoSound	50	2	90132728
90144551	Triggered	1	 Modulated Tone	25	2	90144551
90147360	Triggered	4	 NoSound	50	2	90147360
90158595	Triggered	1	 Modulated Tone	25	2	90158595
90161396	Triggered	4	 NoSound	50	2	90161396
90173293	Triggered	1	 Modulated Tone	25	2	90173293
90176439	Triggered	4	 NoSound	50	2	90176439
90188070	Triggered	1	 Modulated Tone	25	2	90188070
90192144	Triggered	5	 Modulated Tone	25	2	90192144
