Ver1.3	866725475	StartFile	8/4/2020	12:49:44 PM	E:\BehavioralExperiments\Twenty\RawData\080420\SoundData.txt	866725475
867191407	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	867191407
867191610	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	867191610
867228304	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867228304
867256510	Triggered	4,42,43,44,45,46,	 NoSound	40	2	867256510
867256711	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	867256711
867265937	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867265937
867273823	Triggered	6,47,48,49,50,51,	 NoSound	40	2	867273823
867274026	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	867274026
867291402	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867291402
867297817	Triggered	4,42,43,44,45,46,	 NoSound	40	2	867297817
867298018	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	867298018
867317337	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867317337
867322416	Triggered	6,47,48,49,50,51,	 NoSound	40	2	867322416
867322618	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	867322618
867350423	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867350423
867350626	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	867350626
867366931	Triggered	4,42,43,44,45,46,	 NoSound	40	2	867366931
867367142	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	867367142
867397812	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867397812
867398016	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	867398016
867407104	Triggered	6,47,48,49,50,51,	 NoSound	40	2	867407104
867407307	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	867407307
867463717	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867463717
867463921	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	867463921
867618931	Triggered	6,47,48,49,50,51,	 NoSound	40	2	867618931
867619133	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	867619133
867686297	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867686297
867686499	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	867686499
867694259	Triggered	4,42,43,44,45,46,	 NoSound	40	2	867694259
867694460	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	867694460
867719392	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867719392
867719594	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	867719594
867887556	Triggered	6,47,48,49,50,51,	 NoSound	40	2	867887556
867887759	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	867887759
867971240	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	867971240
867971441	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	867971441
867986157	Triggered	6,47,48,49,50,51,	 NoSound	40	2	867986157
867986359	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	867986359
868008946	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	868008946
868009147	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	868009147
868045048	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	868045048
868051916	Triggered	2,37,38,39,40,41,	 NoSound	40	2	868051916
868052121	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	868052121
868180587	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	868180587
868191547	Triggered	8,52,53,54,55,56,	 NoSound	40	2	868191547
868191748	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	868191748
868204315	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	868204315
868214273	Triggered	2,37,38,39,40,41,	 NoSound	40	2	868214273
868214476	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	868214476
868235062	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	868235062
868241211	Triggered	8,52,53,54,55,56,	 NoSound	40	2	868241211
868241413	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	868241413
868257652	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	868257652
868257854	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	868257854
868261998	Triggered	2,37,38,39,40,41,	 NoSound	40	2	868261998
868262201	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	868262201
868318477	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	868318477
868318690	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	868318690
868331847	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	868331847
868349962	Triggered	4,42,43,44,45,46,	 NoSound	40	2	868349962
868350164	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	868350164
868377834	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	868377834
868468870	Triggered	4,42,43,44,45,46,	 NoSound	40	2	868468870
868469073	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	868469073
868485447	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	868485447
868508440	Triggered	4,42,43,44,45,46,	 NoSound	40	2	868508440
868508642	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	868508642
868553892	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	868553892
868769721	Triggered	6,47,48,49,50,51,	 NoSound	40	2	868769721
868769923	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	868769923
868802073	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	868802073
868802276	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	868802276
868831281	Triggered	4,42,43,44,45,46,	 NoSound	40	2	868831281
868831482	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	868831482
868929069	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	868929069
868929272	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	868929272
868948922	Triggered	4,42,43,44,45,46,	 NoSound	40	2	868948922
868949123	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	868949123
869155660	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	869155660
869155862	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	869155862
