Friday, October 4, 2019	4:25:54 PM	Game1.txt	81570177
cued	now	81579260
1	BlinkStart	81579341
1	BlinkEnd	81967684
1	NoFeedLowProb	81967765
6	BlinkStart	81967995
6	BlinkEnd	82018713
6	Feed	82018793
1	BlinkStart	82019024
1	BlinkEnd	82098391
1	NoFeedLowProb	82098471
4	BlinkStart	82098701
4	BlinkEnd	82103734
4	Feed	82103814
1	BlinkStart	82104044
1	BlinkEnd	82195172
1	NoFeedLowProb	82195252
4	BlinkStart	82195482
4	BlinkEnd	82203532
4	Feed	82203612
1	BlinkStart	82203842
1	BlinkEnd	82236676
1	NoFeedLowProb	82236756
4	BlinkStart	82236986
4	BlinkEnd	82245633
4	Feed	82245713
1	BlinkStart	82245943
1	BlinkEnd	82288349
1	NoFeedLowProb	82288429
6	BlinkStart	82288659
6	BlinkEnd	82296240
6	Feed	82296320
1	BlinkStart	82296550
1	BlinkEnd	82327187
1	NoFeedLowProb	82327267
6	BlinkStart	82327497
6	BlinkEnd	82332793
6	Feed	82332873
1	BlinkStart	82333103
1	BlinkEnd	82345366
1	NoFeedLowProb	82345446
64	BlinkStart	82345676
64	BlinkEnd	82350641
4	Feed	82350721
1	BlinkStart	82350951
1	BlinkEnd	82369432
1	NoFeedLowProb	82369512
64	BlinkStart	82369742
64	BlinkEnd	82373976
4	Feed	82374057
1	BlinkStart	82374287
1	BlinkEnd	82393359
1	NoFeedLowProb	82393440
64	BlinkStart	82393670
64	BlinkEnd	82419562
4	Feed	82419642
1	BlinkStart	82419872
1	BlinkEnd	82426909
1	NoFeedLowProb	82426989
64	BlinkStart	82427220
64	BlinkEnd	82432594
4	Feed	82432674
1	BlinkStart	82432904
1	BlinkEnd	82438736
1	NoFeedLowProb	82438816
64	BlinkStart	82439046
64	BlinkEnd	82443818
6	Feed	82443898
1	BlinkStart	82444129
1	BlinkEnd	82465210
1	NoFeedLowProb	82465290
64	BlinkStart	82465521
64	BlinkEnd	82469954
6	Feed	82470034
1	BlinkStart	82470265
1	BlinkEnd	82490210
1	NoFeedLowProb	82490290
64	BlinkStart	82490520
64	BlinkEnd	82494423
6	Feed	82494503
1	BlinkStart	82494733
1	BlinkEnd	82516543
1	NoFeedLowProb	82516623
64	BlinkStart	82516853
64	BlinkEnd	82520762
6	Feed	82520842
1	BlinkStart	82521072
1	BlinkEnd	82537137
1	NoFeedLowProb	82537217
64	BlinkStart	82537447
64	BlinkEnd	82541412
6	Feed	82541492
1	BlinkStart	82541722
1	BlinkEnd	82561196
1	NoFeedLowProb	82561276
64	BlinkStart	82561507
64	BlinkEnd	82566203
4	Feed	82566284
1	BlinkStart	82566514
1	BlinkEnd	82571825
1	NoFeedLowProb	82571905
64	BlinkStart	82572135
64	BlinkEnd	82576025
6	Feed	82576105
1	BlinkStart	82576335
1	BlinkEnd	82591136
1	NoFeedLowProb	82591216
64	BlinkStart	82591447
64	BlinkEnd	82595080
6	Feed	82595160
1	BlinkStart	82595391
1	BlinkEnd	82606109
1	NoFeedLowProb	82606189
64	BlinkStart	82606420
64	BlinkEnd	82610315
6	Feed	82610395
1	BlinkStart	82610625
1	BlinkEnd	82621414
1	NoFeedLowProb	82621494
64	BlinkStart	82621724
64	BlinkEnd	82625492
6	Feed	82625572
1	BlinkStart	82625803
1	BlinkEnd	82636451
1	NoFeedLowProb	82636531
64	BlinkStart	82636762
64	BlinkEnd	82640668
6	Feed	82640748
1	BlinkStart	82640978
1	BlinkEnd	82651635
1	NoFeedLowProb	82651715
64	BlinkStart	82651945
64	BlinkEnd	82670486
6	Feed	82670566
1	BlinkStart	82670796
1	BlinkEnd	82681304
1	NoFeedLowProb	82681384
64	BlinkStart	82681615
64	BlinkEnd	82685046
6	Feed	82685126
1	BlinkStart	82685356
1	BlinkEnd	82697883
1	NoFeedLowProb	82697963
64	BlinkStart	82698193
64	BlinkEnd	82702222
6	Feed	82702302
5	BlinkStart	82702532
5	BlinkEnd	82747619
5	NoFeedLowProb	82747699
8	BlinkStart	82747930
8	BlinkEnd	82754025
8	Feed	82754106
5	BlinkStart	82754337
5	BlinkEnd	82766334
5	NoFeedLowProb	82766414
2	BlinkStart	82766644
2	BlinkEnd	82777419
2	Feed	82777499
5	BlinkStart	82777729
5	BlinkEnd	82819672
5	NoFeedLowProb	82819752
8	BlinkStart	82819982
8	BlinkEnd	82824810
8	Feed	82824890
5	BlinkStart	82825120
5	BlinkEnd	82847347
5	NoFeedLowProb	82847427
2	BlinkStart	82847657
2	BlinkEnd	82851880
2	Feed	82851960
5	BlinkStart	82852190
5	BlinkEnd	82881632
5	NoFeedLowProb	82881712
2	BlinkStart	82881942
2	BlinkEnd	82886045
2	Feed	82886125
5	BlinkStart	82886355
5	BlinkEnd	82897868
5	NoFeedLowProb	82897948
8	BlinkStart	82898179
8	BlinkEnd	82904214
8	Feed	82904294
5	BlinkStart	82904525
5	BlinkEnd	82917057
5	NoFeedLowProb	82917137
28	BlinkStart	82917367
28	BlinkEnd	82921927
2	Feed	82922007
5	BlinkStart	82922237
5	BlinkEnd	82937499
5	NoFeedLowProb	82937579
28	BlinkStart	82937809
28	BlinkEnd	82941647
2	Feed	82941727
5	BlinkStart	82941957
5	BlinkEnd	82956485
5	NoFeedLowProb	82956565
