Ver1.2	989669392	StartFile	2/26/2020	1:35:22 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\022620\SoundData.txt	989669392
990548322	Triggered	5	 Modulated Tone	25	2	990548322
990553268	Triggered	2	 NoSound	50	2	990553268
990574725	Triggered	3	 NoSound	50	2	990574725
990576663	Triggered	4	 NoSound	50	2	990576663
990588895	Triggered	1	 Modulated Tone	25	2	990588895
990595315	Triggered	5	 Modulated Tone	25	2	990595315
990598921	Triggered	8	 NoSound	50	2	990598921
990605604	Triggered	6	 NoSound	50	2	990605604
990611224	Triggered	5	 Modulated Tone	25	2	990611224
990615029	Triggered	8	 NoSound	50	2	990615029
990621046	Triggered	5	 Modulated Tone	25	2	990621046
990624922	Triggered	8	 NoSound	50	2	990624922
990630470	Triggered	5	 Modulated Tone	25	2	990630470
990633879	Triggered	2	 NoSound	50	2	990633879
990648917	Triggered	5	 Modulated Tone	25	2	990648917
990652059	Triggered	2	 NoSound	50	2	990652059
990667103	Triggered	5	 Modulated Tone	25	2	990667103
990670445	Triggered	2	 NoSound	50	2	990670445
990686882	Triggered	5	 Modulated Tone	25	2	990686882
990691697	Triggered	2	 NoSound	50	2	990691697
990706607	Triggered	5	 Modulated Tone	25	2	990706607
990709877	Triggered	2	 NoSound	50	2	990709877
990723713	Triggered	5	 Modulated Tone	25	2	990723713
990726860	Triggered	2	 NoSound	50	2	990726860
990738284	Triggered	5	 Modulated Tone	25	2	990738284
990741960	Triggered	2	 NoSound	50	2	990741960
990754192	Triggered	5	 Modulated Tone	25	2	990754192
990757669	Triggered	2	 NoSound	50	2	990757669
990769966	Triggered	5	 Modulated Tone	25	2	990769966
990774312	Triggered	1	 Modulated Tone	25	2	990774312
990779858	Triggered	4	 NoSound	50	2	990779858
990797574	Triggered	1	 Modulated Tone	25	2	990797574
990801515	Triggered	4	 NoSound	50	2	990801515
990815418	Triggered	1	 Modulated Tone	25	2	990815418
990819365	Triggered	6	 NoSound	50	2	990819365
990828453	Triggered	1	 Modulated Tone	25	2	990828453
990831527	Triggered	4	 NoSound	50	2	990831527
990846432	Triggered	1	 Modulated Tone	25	2	990846432
990851512	Triggered	6	 NoSound	50	2	990851512
990856259	Triggered	1	 Modulated Tone	25	2	990856259
990860335	Triggered	4	 NoSound	50	2	990860335
990868222	Triggered	6	 NoSound	50	2	990868222
990871699	Triggered	1	 Modulated Tone	25	2	990871699
990875980	Triggered	4	 NoSound	50	2	990875980
990888742	Triggered	1	 Modulated Tone	25	2	990888742
990892286	Triggered	6	 NoSound	50	2	990892286
990896897	Triggered	5	 Modulated Tone	25	2	990896897
990901647	Triggered	1	 Modulated Tone	25	2	990901647
990905788	Triggered	4	 NoSound	50	2	990905788
990919825	Triggered	1	 Modulated Tone	25	2	990919825
990923700	Triggered	4	 NoSound	50	2	990923700
990937002	Triggered	1	 Modulated Tone	25	2	990937002
990941014	Triggered	4	 NoSound	50	2	990941014
990954849	Triggered	1	 Modulated Tone	25	2	990954849
990958526	Triggered	4	 NoSound	50	2	990958526
990972695	Triggered	1	 Modulated Tone	25	2	990972695
991004513	Triggered	5	 Modulated Tone	25	2	991004513
991007652	Triggered	2	 NoSound	50	2	991007652
991015541	Triggered	5	 Modulated Tone	25	2	991015541
991019617	Triggered	8	 NoSound	50	2	991019617
991027171	Triggered	5	 Modulated Tone	25	2	991027171
991034121	Triggered	8	 NoSound	50	2	991034121
991037531	Triggered	6	 NoSound	50	2	991037531
991040806	Triggered	5	 Modulated Tone	25	2	991040806
991052570	Triggered	8	 NoSound	50	2	991052570
991058388	Triggered	5	 Modulated Tone	25	2	991058388
991061125	Triggered	2	 NoSound	50	2	991061125
991068813	Triggered	5	 Modulated Tone	25	2	991068813
991072020	Triggered	2	 NoSound	50	2	991072020
991080577	Triggered	5	 Modulated Tone	25	2	991080577
991085322	Triggered	8	 NoSound	50	2	991085322
991090405	Triggered	5	 Modulated Tone	25	2	991090405
991094813	Triggered	2	 NoSound	50	2	991094813
991103570	Triggered	5	 Modulated Tone	25	2	991103570
