Ver1.2	1573631647	StartFile	2/12/2020	4:30:46 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\021220\SoundData.txt	1573631647
1573895826	Triggered	8	 NoSound	50	2	1573895826
1573930384	Triggered	1	 Modulated Tone	25	2	1573930384
1573952975	Triggered	6	 NoSound	50	2	1573952975
1573971958	Triggered	1	 Modulated Tone	25	2	1573971958
1573975969	Triggered	4	 NoSound	50	2	1573975969
1573986329	Triggered	1	 Modulated Tone	25	2	1573986329
1573991409	Triggered	4	 NoSound	50	2	1573991409
1573998694	Triggered	1	 Modulated Tone	25	2	1573998694
1574002303	Triggered	4	 NoSound	50	2	1574002303
1574007584	Triggered	1	 Modulated Tone	25	2	1574007584
1574011194	Triggered	6	 NoSound	50	2	1574011194
1574022891	Triggered	1	 Modulated Tone	25	2	1574022891
1574046151	Triggered	6	 NoSound	50	2	1574046151
1574058588	Triggered	1	 Modulated Tone	25	2	1574058588
1574063197	Triggered	6	 NoSound	50	2	1574063197
1574075566	Triggered	1	 Modulated Tone	25	2	1574075566
1574079839	Triggered	6	 NoSound	50	2	1574079839
1574093345	Triggered	1	 Modulated Tone	25	2	1574093345
1574098287	Triggered	6	 NoSound	50	2	1574098287
1574109991	Triggered	1	 Modulated Tone	25	2	1574109991
1574114397	Triggered	6	 NoSound	50	2	1574114397
1574124956	Triggered	5	 Modulated Tone	25	2	1574124956
1574135383	Triggered	1	 Modulated Tone	25	2	1574135383
1574138594	Triggered	6	 NoSound	50	2	1574138594
1574150622	Triggered	1	 Modulated Tone	25	2	1574150622
1574154834	Triggered	4	 NoSound	50	2	1574154834
1574161651	Triggered	1	 Modulated Tone	25	2	1574161651
1574167734	Triggered	5	 Modulated Tone	25	2	1574167734
1574170742	Triggered	8	 NoSound	50	2	1574170742
1574179031	Triggered	1	 Modulated Tone	25	2	1574179031
1574191001	Triggered	1	 Modulated Tone	25	2	1574191001
1574212985	Triggered	5	 Modulated Tone	25	2	1574212985
1574216796	Triggered	8	 NoSound	50	2	1574216796
1574222880	Triggered	5	 Modulated Tone	25	2	1574222880
