Ver1.2	643981870	StartFile	2/22/2020	1:33:54 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\022220\SoundData.txt	643981870
644335557	Triggered	8	 NoSound	50	2	644335557
644340368	Triggered	1	 Modulated Tone	25	2	644340368
644345115	Triggered	6	 NoSound	50	2	644345115
644352218	Triggered	1	 Modulated Tone	25	2	644352218
644356278	Triggered	6	 NoSound	50	2	644356278
644363897	Triggered	1	 Modulated Tone	25	2	644363897
644368241	Triggered	4	 NoSound	50	2	644368241
644380607	Triggered	1	 Modulated Tone	25	2	644380607
644386088	Triggered	6	 NoSound	50	2	644386088
644395646	Triggered	1	 Modulated Tone	25	2	644395646
644399457	Triggered	4	 NoSound	50	2	644399457
644408818	Triggered	1	 Modulated Tone	25	2	644408818
644412489	Triggered	4	 NoSound	50	2	644412489
644423320	Triggered	1	 Modulated Tone	25	2	644423320
644427930	Triggered	4	 NoSound	50	2	644427930
644437354	Triggered	1	 Modulated Tone	25	2	644437354
644440763	Triggered	4	 NoSound	50	2	644440763
644450056	Triggered	1	 Modulated Tone	25	2	644450056
644453534	Triggered	4	 NoSound	50	2	644453535
644461752	Triggered	1	 Modulated Tone	25	2	644461752
644465171	Triggered	4	 NoSound	50	2	644465171
644473116	Triggered	1	 Modulated Tone	25	2	644473116
644476458	Triggered	4	 NoSound	50	2	644476458
644487819	Triggered	1	 Modulated Tone	25	2	644487819
644491298	Triggered	4	 NoSound	50	2	644491298
644499050	Triggered	1	 Modulated Tone	25	2	644499050
644502993	Triggered	5	 Modulated Tone	25	2	644502993
644506668	Triggered	8	 NoSound	50	2	644506668
644516695	Triggered	5	 Modulated Tone	25	2	644516695
644520037	Triggered	8	 NoSound	50	2	644520037
644527792	Triggered	5	 Modulated Tone	25	2	644527792
644531200	Triggered	8	 NoSound	50	2	644531200
644539489	Triggered	5	 Modulated Tone	25	2	644539489
644543171	Triggered	2	 NoSound	50	2	644543171
644548312	Triggered	5	 Modulated Tone	25	2	644548312
644555337	Triggered	1	 Modulated Tone	25	2	644555337
644559405	Triggered	2	 NoSound	50	2	644559405
644563884	Triggered	5	 Modulated Tone	25	2	644563884
644571639	Triggered	5	 Modulated Tone	25	2	644571639
644576452	Triggered	1	 Modulated Tone	25	2	644576452
644581601	Triggered	2	 NoSound	50	2	644581601
644587284	Triggered	5	 Modulated Tone	25	2	644587284
644591225	Triggered	8	 NoSound	50	2	644591225
644598844	Triggered	5	 Modulated Tone	25	2	644598844
644601851	Triggered	8	 NoSound	50	2	644601851
644609937	Triggered	5	 Modulated Tone	25	2	644609937
644613080	Triggered	8	 NoSound	50	2	644613080
644619897	Triggered	5	 Modulated Tone	25	2	644619897
644623708	Triggered	8	 NoSound	50	2	644623708
644630859	Triggered	5	 Modulated Tone	25	2	644630859
644634008	Triggered	8	 NoSound	50	2	644634008
644642021	Triggered	5	 Modulated Tone	25	2	644642021
644645166	Triggered	8	 NoSound	50	2	644645166
644653585	Triggered	5	 Modulated Tone	25	2	644653585
644657195	Triggered	1	 Modulated Tone	25	2	644657195
644660478	Triggered	6	 NoSound	50	2	644660478
644669962	Triggered	1	 Modulated Tone	25	2	644669962
644673437	Triggered	6	 NoSound	50	2	644673437
644683263	Triggered	1	 Modulated Tone	25	2	644683263
644687677	Triggered	4	 NoSound	50	2	644687677
644691350	Triggered	1	 Modulated Tone	25	2	644691350
644694830	Triggered	6	 NoSound	50	2	644694830
644703451	Triggered	1	 Modulated Tone	25	2	644703451
644709730	Triggered	4	 NoSound	50	2	644709730
644714075	Triggered	1	 Modulated Tone	25	2	644714075
644719693	Triggered	5	 Modulated Tone	25	2	644719693
644723102	Triggered	4	 NoSound	50	2	644723102
644726244	Triggered	1	 Modulated Tone	25	2	644726244
644729522	Triggered	6	 NoSound	50	2	644729522
644739285	Triggered	1	 Modulated Tone	25	2	644739285
644742549	Triggered	6	 NoSound	50	2	644742549
644752443	Triggered	1	 Modulated Tone	25	2	644752443
644755518	Triggered	6	 NoSound	50	2	644755518
644764875	Triggered	1	 Modulated Tone	25	2	644764875
644768288	Triggered	6	 NoSound	50	2	644768288
644777508	Triggered	1	 Modulated Tone	25	2	644777508
644780917	Triggered	6	 NoSound	50	2	644780917
644789874	Triggered	1	 Modulated Tone	25	2	644789874
644793150	Triggered	6	 NoSound	50	2	644793150
644802173	Triggered	1	 Modulated Tone	25	2	644802173
644805783	Triggered	6	 NoSound	50	2	644805783
644810528	Triggered	5	 Modulated Tone	25	2	644810528
644813804	Triggered	8	 NoSound	50	2	644813804
644822826	Triggered	5	 Modulated Tone	25	2	644822826
644826102	Triggered	2	 NoSound	50	2	644826102
644830988	Triggered	5	 Modulated Tone	25	2	644830988
644837999	Triggered	2	 NoSound	50	2	644837999
644842946	Triggered	5	 Modulated Tone	25	2	644842946
644847495	Triggered	1	 Modulated Tone	25	2	644847495
644853374	Triggered	1	 Modulated Tone	25	2	644853374
644858389	Triggered	2	 NoSound	50	2	644858389
644863467	Triggered	5	 Modulated Tone	25	2	644863467
644866339	Triggered	8	 NoSound	50	2	644866339
644874568	Triggered	5	 Modulated Tone	25	2	644874568
644878239	Triggered	8	 NoSound	50	2	644878239
644886995	Triggered	1	 Modulated Tone	25	2	644886995
644891272	Triggered	5	 Modulated Tone	25	2	644891272
644894212	Triggered	8	 NoSound	50	2	644894212
644902238	Triggered	5	 Modulated Tone	25	2	644902238
644905174	Triggered	8	 NoSound	50	2	644905174
644913530	Triggered	5	 Modulated Tone	25	2	644913530
644916336	Triggered	8	 NoSound	50	2	644916336
644924959	Triggered	5	 Modulated Tone	25	2	644924959
644927902	Triggered	8	 NoSound	50	2	644927902
