Ver1.3	1206214514	StartFile	11/4/2020	3:07:26 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\110420\SoundData.txt	1206214514
1206563687	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206563687
1206563899	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1206563899
1206575190	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206575190
1206583338	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1206583338
1206583540	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1206583540
1206597314	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206597314
1206601653	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1206601653
1206601853	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1206601853
1206615088	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206615088
1206618630	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1206618630
1206618831	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1206618831
1206631665	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206631665
1206631867	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1206631867
1206636410	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1206636410
1206636612	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1206636612
1206644565	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206644565
1206644766	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1206644766
1206660807	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1206660807
1206661010	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1206661010
1206669297	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206669297
1206674243	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1206674243
1206674445	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1206674445
1206683199	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206683199
1206686876	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1206686876
1206687076	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1206687076
1206695164	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206695164
1206695366	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1206695366
1206699909	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1206699909
1206700110	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1206700110
1206708465	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206708465
1206708665	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1206708665
1206728918	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206728918
1206732594	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1206732594
1206732795	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1206732795
1206741618	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206741618
1206745294	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1206745294
1206745494	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1206745494
1206754184	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206754184
1206760869	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1206760869
1206761070	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1206761070
1206769494	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206769494
1206769696	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1206769696
1206774572	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1206774572
1206774773	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	1206774773
1206788739	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206788739
1206788940	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1206788940
1206803245	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1206803245
1206811667	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206811667
1206816278	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1206816278
1206824842	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206824842
1206842949	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1206842949
1206852440	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206852440
1206852642	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1206852642
1206855982	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1206855982
1206856196	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1206856196
1206867479	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206867479
1206867679	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1206867679
1206882651	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1206882651
1206882855	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1206882855
1206898961	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206898961
1206901635	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1206901635
1206901838	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1206901838
1206942408	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206942408
1206945749	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1206945749
1206945952	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1206945952
1206965000	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206965000
1206965213	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1206965213
1206968076	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1206968076
1206968294	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1206968294
1206980106	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1206980106
1206980306	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1206980306
1206990399	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1206990399
1206994009	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1206994009
1206994211	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1206994211
1207003437	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207003437
1207006307	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1207006307
1207006508	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1207006508
1207015665	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207015665
1207018605	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1207018605
1207018807	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1207018807
1207027897	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207027897
1207028099	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1207028099
1207031373	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1207031373
1207031574	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1207031574
1207042138	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207042139
1207042341	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1207042341
1207056312	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1207056312
1207056514	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1207056514
1207072881	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207072881
1207075622	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1207075622
1207075823	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1207075823
1207087118	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207087118
1207089725	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1207089725
1207089926	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	1207089926
1207101902	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207101902
1207102104	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1207102104
1207104899	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1207104899
1207105102	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1207105102
1207115059	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207115059
1207115260	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1207115260
1207127289	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207127289
1207129896	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1207129896
1207130098	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1207130098
1207135980	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207135980
1207139058	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1207139058
1207139260	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1207139260
1207159173	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207159173
1207162115	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1207162115
1207162315	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1207162315
1207170335	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207170335
1207170536	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1207170536
1207173744	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1207173744
1207173946	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	1207173946
1207185440	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1207185440
1207185641	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1207185641
1207202352	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207202352
1207205226	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1207205226
1207205428	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1207205428
1207221541	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207221541
1207223874	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1207223874
1207224077	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1207224077
1207238445	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207238445
1207240852	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1207240852
1207241054	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1207241054
1207262174	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207262174
1207262376	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1207262376
1207265316	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1207265316
1207265519	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1207265519
1207280956	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1207280956
1207281156	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1207281156
1207295594	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1207295594
