Ver1.3	1266498407	StartFile	6/24/2020	11:05:40 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\062420\SoundData.txt	1266498407
1266637788	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1266637788
1266637988	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1266637988
1266655892	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1266655892
1266656095	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1266656095
1266661486	Triggered	4,	 NoSound	40	2	1266661486
1266667804	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1266667804
1266668004	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1266668004
1266674122	Triggered	6,	 NoSound	40	2	1266674122
1266681582	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1266681582
1266681784	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1266681784
1266695180	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1266695180
1266695382	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1266695382
1266698855	Triggered	2,	 NoSound	40	2	1266698855
1266706310	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1266706310
1266706510	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1266706510
1266710101	Triggered	2,	 NoSound	40	2	1266710101
1266716779	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1266716779
1266716980	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1266716980
1266720689	Triggered	8,	 NoSound	40	2	1266720689
1266732243	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1266732243
1266732443	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1266732443
1266735552	Triggered	2,	 NoSound	40	2	1266735552
1266741267	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1266741267
1266741468	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1266741468
1266745479	Triggered	2,	 NoSound	40	2	1266745479
1266751678	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1266751678
1266751879	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1266751879
