Ver1.3	1953076781	StartFile	7/21/2020	1:50:20 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\072120\SoundData.txt	1953076781
1953231348	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953231348
1953231549	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1953231549
1953246027	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1953246027
1953252179	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1953252179
1953252382	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	1953252382
1953270094	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1953270094
1953270296	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1953270296
1953274546	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1953274546
1953274750	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1953274750
1953284722	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1953284722
1953284924	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1953284924
1953295189	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953295189
1953301742	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1953301742
1953301942	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1953301942
1953321301	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953321301
1953321505	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1953321505
1953324364	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1953324364
1953324566	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1953324566
1953330501	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953330501
1953330704	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1953330704
1953334291	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1953334291
1953334492	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1953334492
1953343977	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953343977
1953344179	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1953344179
1953346865	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1953346865
1953347066	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1953347066
1953352822	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953352822
1953353024	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1953353024
1953356313	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1953356313
1953356515	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1953356515
1953362869	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953362869
1953363071	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1953363071
1953365757	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1953365757
1953365959	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1953365959
1953374255	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953374255
1953374456	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1953374456
1953377490	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1953377490
1953377691	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1953377691
1953385070	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953385070
1953385271	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1953385271
1953401437	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1953401437
1953405105	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1953405105
1953405308	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1953405308
1953415515	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1953415515
1953415717	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1953415717
1953418884	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1953418884
1953419086	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	1953419086
1953428631	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1953428631
1953428831	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1953428831
1953459737	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953459737
1953462564	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1953462564
1953462765	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1953462765
1953471771	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953471771
1953471973	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1953471973
1953474899	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1953474899
1953475100	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1953475100
1953484285	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1953484285
1953484488	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1953484488
1953487172	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1953487172
1953487374	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1953487374
