Ver1.3	39492934	StartFile	12/1/2020	1:41:29 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\120120\SoundData.txt	39492934
39752528	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	39752528
39752730	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	39752730
39763644	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39763644
39767312	Triggered	4,42,43,44,45,46,	 NoSound	40	2	39767312
39767519	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	39767519
39780333	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39780333
39783875	Triggered	4,42,43,44,45,46,	 NoSound	40	2	39783875
39784077	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	39784077
39797377	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39797377
39800384	Triggered	4,42,43,44,45,46,	 NoSound	40	2	39800384
39800585	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	39800585
39812885	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39812885
39813087	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	39813087
39815959	Triggered	4,42,43,44,45,46,	 NoSound	40	2	39815959
39816162	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	39816162
39827455	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39827455
39827657	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	39827657
39830530	Triggered	4,42,43,44,45,46,	 NoSound	40	2	39830530
39830732	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	39830732
39841826	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39841826
39842027	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	39842027
39844840	Triggered	4,42,43,44,45,46,	 NoSound	40	2	39844840
39845041	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	39845041
39856732	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39856732
39856935	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	39856935
39859807	Triggered	4,42,43,44,45,46,	 NoSound	40	2	39859807
39860009	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	39860009
39870167	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	39870167
39870368	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	39870368
