Ver1.3	678723245	StartFile	2/17/2021	3:06:21 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\021721\SoundData.txt	678723245
679006135	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679006135
679009016	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679009016
679009218	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679009218
679020239	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679020239
679020441	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679020441
679023047	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679023047
679023249	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679023249
679034543	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679034543
679034748	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679034748
679037419	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679037419
679037622	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679037622
679050986	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679050986
679051191	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679051191
679053726	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679053726
679053927	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679053927
679064020	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679064020
679064225	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679064225
679067035	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679067035
679067237	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679067237
679079928	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679079928
679080133	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679080133
679082869	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679082869
679083072	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679083072
679095102	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679095102
679095306	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679095306
679097843	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679097843
679098044	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679098044
679109674	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679109674
679109879	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679109879
679112481	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679112481
679112683	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679112683
679123108	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679123108
679123312	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679123312
679125915	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679125915
679126117	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679126117
679137879	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679137879
679138082	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	679138082
679141090	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679141090
679141291	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679141291
679152657	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679152657
679152859	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	679152859
679155528	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679155528
679155730	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679155730
679166020	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679166020
679166222	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	679166222
679168760	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679168760
679168963	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679168963
679181594	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679181594
679181797	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	679181797
679184334	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679184334
679184537	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679184537
679196031	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679196031
679196232	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	679196232
679198638	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679198638
679198839	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679198839
679211939	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679211939
679212140	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	679212140
679214680	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679214680
679214881	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679214881
679226782	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679226782
679226984	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	679226984
679229258	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679229258
679229461	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	679229461
679239756	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679239756
679239959	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	679239959
679256255	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679256255
679259732	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679259732
679259933	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679259933
679269691	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679269691
679272832	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679272832
679273034	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679273034
679280919	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679280919
679283927	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679283927
679284140	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679284140
679292618	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679292618
679292821	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679292821
679295691	Triggered	8,52,53,54,55,56,	 NoSound	40	2	679295691
679295892	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	679295892
679301641	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679301641
679301843	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679301843
679304714	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679304714
679304916	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679304916
679313872	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679313872
679314077	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679314077
679316745	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679316745
679316948	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679316948
679325302	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679325302
679325506	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679325506
679328175	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679328175
679328378	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679328378
679336731	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679336731
679336937	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679336937
679339539	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679339539
679339741	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679339741
679348630	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679348630
679348834	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679348834
679351771	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679351771
679351973	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679351973
679360260	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679360260
679360465	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679360465
679363134	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679363134
679363336	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679363336
679378508	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679378508
679378713	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679378713
679381982	Triggered	8,52,53,54,55,56,	 NoSound	40	2	679381982
679382182	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	679382182
679389871	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679389871
679390075	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	679390075
679393679	Triggered	8,52,53,54,55,56,	 NoSound	40	2	679393679
679393881	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	679393881
679399095	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679399095
679399297	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	679399297
679402235	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679402235
679402437	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679402437
679411526	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679411526
679411730	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	679411731
679414333	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679414333
679414535	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679414535
679423490	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679423490
679423694	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	679423694
679426164	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679426164
679426367	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679426367
679435054	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679435054
679435257	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	679435257
679438596	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679438596
679438799	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679438799
679446619	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679446619
679446822	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	679446822
679449961	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679449961
679450173	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679450174
679458448	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679458448
679458650	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	679458650
679461390	Triggered	2,37,38,39,40,41,	 NoSound	40	2	679461390
679461593	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	679461593
679470151	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	679470151
679470352	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	679470352
679481310	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679481310
679485319	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679485319
679485522	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	679485522
679494676	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	679494676
679498226	Triggered	6,47,48,49,50,51,	 NoSound	40	2	679498226
679498427	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	679498427
