Ver1.3	251313002	StartFile	3/31/2021	11:06:49 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\033121\SoundData.txt	251313002
251381941	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251381941
251382142	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	251382142
251406607	Triggered	6,47,48,49,50,51,	 NoSound	40	2	251406607
251406810	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	251406810
251422649	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251422649
251422851	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	251422851
251427328	Triggered	6,47,48,49,50,51,	 NoSound	40	2	251427328
251427530	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	251427530
251436751	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251436751
251436954	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	251436954
251455083	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251455083
251455287	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	251455287
251459412	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251459412
251459613	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	251459613
251466162	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251466162
251466365	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	251466365
251470841	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251470841
251471042	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	251471042
251477058	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251477058
251477261	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	251477261
251480802	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251480802
251481003	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	251481003
251490025	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251490025
251490226	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	251490226
251493166	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251493166
251493381	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	251493381
251501523	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251501523
251501724	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	251501724
251504679	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251504679
251504879	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	251504879
251514489	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251514489
251514690	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	251514690
251517297	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251517297
251517498	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	251517498
251522711	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251522711
251522913	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	251522913
251526402	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251526402
251526602	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	251526602
251536412	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251536412
251536614	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	251536614
251548110	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251548110
251548313	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	251548313
251551452	Triggered	6,47,48,49,50,51,	 NoSound	40	2	251551452
251551654	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	251551654
251561076	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251561076
251561278	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	251561278
251563416	Triggered	6,47,48,49,50,51,	 NoSound	40	2	251563416
251563618	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	251563618
251571571	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251571571
251571787	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	251571787
251587344	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251587344
251587549	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	251587549
251590886	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251590886
251591088	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	251591088
251607464	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251607464
251607667	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	251607667
251610271	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251610271
251610472	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	251610472
251616554	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251616554
251616756	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	251616756
251619227	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251619227
251619430	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	251619430
251633198	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251633198
251633399	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	251633399
251635805	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251635805
251636006	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	251636006
251642222	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251642222
251642424	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	251642424
251644827	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251644827
251645029	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	251645029
251658807	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251658807
251659015	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	251659015
251661539	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251661539
251661741	Triggered	8,52,53,54,55,56,	 File_beep5	40	2	251661741
251675909	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251675909
251676110	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	251676110
251679385	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251679385
251679587	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	251679587
251686269	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251686269
251686470	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	251686470
251736600	Triggered	6,47,48,49,50,51,	 NoSound	40	2	251736600
251736802	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	251736802
251752641	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251752641
251752844	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	251752844
251756320	Triggered	4,42,43,44,45,46,	 NoSound	40	2	251756320
251756522	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	251756522
251765676	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251765676
251765891	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	251765891
251775929	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251775929
251776136	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	251776136
251795353	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251795353
251798961	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251798961
251799164	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	251799164
251802372	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251802372
251802573	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	251802573
251813534	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251813534
251813736	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	251813736
251816089	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251816089
251816290	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	251816290
251826768	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251826768
251826969	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	251826969
251829309	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251829309
251829510	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	251829510
251840137	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251840137
251840338	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	251840338
251843211	Triggered	2,37,38,39,40,41,	 NoSound	40	2	251843211
251846955	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251846955
251847172	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	251847172
251850030	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251850030
251850233	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	251850233
251859855	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251859855
251860056	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	251860056
251862729	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251862729
251862930	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	251862930
251872487	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251872487
251872688	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	251872688
251901028	Triggered	6,47,48,49,50,51,	 NoSound	40	2	251901028
251901232	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	251901232
251912124	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251912124
251912326	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	251912326
251914731	Triggered	6,47,48,49,50,51,	 NoSound	40	2	251914731
251914933	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	251914933
251924038	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	251924038
251924239	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	251924239
251936589	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	251936589
251936794	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	251936794
251939529	Triggered	8,52,53,54,55,56,	 NoSound	40	2	251939529
