Ver1.3	1525178750	StartFile	7/16/2020	2:58:42 PM	E:\BehavioralExperiments\Gerald\RawData\071620\SoundData.txt	1525178750
1525590426	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1525590426
1525874900	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1525874900
1525919084	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1525919084
1527665238	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1527665238
1527690370	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1527690370
1527727131	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1527727131
1527745914	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1527745914
1527758146	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1527758146
1527794841	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1527794841
1527810148	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1527810148
1527887350	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1527887350
1527903324	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1527903324
1527932734	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1527932734
1527957064	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1527957064
1527997571	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1527997571
1528011206	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1528011206
1528034733	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528034733
1528050442	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1528050442
1528066018	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528066018
1528073033	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1528073033
1528150101	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1528150101
1528170087	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528170087
1528190273	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1528190273
1528211396	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1528211396
1528243211	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1528243211
1528261469	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528261469
1528267808	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1528267808
1528373952	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1528373952
1528395407	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1528395407
1528425218	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1528425218
1528442732	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528442732
1528465797	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1528465797
1528475551	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528475551
1528494199	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1528494199
1528506431	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528506431
1528568926	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1528568926
1528597135	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1528597135
1528618322	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1528618322
1528672196	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1528672196
1528689642	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	1528689642
