Monday, October 19, 2020	2:21:50 PM	Game1.txt	587283731
Cued	Now	587302154
9	BlinkStart	587302176
9	BlinkEnd	587724972
23,5	BlinkStart	587725069
23,5	BlinkEnd	587741049
5	0DropFeed	587741129
23	NoFeedAbort	587741209
1	BlinkStart	587751225
1	BlinkEnd	587762047
1	NoFeedLowProb	587762127
4,46	BlinkStart	587762157
4,46	BlinkEnd	587765477
4	Feed	587765557
46	Feed	587765637
1	BlinkStart	587765741
1	BlinkEnd	587782383
1	NoFeedLowProb	587782463
4,46	BlinkStart	587782495
4,46	BlinkEnd	587785571
4	Feed	587785651
46	Feed	587785731
1	BlinkStart	587785819
1	BlinkEnd	587800492
1	NoFeedLowProb	587800572
4,46	BlinkStart	587800598
4,46	BlinkEnd	587803332
4	Feed	587803412
46	Feed	587803492
22,1	BlinkStart	587803594
22,1	BlinkEnd	587816918
1	0DropFeed	587816998
22	Feed	587817078
4,46,6,50	BlinkStart	587817165
4,46,6,50	BlinkEnd	587819865
4	Feed	587819945
46	Feed	587820025
22,1	BlinkStart	587820111
22,1	BlinkEnd	587831960
1	0DropFeed	587832041
22	Feed	587832122
4,46,6,50	BlinkStart	587832212
4,46,6,50	BlinkEnd	587834787
4	Feed	587834867
46	Feed	587834947
22,1	BlinkStart	587835058
22,1	BlinkEnd	587847060
1	0DropFeed	587847140
22	Feed	587847220
4,46,6,50	BlinkStart	587847326
4,46,6,50	BlinkEnd	587850310
4	Feed	587850390
46	Feed	587850470
22,1	BlinkStart	587850572
22,1	BlinkEnd	587864028
1	0DropFeed	587864108
22	Feed	587864188
4,46,6,50	BlinkStart	587864293
4,46,6,50	BlinkEnd	587867577
4	Feed	587867658
46	Feed	587867739
22,1	BlinkStart	587867847
22,1	BlinkEnd	587937190
1	0DropFeed	587937271
22	Feed	587937351
4,46,6,50	BlinkStart	587937438
4,46,6,50	BlinkEnd	587940678
4	Feed	587940758
46	Feed	587940838
22,1	BlinkStart	587940946
22,1	BlinkEnd	587954819
1	0DropFeed	587954899
22	Feed	587954979
4,46,6,50	BlinkStart	587955099
4,46,6,50	BlinkEnd	587957646
4	Feed	587957726
46	Feed	587957806
22,1	BlinkStart	587957907
22,1	BlinkEnd	587970521
1	0DropFeed	587970601
22	Feed	587970681
4,46,6,50	BlinkStart	587970786
4,46,6,50	BlinkEnd	587973108
4	Feed	587973188
46	Feed	587973268
22,1	BlinkStart	587973376
22,1	BlinkEnd	587986104
1	0DropFeed	587986184
22	Feed	587986264
4,46,6,50	BlinkStart	587986384
4,46,6,50	BlinkEnd	587988751
4	Feed	587988831
46	Feed	587988911
22,1	BlinkStart	587988999
22,1	BlinkEnd	588001385
1	0DropFeed	588001465
22	Feed	588001545
4,46,6,50	BlinkStart	588001669
4,46,6,50	BlinkEnd	588004402
4	Feed	588004483
46	Feed	588004563
21,1	BlinkStart	588004666
21,1	BlinkEnd	588018533
1	0DropFeed	588018613
21	Feed	588018693
4,46,6,50	BlinkStart	588018797
4,46,6,50	BlinkEnd	588020939
4	Feed	588021019
46	Feed	588021099
20,1	BlinkStart	588021185
20,1	BlinkEnd	588034296
1	0DropFeed	588034376
20	Feed	588034456
4,46,6,50	BlinkStart	588034608
4,46,6,50	BlinkEnd	588036946
4	Feed	588037026
46	Feed	588037106
19,1	BlinkStart	588037248
19,1	BlinkEnd	588059747
1	0DropFeed	588059827
19	Feed	588059907
4,46,6,50	BlinkStart	588060089
4,46,6,50	BlinkEnd	588063477
4	Feed	588063557
46	Feed	588063637
18,1	BlinkStart	588063821
