Ver1.3	675460597	StartFile	2/17/2021	2:11:58 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\021721\SoundData.txt	675460597
675776027	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	675776027
675776229	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	675776229
675792547	Triggered	4,42,43,44,45,46,	 NoSound	40	2	675792547
675792750	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	675792750
675801828	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675801828
675806172	Triggered	4,42,43,44,45,46,	 NoSound	40	2	675806172
675806373	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	675806373
675814193	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675814193
675818207	Triggered	4,42,43,44,45,46,	 NoSound	40	2	675818207
675818410	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	675818410
675826562	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675826562
675826766	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	675826766
675830770	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675830770
675830972	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	675830972
675838460	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675838460
675838665	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	675838665
675842400	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675842400
675842602	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	675842602
675849897	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675849897
675850101	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	675850101
675854632	Triggered	4,42,43,44,45,46,	 NoSound	40	2	675854632
675854833	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	675854833
675862853	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675862853
675863058	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	675863058
675866864	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675866864
675867064	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	675867064
675874082	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675874082
675874286	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	675874286
675878494	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675878494
675878696	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	675878696
675886386	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675886386
675886591	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	675886591
675890525	Triggered	6,47,48,49,50,51,	 NoSound	40	2	675890525
675890726	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	675890726
675897144	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	675897144
675897348	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	675897348
675900819	Triggered	4,42,43,44,45,46,	 NoSound	40	2	675900819
