Ver1.3	484437131	StartFile	3/16/2021	12:03:29 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\031621\SoundData.txt	484437131
484508388	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	484508388
484508590	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	484508590
484524634	Triggered	6,47,48,49,50,51,	 NoSound	40	2	484524634
484524838	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	484524838
484537870	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484537870
484538073	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	484538073
484541840	Triggered	4,42,43,44,45,46,	 NoSound	40	2	484541840
484542041	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	484542041
484549481	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484549481
484549684	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	484549684
484553995	Triggered	4,42,43,44,45,46,	 NoSound	40	2	484553995
484554196	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	484554196
484561995	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484561995
484562197	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	484562197
484566629	Triggered	6,47,48,49,50,51,	 NoSound	40	2	484566629
484566832	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	484566832
484578726	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484578726
484578929	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	484578929
484582453	Triggered	6,47,48,49,50,51,	 NoSound	40	2	484582453
484582657	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	484582657
484594305	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484594305
484594508	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	484594508
484597976	Triggered	6,47,48,49,50,51,	 NoSound	40	2	484597976
484598189	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	484598189
484610130	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484610130
484610332	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	484610332
484613979	Triggered	6,47,48,49,50,51,	 NoSound	40	2	484613979
484614182	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	484614182
484625290	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484625290
484625490	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	484625490
484646047	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	484646047
484649778	Triggered	2,37,38,39,40,41,	 NoSound	40	2	484649778
484649981	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	484649981
484661270	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	484661270
484661472	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	484661472
484665240	Triggered	2,37,38,39,40,41,	 NoSound	40	2	484665240
484665443	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	484665443
484675950	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	484675950
484676152	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	484676152
484686780	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484686780
484690389	Triggered	4,42,43,44,45,46,	 NoSound	40	2	484690389
484690591	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	484690591
484702905	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	484702905
484703108	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	484703108
