Ver1.3	927778909	StartFile	10/9/2020	12:53:59 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\100920\SoundData.txt	927778909
928138288	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	928138288
928138489	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	928138489
928148455	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928148455
928156518	Triggered	6,47,48,49,50,51,	 NoSound	40	2	928156518
928156720	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	928156721
928167829	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928167829
928171980	Triggered	6,47,48,49,50,51,	 NoSound	40	2	928171980
928172181	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	928172181
928180103	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928180103
928185704	Triggered	6,47,48,49,50,51,	 NoSound	40	2	928185704
928185905	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	928185905
928196829	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928196829
928197045	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928197045
928201521	Triggered	4,42,43,44,45,46,	 NoSound	40	2	928201521
928201723	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	928201723
928213253	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928213253
928213458	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928213458
928216984	Triggered	6,47,48,49,50,51,	 NoSound	40	2	928216984
928217185	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	928217185
928222640	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928222640
928222843	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928222843
928226852	Triggered	6,47,48,49,50,51,	 NoSound	40	2	928226852
928227053	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	928227053
928233350	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928233350
928233552	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928233552
928238403	Triggered	4,42,43,44,45,46,	 NoSound	40	2	928238403
928238605	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	928238605
928250978	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928250978
928251192	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928251192
928254527	Triggered	6,47,48,49,50,51,	 NoSound	40	2	928254527
928254728	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	928254728
928259762	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928259762
928259966	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928259966
928263556	Triggered	4,42,43,44,45,46,	 NoSound	40	2	928263556
928263759	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	928263759
928299172	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928299172
928299376	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928299376
928302600	Triggered	4,42,43,44,45,46,	 NoSound	40	2	928302600
928302803	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	928302803
928313250	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	928313250
928313455	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	928313455
