Ver1.2	2826128525	StartFile	4/15/2020	11:36:24 AM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\041520\SoundData.txt	2826128525
2826490511	Triggered	5	 Modulated Tone	25	2	2826490511
2826495519	Triggered	1	 Modulated Tone	25	2	2826495519
2826499192	Triggered	6	 NoSound	50	2	2826499192
2826505340	Triggered	8	 NoSound	50	2	2826505340
2826511827	Triggered	1	 Modulated Tone	25	2	2826511827
2826520119	Triggered	5	 Modulated Tone	25	2	2826520119
2826523655	Triggered	4	 NoSound	50	2	2826523655
2826532812	Triggered	6	 NoSound	50	2	2826532812
2826538234	Triggered	1	 Modulated Tone	25	2	2826538234
2826548523	Triggered	6	 NoSound	50	2	2826548523
2826553933	Triggered	1	 Modulated Tone	25	2	2826553933
2826557343	Triggered	4	 NoSound	50	2	2826557343
2826566368	Triggered	1	 Modulated Tone	25	2	2826566368
2826569976	Triggered	4	 NoSound	50	2	2826569976
2826576526	Triggered	1	 Modulated Tone	25	2	2826576526
2826580002	Triggered	4	 NoSound	50	2	2826580002
2826586490	Triggered	1	 Modulated Tone	25	2	2826586490
2826592505	Triggered	4	 NoSound	50	2	2826592505
2826599453	Triggered	1	 Modulated Tone	25	2	2826599453
2826603262	Triggered	6	 NoSound	50	2	2826603262
2826608751	Triggered	1	 Modulated Tone	25	2	2826608751
2826613490	Triggered	6	 NoSound	50	2	2826613490
2826617499	Triggered	5	 Modulated Tone	25	2	2826617499
2826621643	Triggered	1	 Modulated Tone	25	2	2826621643
2826628134	Triggered	4	 NoSound	50	2	2826628134
2826633011	Triggered	2	 NoSound	50	2	2826633011
2826639692	Triggered	5	 Modulated Tone	25	2	2826639692
2826642832	Triggered	8	 NoSound	50	2	2826642832
2826652056	Triggered	5	 Modulated Tone	25	2	2826652056
2826655332	Triggered	8	 NoSound	50	2	2826655332
2826664222	Triggered	5	 Modulated Tone	25	2	2826664222
2826667095	Triggered	8	 NoSound	50	2	2826667095
2826675123	Triggered	5	 Modulated Tone	25	2	2826675123
2826678262	Triggered	2	 NoSound	50	2	2826678262
2826683945	Triggered	5	 Modulated Tone	25	2	2826683945
2826687549	Triggered	8	 NoSound	50	2	2826687549
2826695235	Triggered	5	 Modulated Tone	25	2	2826695235
2826698517	Triggered	8	 NoSound	50	2	2826698517
2826706866	Triggered	5	 Modulated Tone	25	2	2826706866
2826710079	Triggered	2	 NoSound	50	2	2826710079
2826714626	Triggered	5	 Modulated Tone	25	2	2826714626
2826717493	Triggered	8	 NoSound	50	2	2826717493
