Ver1.3	749150224	StartFile	2/18/2021	10:40:08 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\021821\SoundData.txt	749150224
749518725	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749518725
749518937	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	749518937
749535270	Triggered	4,42,43,44,45,46,	 NoSound	40	2	749535270
749542671	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749542671
749576786	Triggered	4,42,43,44,45,46,	 NoSound	40	2	749576786
749581117	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749581117
749584608	Triggered	4,42,43,44,45,46,	 NoSound	40	2	749584608
749592611	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749592611
749592816	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749592816
749595676	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749595676
749595879	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749595879
749605785	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749605785
749605989	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749605989
749608555	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749608555
749608770	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749608770
749618786	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749618786
749618990	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749618990
749621488	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749621488
749621689	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749621689
749631716	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749631716
749631929	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749631929
749634544	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749634544
749634747	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749634747
749644170	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749644170
749644375	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749644375
749646939	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749646939
749647141	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749647141
749656204	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749656204
749656420	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749656420
749659152	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749659152
749659354	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749659354
749668296	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749668296
749668501	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749668501
749671306	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749671306
749671519	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749671519
749680691	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749680691
749680896	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749680896
749683940	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749683940
749684151	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749684151
749693688	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749693688
749693893	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	749693893
749696455	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749696455
749696657	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749696657
749706804	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749706804
749707007	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	749707007
749709752	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749709752
749709955	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749709955
749719438	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749719438
749719642	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	749719642
749722215	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749722215
749722418	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749722418
749732314	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749732314
749732516	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	749732516
749735261	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749735261
749735464	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749735464
749746452	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749746452
749746656	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	749746656
749749279	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749749279
749749482	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749749482
749759267	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749759267
749759470	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	749759470
749762396	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749762396
749762599	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749762599
749772384	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749772384
749772586	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	749772586
749775874	Triggered	6,47,48,49,50,51,	 NoSound	40	2	749775874
749776088	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	749776088
749787124	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	749787124
749787326	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	749787326
749801022	Triggered	2,37,38,39,40,41,	 NoSound	40	2	749801022
749809988	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749809988
749813778	Triggered	2,37,38,39,40,41,	 NoSound	40	2	749813778
749821601	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749821601
749825148	Triggered	2,37,38,39,40,41,	 NoSound	40	2	749825148
749830203	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749830203
749830408	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749830408
749833402	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749833402
749845253	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749845253
749845457	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749845457
749849343	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749849343
749852705	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749852705
749852910	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749852910
749855954	Triggered	2,37,38,39,40,41,	 NoSound	40	2	749855954
749860286	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749860286
749860488	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749860488
749867024	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749867024
749870334	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749870334
749870539	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749870539
749877974	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749877974
749886277	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749886277
749886481	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749886481
749889407	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749889407
749892957	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749892957
749893162	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749893162
749895792	Triggered	2,37,38,39,40,41,	 NoSound	40	2	749895792
749898732	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749898732
749898937	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749898937
749911553	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749911553
749915698	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749915698
749915903	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	749915903
749918647	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749918647
749923040	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749923040
749923242	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	749923242
749928995	Triggered	2,37,38,39,40,41,	 NoSound	40	2	749928995
749935012	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749935012
749935215	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	749935215
749951919	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749951919
749972615	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749972615
749972818	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	749972818
749975383	Triggered	2,37,38,39,40,41,	 NoSound	40	2	749975383
749980136	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	749980136
749980339	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	749980339
749984891	Triggered	8,52,53,54,55,56,	 NoSound	40	2	749984891
750007211	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	750007211
750007414	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	750007414
750010881	Triggered	2,37,38,39,40,41,	 NoSound	40	2	750010881
750014070	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	750014070
750014272	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	750014272
750018763	Triggered	8,52,53,54,55,56,	 NoSound	40	2	750018763
750022673	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	750022673
750022874	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	750022874
750036452	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750036452
750036655	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750036655
750044694	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750044694
750046981	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750046981
750047184	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750047184
750054508	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750054508
750056848	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750056848
750057048	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750057048
750064428	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750064428
750064632	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750064632
750067197	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750067197
750067398	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750067398
750075920	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750075920
750076125	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750076125
750078810	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750078810
750079011	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750079011
750086630	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750086630
750086832	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750086832
750089458	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750089458
750089659	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750089659
750110274	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750110274
750110479	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750110479
750115757	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750115757
750115958	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750115958
750126399	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750126399
750126602	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750126602
750129347	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750129347
750129549	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750129549
750141922	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750141922
750142128	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750142128
750144751	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750144751
750144952	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750144952
750152812	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750152812
750153016	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750153016
750155640	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750155640
750155840	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750155840
750163401	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750163401
750163605	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750163605
750166409	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750166409
750166611	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750166611
750173388	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750173388
750173591	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	750173591
750176036	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750176036
750176236	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750176236
750184460	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750184460
750184664	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	750184664
750187228	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750187228
750187429	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750187429
750194689	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750194689
750194892	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	750194892
750197395	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750197395
750197596	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750197596
750205217	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750205217
750205420	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	750205420
750208044	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750208044
750208245	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750208245
750215384	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750215384
750215586	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	750215586
750218339	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750218339
750218540	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750218540
750226456	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750226456
750226658	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	750226658
750229102	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750229102
750229304	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750229304
750237766	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750237766
750237967	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	750237967
750240654	Triggered	6,47,48,49,50,51,	 NoSound	40	2	750240654
750240855	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	750240855
750248786	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	750248786
750248987	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	750248987
750267680	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	750267680
750270497	Triggered	2,37,38,39,40,41,	 NoSound	40	2	750270497
750270700	Triggered	2,37,38,39,40,41,	 File_beep5	40	2	750270700
750284996	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	750284996
750287594	Triggered	2,37,38,39,40,41,	 NoSound	40	2	750287594
