Ver1.2	2743043047	StartFile	4/14/2020	12:31:38 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\041420\SoundData.txt	2743043047
2743316526	Triggered	8	 NoSound	50	2	2743316526
2743366340	Triggered	5	 Modulated Tone	25	2	2743366340
2743425359	Triggered	2	 NoSound	50	2	2743425359
2743456377	Triggered	4	 NoSound	50	2	2743456377
2743471680	Triggered	5	 Modulated Tone	25	2	2743471680
2743478298	Triggered	2	 NoSound	50	2	2743478298
2743497147	Triggered	5	 Modulated Tone	25	2	2743497147
2743501825	Triggered	2	 NoSound	50	2	2743501825
2743519872	Triggered	5	 Modulated Tone	25	2	2743519872
2743524357	Triggered	2	 NoSound	50	2	2743524357
2743548481	Triggered	5	 Modulated Tone	25	2	2743548481
2743552429	Triggered	2	 NoSound	50	2	2743552429
2743567129	Triggered	5	 Modulated Tone	25	2	2743567129
2743571207	Triggered	2	 NoSound	50	2	2743571207
2743583772	Triggered	5	 Modulated Tone	25	2	2743583772
2743588256	Triggered	2	 NoSound	50	2	2743588256
2743599218	Triggered	5	 Modulated Tone	25	2	2743599218
2743603691	Triggered	2	 NoSound	50	2	2743603691
2743616725	Triggered	5	 Modulated Tone	25	2	2743616725
2743621336	Triggered	2	 NoSound	50	2	2743621336
2743633708	Triggered	5	 Modulated Tone	25	2	2743633708
2743669862	Triggered	1	 Modulated Tone	25	2	2743669862
2743675277	Triggered	4	 NoSound	50	2	2743675277
2743695533	Triggered	1	 Modulated Tone	25	2	2743695533
2743707365	Triggered	4	 NoSound	50	2	2743707365
2743718926	Triggered	1	 Modulated Tone	25	2	2743718926
2743730690	Triggered	4	 NoSound	50	2	2743730690
2743741651	Triggered	8	 NoSound	50	2	2743741651
2743765048	Triggered	1	 Modulated Tone	25	2	2743765048
2743770125	Triggered	6	 NoSound	50	2	2743770125
2743783628	Triggered	1	 Modulated Tone	25	2	2743783628
2743788710	Triggered	4	 NoSound	50	2	2743788710
2743795995	Triggered	1	 Modulated Tone	25	2	2743795995
2743810698	Triggered	4	 NoSound	50	2	2743810698
2743815241	Triggered	2	 NoSound	50	2	2743815241
2743823331	Triggered	5	 Modulated Tone	25	2	2743823331
2743852339	Triggered	1	 Modulated Tone	25	2	2743852339
2743856087	Triggered	6	 NoSound	50	2	2743856087
2743866245	Triggered	1	 Modulated Tone	25	2	2743866245
2743909156	Triggered	6	 NoSound	50	2	2743909156
2743926800	Triggered	1	 Modulated Tone	25	2	2743926800
2743931480	Triggered	6	 NoSound	50	2	2743931480
2743940102	Triggered	1	 Modulated Tone	25	2	2743940102
2743945380	Triggered	5	 Modulated Tone	25	2	2743945380
2743949260	Triggered	8	 NoSound	50	2	2743949260
2743970514	Triggered	5	 Modulated Tone	25	2	2743970514
2743973788	Triggered	8	 NoSound	50	2	2743973788
2743990301	Triggered	5	 Modulated Tone	25	2	2743990301
2743993641	Triggered	8	 NoSound	50	2	2743993641
2744009548	Triggered	5	 Modulated Tone	25	2	2744009548
2744012558	Triggered	8	 NoSound	50	2	2744012558
2744026860	Triggered	5	 Modulated Tone	25	2	2744026860
2744030002	Triggered	8	 NoSound	50	2	2744030002
2744044308	Triggered	5	 Modulated Tone	25	2	2744044308
2744047317	Triggered	8	 NoSound	50	2	2744047317
2744060282	Triggered	5	 Modulated Tone	25	2	2744060282
2744063490	Triggered	8	 NoSound	50	2	2744063490
2744081002	Triggered	5	 Modulated Tone	25	2	2744081002
2744083875	Triggered	8	 NoSound	50	2	2744083875
2744097309	Triggered	5	 Modulated Tone	25	2	2744097309
2744100251	Triggered	8	 NoSound	50	2	2744100251
2744114688	Triggered	5	 Modulated Tone	25	2	2744114688
2744129127	Triggered	1	 Modulated Tone	25	2	2744129127
2744132468	Triggered	6	 NoSound	50	2	2744132468
2744143566	Triggered	1	 Modulated Tone	25	2	2744143566
2744146906	Triggered	6	 NoSound	50	2	2744146906
2744156936	Triggered	1	 Modulated Tone	25	2	2744156936
2744160412	Triggered	6	 NoSound	50	2	2744160412
2744178455	Triggered	1	 Modulated Tone	25	2	2744178455
2744183334	Triggered	6	 NoSound	50	2	2744183334
2744200446	Triggered	1	 Modulated Tone	25	2	2744200446
2744203854	Triggered	6	 NoSound	50	2	2744203854
2744216821	Triggered	1	 Modulated Tone	25	2	2744216821
2744220364	Triggered	6	 NoSound	50	2	2744220364
2744235073	Triggered	1	 Modulated Tone	25	2	2744235073
2744238144	Triggered	6	 NoSound	50	2	2744238144
2744249507	Triggered	1	 Modulated Tone	25	2	2744249507
2744253184	Triggered	6	 NoSound	50	2	2744253184
2744265148	Triggered	1	 Modulated Tone	25	2	2744265148
2744268290	Triggered	6	 NoSound	50	2	2744268290
2744278448	Triggered	1	 Modulated Tone	25	2	2744278448
2744285602	Triggered	5	 Modulated Tone	25	2	2744285602
2744288675	Triggered	8	 NoSound	50	2	2744288675
2744302511	Triggered	5	 Modulated Tone	25	2	2744302511
2744306856	Triggered	8	 NoSound	50	2	2744306856
2744314476	Triggered	5	 Modulated Tone	25	2	2744314476
2744320558	Triggered	1	 Modulated Tone	25	2	2744320558
2744336132	Triggered	8	 NoSound	50	2	2744336132
2744343754	Triggered	5	 Modulated Tone	25	2	2744343754
2744347165	Triggered	2	 NoSound	50	2	2744347165
2744358256	Triggered	5	 Modulated Tone	25	2	2744358256
2744362000	Triggered	2	 NoSound	50	2	2744362000
2744375836	Triggered	5	 Modulated Tone	25	2	2744375836
2744379379	Triggered	2	 NoSound	50	2	2744379379
2744389673	Triggered	5	 Modulated Tone	25	2	2744389673
2744393215	Triggered	2	 NoSound	50	2	2744393215
2744404510	Triggered	5	 Modulated Tone	25	2	2744404510
2744408990	Triggered	2	 NoSound	50	2	2744408990
2744416742	Triggered	5	 Modulated Tone	25	2	2744416742
2744420619	Triggered	8	 NoSound	50	2	2744420619
2744429778	Triggered	5	 Modulated Tone	25	2	2744429778
2744471285	Triggered	1	 Modulated Tone	25	2	2744471285
2744475629	Triggered	6	 NoSound	50	2	2744475629
2744495080	Triggered	1	 Modulated Tone	25	2	2744495080
2744498626	Triggered	6	 NoSound	50	2	2744498626
2744510252	Triggered	1	 Modulated Tone	25	2	2744510252
2744513798	Triggered	6	 NoSound	50	2	2744513798
2744525426	Triggered	1	 Modulated Tone	25	2	2744525426
2744529436	Triggered	6	 NoSound	50	2	2744529436
2744540937	Triggered	1	 Modulated Tone	25	2	2744540937
2744545145	Triggered	4	 NoSound	50	2	2744545145
2744558779	Triggered	1	 Modulated Tone	25	2	2744558779
2744562589	Triggered	4	 NoSound	50	2	2744562589
2744577962	Triggered	1	 Modulated Tone	25	2	2744577962
2744581973	Triggered	6	 NoSound	50	2	2744581973
2744596816	Triggered	1	 Modulated Tone	25	2	2744596816
2744600622	Triggered	6	 NoSound	50	2	2744600622
2744611318	Triggered	1	 Modulated Tone	25	2	2744611318
2744615928	Triggered	6	 NoSound	50	2	2744615928
2744628561	Triggered	1	 Modulated Tone	25	2	2744628561
2744634376	Triggered	5	 Modulated Tone	25	2	2744634376
2744637919	Triggered	8	 NoSound	50	2	2744637919
2744648279	Triggered	5	 Modulated Tone	25	2	2744648279
2744658178	Triggered	8	 NoSound	50	2	2744658178
2744665189	Triggered	5	 Modulated Tone	25	2	2744665189
2744668800	Triggered	8	 NoSound	50	2	2744668800
2744676419	Triggered	4	 NoSound	50	2	2744676419
2744683772	Triggered	5	 Modulated Tone	25	2	2744683772
2744688928	Triggered	2	 NoSound	50	2	2744688928
2744708308	Triggered	5	 Modulated Tone	25	2	2744708308
2744711777	Triggered	2	 NoSound	50	2	2744711777
2744728220	Triggered	5	 Modulated Tone	25	2	2744728220
2744731429	Triggered	2	 NoSound	50	2	2744731429
2744746201	Triggered	5	 Modulated Tone	25	2	2744746201
2744749477	Triggered	2	 NoSound	50	2	2744749477
2744770865	Triggered	5	 Modulated Tone	25	2	2744770865
2744775084	Triggered	2	 NoSound	50	2	2744775084
2744797803	Triggered	5	 Modulated Tone	25	2	2744797803
2744801813	Triggered	2	 NoSound	50	2	2744801813
2744822201	Triggered	5	 Modulated Tone	25	2	2744822201
2744826750	Triggered	2	 NoSound	50	2	2744826750
2744834698	Triggered	5	 Modulated Tone	25	2	2744834698
2744840116	Triggered	1	 Modulated Tone	25	2	2744840116
2744843520	Triggered	6	 NoSound	50	2	2744843520
2744857958	Triggered	1	 Modulated Tone	25	2	2744857958
2744868653	Triggered	4	 NoSound	50	2	2744868653
2744876740	Triggered	6	 NoSound	50	2	2744876740
2744882890	Triggered	1	 Modulated Tone	25	2	2744882890
2744894187	Triggered	5	 Modulated Tone	25	2	2744894187
2744908023	Triggered	6	 NoSound	50	2	2744908023
2744918784	Triggered	8	 NoSound	50	2	2744918784
2744925134	Triggered	1	 Modulated Tone	25	2	2744925134
2744928944	Triggered	4	 NoSound	50	2	2744928944
2744943316	Triggered	1	 Modulated Tone	25	2	2744943316
2744947259	Triggered	6	 NoSound	50	2	2744947259
2744962098	Triggered	1	 Modulated Tone	25	2	2744962098
2744966375	Triggered	4	 NoSound	50	2	2744966375
2744984956	Triggered	1	 Modulated Tone	25	2	2744984956
2744988699	Triggered	4	 NoSound	50	2	2744988699
2745004742	Triggered	1	 Modulated Tone	25	2	2745004742
2745008821	Triggered	6	 NoSound	50	2	2745008821
2745016505	Triggered	1	 Modulated Tone	25	2	2745016505
2745021520	Triggered	4	 NoSound	50	2	2745021520
2745031813	Triggered	1	 Modulated Tone	25	2	2745031813
2745049925	Triggered	5	 Modulated Tone	25	2	2745049925
2745053739	Triggered	2	 NoSound	50	2	2745053739
2745070245	Triggered	5	 Modulated Tone	25	2	2745070245
2745073794	Triggered	2	 NoSound	50	2	2745073794
2745087490	Triggered	5	 Modulated Tone	25	2	2745087490
2745090902	Triggered	2	 NoSound	50	2	2745090902
2745108745	Triggered	5	 Modulated Tone	25	2	2745108745
2745113157	Triggered	8	 NoSound	50	2	2745113157
2745122448	Triggered	5	 Modulated Tone	25	2	2745122448
2745126862	Triggered	8	 NoSound	50	2	2745126862
2745137086	Triggered	5	 Modulated Tone	25	2	2745137086
2745141430	Triggered	2	 NoSound	50	2	2745141430
2745156270	Triggered	5	 Modulated Tone	25	2	2745156270
2745160146	Triggered	2	 NoSound	50	2	2745160146
2745179797	Triggered	5	 Modulated Tone	25	2	2745179797
2745184142	Triggered	2	 NoSound	50	2	2745184142
2745196907	Triggered	5	 Modulated Tone	25	2	2745196907
2745200652	Triggered	2	 NoSound	50	2	2745200652
2745214958	Triggered	5	 Modulated Tone	25	2	2745214958
2745241826	Triggered	1	 Modulated Tone	25	2	2745241826
2745245434	Triggered	6	 NoSound	50	2	2745245434
2745259739	Triggered	1	 Modulated Tone	25	2	2745259739
2745263686	Triggered	6	 NoSound	50	2	2745263686
2745276583	Triggered	1	 Modulated Tone	25	2	2745276583
2745280258	Triggered	6	 NoSound	50	2	2745280258
2745291487	Triggered	1	 Modulated Tone	25	2	2745291487
2745295367	Triggered	4	 NoSound	50	2	2745295367
2745304122	Triggered	1	 Modulated Tone	25	2	2745304122
2745338813	Triggered	4	 NoSound	50	2	2745338813
2745346966	Triggered	1	 Modulated Tone	25	2	2745346966
2745351646	Triggered	6	 NoSound	50	2	2745351646
2745364212	Triggered	1	 Modulated Tone	25	2	2745364212
2745367821	Triggered	6	 NoSound	50	2	2745367821
2745381121	Triggered	1	 Modulated Tone	25	2	2745381121
2745385400	Triggered	4	 NoSound	50	2	2745385400
2745392418	Triggered	1	 Modulated Tone	25	2	2745392418
