Ver1.3	88845586	StartFile	6/3/2020	2:08:37 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\060320\SoundData.txt	88845586
89256858	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89256858
89257058	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	89257058
89271359	Triggered	4,	 NoSound	40	2	89271359
89279180	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	89279180
89279380	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	89279380
89283397	Triggered	6,	 NoSound	40	2	89283397
89293018	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	89293018
89293218	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	89293218
89308721	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89308721
89308924	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	89308924
89312391	Triggered	8,	 NoSound	40	2	89312391
89322018	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89322018
89322219	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	89322219
89325628	Triggered	8,	 NoSound	40	2	89325628
89335555	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89335555
89335755	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	89335755
89338503	Triggered	8,	 NoSound	40	2	89338503
89347047	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89347047
89347248	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	89347248
89350055	Triggered	8,	 NoSound	40	2	89350055
89358960	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89358960
89359161	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	89359161
89362029	Triggered	8,	 NoSound	40	2	89362029
89371233	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89371233
89371434	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	89371434
89374122	Triggered	8,	 NoSound	40	2	89374122
89382725	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89382725
89382926	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	89382926
89385794	Triggered	8,	 NoSound	40	2	89385794
89394457	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89394457
89394657	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	89394657
89409859	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	89409859
89410062	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	89410062
89414133	Triggered	4,	 NoSound	40	2	89414133
89420510	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	89420510
89420710	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	89420710
89423578	Triggered	4,	 NoSound	40	2	89423578
89430135	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	89430135
89430336	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	89430336
89444996	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89444996
89445199	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	89445199
89448246	Triggered	8,	 NoSound	40	2	89448246
89456008	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89456008
89456209	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	89456209
89458954	Triggered	8,	 NoSound	40	2	89458954
89466114	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89466114
89466314	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	89466314
89469123	Triggered	8,	 NoSound	40	2	89469123
89476522	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89476522
89476723	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	89476723
89479411	Triggered	8,	 NoSound	40	2	89479411
89487775	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89487775
89487975	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	89487975
89490663	Triggered	8,	 NoSound	40	2	89490663
89497642	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89497642
89497842	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	89497842
89500770	Triggered	8,	 NoSound	40	2	89500770
89509854	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89509854
89510055	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	89510055
89512743	Triggered	8,	 NoSound	40	2	89512743
89520324	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	89520324
89520525	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	89520525
