Ver1.3	147258184	StartFile	11/12/2020	11:24:55 AM	E:\BehavioralExperiments\Bobo\RawData\111220\SoundData.txt	147258184
147869711	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	147869711
147869912	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	147869912
148050787	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148050787
148060676	Triggered	6,47,48,49,50,51,	 NoSound	40	2	148060676
148060879	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	148060879
148077053	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148077053
148086811	Triggered	4,42,43,44,45,46,	 NoSound	40	2	148086811
148087012	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	148087012
148096235	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148096235
148165951	Triggered	6,47,48,49,50,51,	 NoSound	40	2	148165951
148166152	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	148166152
148187206	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148187206
148196901	Triggered	6,47,48,49,50,51,	 NoSound	40	2	148196901
148197102	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	148197102
148213006	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148213006
148213220	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	148213220
148219290	Triggered	6,47,48,49,50,51,	 NoSound	40	2	148219290
148219491	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	148219491
148232266	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148232266
148232470	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	148232470
148237804	Triggered	6,47,48,49,50,51,	 NoSound	40	2	148237804
148238007	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	148238007
148251441	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148251441
148251642	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	148251642
148256587	Triggered	6,47,48,49,50,51,	 NoSound	40	2	148256587
148256788	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	148256788
148272629	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148272629
148272843	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	148272843
148278312	Triggered	6,47,48,49,50,51,	 NoSound	40	2	148278312
148278515	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	148278515
148290809	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	148290809
