1	1	20
1	1	1	0
6	1	1	0
1	1	1	0
4	1	1	0
1	1	1	0
6	1	1	0
1	1	1	0
4	1	1	0
1	1	1	0
4	1	1	0
1	1	1	0
6	1	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
1	1	1	0
46	91	1	0
