Ver1.3	662151295	StartFile	10/6/2020	11:06:52 AM	E:\BehavioralExperiments\Twenty\Horizon\RawData\100620\SoundData.txt	662151295
662740124	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	662740124
662740325	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	662740325
662756610	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662756610
662764431	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662764431
662764633	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662764633
662783745	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662783745
662791626	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662791626
662791828	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662791828
662800952	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662800952
662806548	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662806548
662806750	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662806750
662816657	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662816657
662816859	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662816859
662823516	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662823516
662823718	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662823718
662831997	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662831997
662832202	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662832202
662838315	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662838315
662838516	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662838516
662846858	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662846858
662847061	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662847061
662852574	Triggered	4,42,43,44,45,46,	 NoSound	40	2	662852574
662852776	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	662852776
662887592	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662887592
662887797	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662887797
662892524	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662892524
662892726	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662892726
662914853	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662914853
662915058	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662915058
662923029	Triggered	4,42,43,44,45,46,	 NoSound	40	2	662923029
662923230	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	662923230
662935783	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662935783
662935990	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662935990
662940296	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662940296
662940498	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662940498
662947156	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662947156
662947361	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662947361
662952389	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662952389
662952591	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662952591
662960271	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662960271
662960475	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662960475
662964542	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662964542
662964744	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662964744
662973207	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662973207
662973423	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	662973423
662977479	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662977479
662977681	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662977681
662986142	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662986142
662986345	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	662986345
662991257	Triggered	6,47,48,49,50,51,	 NoSound	40	2	662991257
662991458	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	662991459
662998731	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	662998731
662998935	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	662998935
663003411	Triggered	6,47,48,49,50,51,	 NoSound	40	2	663003411
663003613	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	663003613
663013163	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	663013163
663013367	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	663013367
663017549	Triggered	6,47,48,49,50,51,	 NoSound	40	2	663017549
663017750	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	663017750
663025190	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	663025190
663025403	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	663025403
663029883	Triggered	6,47,48,49,50,51,	 NoSound	40	2	663029883
663030084	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	663030084
663038909	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	663038909
663039111	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	663039111
663043126	Triggered	6,47,48,49,50,51,	 NoSound	40	2	663043126
663043327	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	663043327
663050640	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	663050640
663050842	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	663050842
663054798	Triggered	6,47,48,49,50,51,	 NoSound	40	2	663054798
663055000	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	663055000
663060989	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	663060989
663061190	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	663061190
663075668	Triggered	8,52,53,54,55,56,	 NoSound	40	2	663075668
663075873	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	663075873
663090960	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663090960
663097153	Triggered	8,52,53,54,55,56,	 NoSound	40	2	663097153
663097354	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	663097354
663105510	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663105510
663111708	Triggered	8,52,53,54,55,56,	 NoSound	40	2	663111708
663111910	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	663111910
663118273	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663118273
663118478	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663118478
663122718	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663122718
663122920	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663122920
663129697	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663129697
663129902	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663129902
663133969	Triggered	8,52,53,54,55,56,	 NoSound	40	2	663133969
663134171	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	663134171
663141791	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663141791
663141996	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663141996
663145461	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663145461
663145662	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663145662
663156712	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663156712
663156916	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663156916
663160262	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663160262
663160477	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663160477
663165917	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663165917
663166121	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663166121
663169587	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663169587
663169787	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663169787
663175665	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663175665
663175869	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663175869
663179214	Triggered	8,52,53,54,55,56,	 NoSound	40	2	663179214
663179414	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	663179414
663185953	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663185953
663186158	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663186158
663189510	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663189510
663189711	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663189711
663199971	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663199971
663200177	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663200177
663203521	Triggered	8,52,53,54,55,56,	 NoSound	40	2	663203521
663203723	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	663203723
663211825	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663211825
663212029	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	663212029
663215614	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663215614
663215815	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663215815
663221390	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663221390
663221594	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	663221594
663225370	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663225370
663225571	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663225571
663230897	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663230897
663231099	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	663231099
663247744	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663247744
663247945	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663247945
663253278	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663253278
663253481	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	663253481
663256408	Triggered	8,52,53,54,55,56,	 NoSound	40	2	663256408
663256610	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	663256610
663270366	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663270366
663270569	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	663270569
663274336	Triggered	2,37,38,39,40,41,	 NoSound	40	2	663274336
663274537	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	663274537
663308993	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	663308993
