Ver1.3	1186934988	StartFile	12/23/2020	12:06:53 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\122320\SoundData.txt	1186934988
1187137250	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1187137250
1187137452	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1187137452
1187148801	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1187148801
1187152652	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1187152652
1187152854	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1187152854
1187165949	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1187165949
1187169017	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1187169017
1187169220	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1187169220
1187183517	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1187183517
1187186164	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1187186164
1187186367	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1187186367
1187200063	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1187200063
1187200267	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1187200267
1187203553	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1187203553
1187203756	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1187203756
1187216247	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1187216247
1187216450	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1187216450
1187218775	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1187218775
1187218976	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1187218976
1187233515	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1187233515
1187233718	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1187233718
1187236763	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1187236763
1187236966	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	1187236966
1187250001	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1187250001
1187250203	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1187250203
1187253251	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1187253251
