Ver1.3	945879639	StartFile	6/20/2020	6:02:01 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\062020\SoundData.txt	945879639
945964178	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	945964178
945964378	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	945964378
946187797	Manual	8000	 D:\BackupArea\SoundPlayerConfigurationFiles\SiyuSound\Stop.wav 	40	2	946187797
946191454	Manual	8000	 D:\BackupArea\SoundPlayerConfigurationFiles\SiyuSound\Stop.wav 	40	2	946191454
946221782	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946221782
946221984	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	946221984
946228941	Triggered	4,	 NoSound	40	2	946228941
946243705	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946243705
946243906	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	946243906
946249522	Triggered	4,	 NoSound	40	2	946249522
946277126	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946277126
946277327	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	946277327
946282741	Triggered	6,	 NoSound	40	2	946282741
946299521	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946299521
946299722	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	946299722
946303528	Triggered	6,	 NoSound	40	2	946303528
946312619	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946312619
946312819	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	946312819
946316228	Triggered	6,	 NoSound	40	2	946316228
946327925	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946327925
946328125	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	946328125
946332003	Triggered	6,	 NoSound	40	2	946332003
946342697	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946342697
946342899	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	946342899
946347509	Triggered	6,	 NoSound	40	2	946347509
946356399	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	946356399
946356600	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	946356600
946370703	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	946370703
946370906	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	946370906
946375249	Triggered	8,	 NoSound	40	2	946375249
946390421	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	946390421
946390621	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	946390621
946394565	Triggered	8,	 NoSound	40	2	946394565
