Ver1.3	944670413	StartFile	1/4/2021	12:01:06 PM	E:\BehavioralExperiments\Bobo\RawData\010421\SoundData.txt	944670413
946035091	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946035091
946040627	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946040627
946047787	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946047787
946047988	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	946047988
946064873	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946064873
946065074	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	946065074
946073055	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946073055
946073256	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	946073256
946078771	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946078771
946078972	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	946078972
946088640	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946088640
946088841	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	946088841
946093752	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946093752
946093954	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	946093954
946106635	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946106635
946106835	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	946106835
946116682	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946116682
946123233	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946123233
946123435	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	946123435
946135639	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946135639
946135841	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	946135841
946146096	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946146096
946151752	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946151752
946151953	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	946151953
946162942	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946162942
946163143	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	946163143
946174134	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946174134
946174346	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	946174346
946185144	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946185144
946185346	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	946185346
946195974	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946195974
946196175	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	946196175
946209217	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946209217
946209417	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	946209417
946219981	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946219981
946232315	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946232315
946242000	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946242000
946242202	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	946242202
946257655	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946257655
946261313	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946261313
946268354	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946268354
946274733	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946274733
946274934	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	946274934
946299580	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946299580
946299780	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	946299780
946305898	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946305898
946314682	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946314682
946318291	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946318291
946318492	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	946318492
946327797	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946327797
946334777	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946334777
946334977	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	946334977
946348436	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946348436
946358423	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946358423
946358623	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	946358623
946369432	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946369432
946369632	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	946369632
946386158	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946386158
946391753	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946391753
946391955	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	946391955
946406193	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946406193
946415460	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946415460
946415661	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	946415661
946458778	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946458778
946458979	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	946458979
946467803	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946467803
946476225	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946476225
946490726	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946490726
946490926	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	946490926
946506730	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946506730
946506931	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	946506931
946525864	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946525864
946529894	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946529894
946539471	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946539471
946539671	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	946539671
946549508	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946549508
946549709	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	946549709
946564129	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946564129
946564330	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	946564330
946728501	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946728501
946762625	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946762625
946762825	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	946762825
946787825	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946787825
946788025	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	946788025
946804911	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946804911
946805112	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	946805112
946819772	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946819772
946819973	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	946819973
946835836	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946835837
946842998	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946842998
946847329	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946847329
946847529	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	946847529
946857196	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946857196
946857396	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	946857396
946924101	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946924101
946924301	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	946924301
946937097	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946937097
946946361	Triggered	8,52,53,54,55,56,	 NoSound	40	2	946946361
946953762	Triggered	4,42,43,44,45,46,	 NoSound	40	2	946953762
946953976	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	946953976
946968443	Triggered	6,47,48,49,50,51,	 NoSound	40	2	946968443
946968643	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	946968643
946983725	Triggered	2,37,38,39,40,41,	 NoSound	40	2	946983725
946983925	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	946983925
947010259	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947010259
947010459	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	947010459
947026082	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947026082
947026283	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	947026283
947036671	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947036671
947036871	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	947036871
947054239	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947054239
947054439	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	947054439
947073792	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947073792
947079568	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947079568
947092745	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947092745
947097378	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947097378
947097589	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	947097589
947110674	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947110674
947115790	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947115791
947115991	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	947115991
947126384	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947126384
947130950	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947130950
947138532	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947138532
947138734	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	947138734
947357114	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947357114
947357316	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	947357316
947364034	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947364034
947370230	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947370230
947370431	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	947370431
947385330	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947385330
947392852	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947392852
947401763	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947401763
947401963	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	947401963
947408374	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947408374
947408575	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	947408575
947436231	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947436231
947436433	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	947436433
947448205	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947448205
947448416	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	947448416
947458493	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947458493
947463065	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947463065
947469141	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947469141
947469343	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	947469343
947482800	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947482800
947483001	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	947483001
947497119	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947497119
947501270	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947501270
947506144	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947506144
947506347	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	947506347
947515950	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947515950
947516152	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	947516152
947527985	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947527985
947535505	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947535505
947535705	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	947535705
947546276	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947546276
947546491	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	947546491
947556565	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947556565
947564084	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947564084
947564284	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	947564284
947587969	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947587969
947588169	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	947588169
947605058	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947605058
947614081	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947614081
947614282	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	947614282
947622745	Triggered	2,37,38,39,40,41,	 NoSound	40	2	947622745
947622945	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	947622945
947629965	Triggered	4,42,43,44,45,46,	 NoSound	40	2	947629965
947639171	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947639171
947644164	Triggered	8,52,53,54,55,56,	 NoSound	40	2	947644164
947649519	Triggered	6,47,48,49,50,51,	 NoSound	40	2	947649519
947649720	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	947649720
