Ver1.2	1212156519	StartFile	2/8/2020	12:06:11 PM	E:\BehavioralExperiments\Tianqi\RatData_Tianqi\RawData\020820\SoundData.txt	1212156519
1212545114	Triggered	2	 NoSound	50	2	1212545114
1212548484	Triggered	5	 Modulated Tone	25	2	1212548484
1212552154	Triggered	2	 NoSound	50	2	1212552154
1212558290	Triggered	5	 Modulated Tone	25	2	1212558290
1212561720	Triggered	8	 NoSound	50	2	1212561720
1212582115	Triggered	5	 Modulated Tone	25	2	1212582115
1212585486	Triggered	2	 NoSound	50	2	1212585486
1212591382	Triggered	5	 Modulated Tone	25	2	1212591382
1212594871	Triggered	8	 NoSound	50	2	1212594871
1212617014	Triggered	5	 Modulated Tone	25	2	1212617014
1212620501	Triggered	2	 NoSound	50	2	1212620501
1212626819	Triggered	5	 Modulated Tone	25	2	1212626819
1212630189	Triggered	8	 NoSound	50	2	1212630189
1212650824	Triggered	5	 Modulated Tone	25	2	1212650824
1212654499	Triggered	8	 NoSound	50	2	1212654499
1212675975	Triggered	5	 Modulated Tone	25	2	1212675975
1212679404	Triggered	8	 NoSound	50	2	1212679404
1212699019	Triggered	5	 Modulated Tone	25	2	1212699019
1212702147	Triggered	8	 NoSound	50	2	1212702147
1212720197	Triggered	5	 Modulated Tone	25	2	1212720197
1212723446	Triggered	8	 NoSound	50	2	1212723446
1212743660	Triggered	5	 Modulated Tone	25	2	1212743660
1212746789	Triggered	8	 NoSound	50	2	1212746789
1212764299	Triggered	5	 Modulated Tone	25	2	1212764299
1212767547	Triggered	8	 NoSound	50	2	1212767547
1212788366	Triggered	5	 Modulated Tone	25	2	1212788366
1212792818	Triggered	1	 Modulated Tone	25	2	1212792818
1212796968	Triggered	6	 NoSound	50	2	1212796968
1212804488	Triggered	1	 Modulated Tone	25	2	1212804488
1212808164	Triggered	4	 NoSound	50	2	1212808164
1212825968	Triggered	1	 Modulated Tone	25	2	1212825968
1212830901	Triggered	6	 NoSound	50	2	1212830901
1212836917	Triggered	1	 Modulated Tone	25	2	1212836917
1212840648	Triggered	4	 NoSound	50	2	1212840648
1212858818	Triggered	1	 Modulated Tone	25	2	1212858818
1212862673	Triggered	6	 NoSound	50	2	1212862673
1212870793	Triggered	1	 Modulated Tone	25	2	1212870793
1212874582	Triggered	4	 NoSound	50	2	1212874582
1212891611	Triggered	1	 Modulated Tone	25	2	1212891611
1212896242	Triggered	6	 NoSound	50	2	1212896242
1212903041	Triggered	1	 Modulated Tone	25	2	1212903041
1212907130	Triggered	4	 NoSound	50	2	1212907130
1212927527	Triggered	1	 Modulated Tone	25	2	1212927527
1212931559	Triggered	4	 NoSound	50	2	1212931559
1212950813	Triggered	1	 Modulated Tone	25	2	1212950813
1212955205	Triggered	6	 NoSound	50	2	1212955205
1212962844	Triggered	1	 Modulated Tone	25	2	1212962844
1212966875	Triggered	4	 NoSound	50	2	1212966875
1212986310	Triggered	1	 Modulated Tone	25	2	1212986310
1212991062	Triggered	4	 NoSound	50	2	1212991062
1213011098	Triggered	1	 Modulated Tone	25	2	1213011098
1213016150	Triggered	5	 Modulated Tone	25	2	1213016150
1213019702	Triggered	2	 NoSound	50	2	1213019702
1213043165	Triggered	5	 Modulated Tone	25	2	1213043165
1213046596	Triggered	8	 NoSound	50	2	1213046596
1213058991	Triggered	5	 Modulated Tone	25	2	1213058991
1213062899	Triggered	2	 NoSound	50	2	1213062899
1213087869	Triggered	5	 Modulated Tone	25	2	1213087869
1213091598	Triggered	8	 NoSound	50	2	1213091598
1213100630	Triggered	5	 Modulated Tone	25	2	1213100630
1213104414	Triggered	2	 NoSound	50	2	1213104414
1213127699	Triggered	5	 Modulated Tone	25	2	1213127699
1213131670	Triggered	8	 NoSound	50	2	1213131670
1213140037	Triggered	5	 Modulated Tone	25	2	1213140037
1213143891	Triggered	8	 NoSound	50	2	1213143891
1213153089	Triggered	5	 Modulated Tone	25	2	1213153089
1213158444	Triggered	2	 NoSound	50	2	1213158444
1213180043	Triggered	5	 Modulated Tone	25	2	1213180043
1213184555	Triggered	8	 NoSound	50	2	1213184555
1213192437	Triggered	5	 Modulated Tone	25	2	1213192437
1213196408	Triggered	8	 NoSound	50	2	1213196408
1213204109	Triggered	5	 Modulated Tone	25	2	1213204109
1213208021	Triggered	8	 NoSound	50	2	1213208021
1213217948	Triggered	5	 Modulated Tone	25	2	1213217948
1213221978	Triggered	2	 NoSound	50	2	1213221978
1213245805	Triggered	1	 Modulated Tone	25	2	1213245805
1213252662	Triggered	5	 Modulated Tone	25	2	1213252662
1213257595	Triggered	1	 Modulated Tone	25	2	1213257595
1213261507	Triggered	4	 NoSound	50	2	1213261507
1213270472	Triggered	1	 Modulated Tone	25	2	1213270472
1213274382	Triggered	6	 NoSound	50	2	1213274382
1213303024	Triggered	1	 Modulated Tone	25	2	1213303024
1213307714	Triggered	4	 NoSound	50	2	1213307714
1213315721	Triggered	1	 Modulated Tone	25	2	1213315721
1213319688	Triggered	6	 NoSound	50	2	1213319688
1213346099	Triggered	1	 Modulated Tone	25	2	1213346099
1213355246	Triggered	4	 NoSound	50	2	1213355246
1213362586	Triggered	1	 Modulated Tone	25	2	1213362586
1213367699	Triggered	6	 NoSound	50	2	1213367699
1213391404	Triggered	1	 Modulated Tone	25	2	1213391404
1213397361	Triggered	4	 NoSound	50	2	1213397361
1213404521	Triggered	1	 Modulated Tone	25	2	1213404521
1213409997	Triggered	6	 NoSound	50	2	1213409997
1213432799	Triggered	1	 Modulated Tone	25	2	1213432799
1213438514	Triggered	4	 NoSound	50	2	1213438514
1213447538	Triggered	1	 Modulated Tone	25	2	1213447538
1213452774	Triggered	6	 NoSound	50	2	1213452774
1213474735	Triggered	1	 Modulated Tone	25	2	1213474735
1213480330	Triggered	6	 NoSound	50	2	1213480330
1213504278	Triggered	1	 Modulated Tone	25	2	1213504278
1213509634	Triggered	6	 NoSound	50	2	1213509634
1213533517	Triggered	1	 Modulated Tone	25	2	1213533517
1213540435	Triggered	5	 Modulated Tone	25	2	1213540435
1213544409	Triggered	8	 NoSound	50	2	1213544409
1213629721	Triggered	5	 Modulated Tone	25	2	1213629721
1213634233	Triggered	2	 NoSound	50	2	1213634233
1213646326	Triggered	5	 Modulated Tone	25	2	1213646326
1213650779	Triggered	8	 NoSound	50	2	1213650779
1213677855	Triggered	5	 Modulated Tone	25	2	1213677855
1213682787	Triggered	2	 NoSound	50	2	1213682787
1213697047	Triggered	5	 Modulated Tone	25	2	1213697047
1213701685	Triggered	8	 NoSound	50	2	1213701685
1213725868	Triggered	5	 Modulated Tone	25	2	1213725868
1213730017	Triggered	2	 NoSound	50	2	1213730017
1213739765	Triggered	5	 Modulated Tone	25	2	1213739765
1213744638	Triggered	8	 NoSound	50	2	1213744638
1213771712	Triggered	5	 Modulated Tone	25	2	1213771712
1213777008	Triggered	8	 NoSound	50	2	1213777008
1213802939	Triggered	5	 Modulated Tone	25	2	1213802939
1213808057	Triggered	8	 NoSound	50	2	1213808057
1213833381	Triggered	5	 Modulated Tone	25	2	1213833381
1213838616	Triggered	8	 NoSound	50	2	1213838616
1213865031	Triggered	5	 Modulated Tone	25	2	1213865031
1213870264	Triggered	8	 NoSound	50	2	1213870264
1213901970	Triggered	5	 Modulated Tone	25	2	1213901970
1213907389	Triggered	8	 NoSound	50	2	1213907389
1213935422	Triggered	5	 Modulated Tone	25	2	1213935422
1213941201	Triggered	1	 Modulated Tone	25	2	1213941201
1213946614	Triggered	6	 NoSound	50	2	1213946614
1213961174	Triggered	1	 Modulated Tone	25	2	1213961174
1213967433	Triggered	4	 NoSound	50	2	1213967433
1213994687	Triggered	1	 Modulated Tone	25	2	1213994687
1214001546	Triggered	6	 NoSound	50	2	1214001546
1214011775	Triggered	1	 Modulated Tone	25	2	1214011775
1214025795	Triggered	4	 NoSound	50	2	1214025795
1214050640	Triggered	1	 Modulated Tone	25	2	1214050640
