Ver1.3	150641601	StartFile	8/21/2020	12:56:50 PM	E:\BehavioralExperiments\Twenty\RawData\082120\SoundData.txt	150641601
150883229	Triggered	4,42,43,44,45,46,	 NoSound	40	2	150883229
150883443	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	150883443
150901760	Triggered	6,47,48,49,50,51,	 NoSound	40	2	150901760
150901960	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	150901960
150912589	Triggered	8,52,53,54,55,56,	 NoSound	40	2	150912589
150912802	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	150912802
150924562	Triggered	4,42,43,44,45,46,	 NoSound	40	2	150924562
150930399	Triggered	8,52,53,54,55,56,	 NoSound	40	2	150930399
150930602	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	150930602
150994114	Triggered	2,37,38,39,40,41,	 NoSound	40	2	150994114
150994316	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	150994316
151003139	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151003139
151003341	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	151003341
151018541	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151018541
151024497	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151024497
151029974	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151029974
151036351	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151036351
151036551	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	151036551
151049226	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151049226
151053558	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151053558
151057890	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151057890
151058091	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	151058091
151068779	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151068779
151068980	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	151068980
151076541	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151076541
151076742	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	151076742
151082986	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151082986
151083187	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	151083187
151089597	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151089597
151089798	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	151089798
151100975	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151100975
151105060	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151105060
151105261	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	151105261
151114024	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151114024
151118657	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151118657
151129066	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151129066
151133878	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151133878
151134079	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	151134079
151139474	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151139474
151146634	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151146634
151146834	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	151146834
151162459	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151162459
151179076	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151179076
151179276	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	151179276
151186224	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151186224
151186424	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	151186424
151194888	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151194888
151195090	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	151195090
151200783	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151200783
151200985	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	151200985
151210591	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151210591
151223352	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151223352
151223553	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	151223553
151233273	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151233273
151238508	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151238508
151242117	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151242117
151242318	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	151242318
151252947	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151252947
151253149	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	151253149
151259625	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151259625
151259826	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	151259826
151264800	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151264800
151269794	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151269794
151276293	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151276293
151276493	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	151276493
151285075	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151285075
151285276	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	151285276
151290251	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151290251
151290465	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	151290465
151302343	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151302343
151311790	Triggered	2,37,38,39,40,41,	 NoSound	40	2	151311790
151311991	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	151311991
151349394	Triggered	8,52,53,54,55,56,	 NoSound	40	2	151349394
151349595	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	151349595
151359200	Triggered	4,42,43,44,45,46,	 NoSound	40	2	151359200
151364020	Triggered	6,47,48,49,50,51,	 NoSound	40	2	151364020
151364221	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	151364221
