Ver1.3	136928218	StartFile	6/30/2020	1:21:11 PM	E:\BehavioralExperiments\Twenty\RawData\063020\SoundData.txt	136928218
137512255	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137512255
137555033	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137555033
137578561	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137578561
137589522	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137589522
137599281	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	137599281
137642059	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137642059
137653890	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137653890
137664987	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	137664987
137677285	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137677285
137693059	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137693059
137702283	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137702283
137712511	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	137712511
137724876	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137724876
137734834	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137734834
137744058	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137744058
137757695	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	137757695
137766786	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137766786
137784164	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137784164
137795392	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137795392
137807290	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137807290
137815913	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137815913
137831420	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137831420
137842850	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137842850
137849869	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	137849869
137864506	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137864506
137872599	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137872599
137882286	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	137882286
137911095	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137911095
137928073	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137928073
137940503	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	137940503
137949728	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137949728
137963497	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	137963497
137971985	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137971985
137984219	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	137984219
137996650	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	137996650
138008682	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138008682
138016236	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	138016236
138025994	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138025994
138032880	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138032880
138043773	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138043773
138050993	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	138050993
138062356	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138062356
138080670	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	138080670
138090963	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138090963
138100922	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	138100922
138169702	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138169702
138180263	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138180263
138193364	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138193364
138206999	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	138206999
138221771	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	138221771
138229658	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138229658
138239015	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	138239015
138248172	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	138248172
138268292	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138268292
138280458	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	138280458
138292957	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	138292957
138305990	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138305990
138316350	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	138316350
138433323	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138433323
138444291	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	138444291
138455916	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138455916
138465607	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138465607
138483722	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138483722
138491741	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	138491741
138505979	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138505979
138512997	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138512997
138525696	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	138525696
138538396	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138538396
138554906	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	138554906
138619074	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	138619074
