Ver1.2	1903600558	StartFile	4/4/2020	7:20:56 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\040420\SoundData.txt	1903600558
1903623878	Triggered	5	 PureTone-5kHz	50	2	1903623878
1903628233	Triggered	2	 NoSound	50	2	1903628233
1903639186	Triggered	5	 PureTone-5kHz	50	2	1903639186
1903643464	Triggered	2	 NoSound	50	2	1903643464
1903659774	Triggered	5	 PureTone-5kHz	50	2	1903659774
1903663515	Triggered	2	 NoSound	50	2	1903663515
1903670736	Triggered	5	 PureTone-5kHz	50	2	1903670736
1903674547	Triggered	8	 NoSound	50	2	1903674547
1903687378	Triggered	5	 PureTone-5kHz	50	2	1903687378
1903691656	Triggered	1	 PureTone-5kHz	50	2	1903691656
1903694930	Triggered	6	 NoSound	50	2	1903694930
1903709637	Triggered	1	 PureTone-5kHz	50	2	1903709637
1903712915	Triggered	6	 NoSound	50	2	1903712915
1903726346	Triggered	1	 PureTone-5kHz	50	2	1903726346
1903729353	Triggered	6	 NoSound	50	2	1903729353
1903743323	Triggered	1	 PureTone-5kHz	50	2	1903743323
1903746335	Triggered	4	 NoSound	50	2	1903746335
1903759766	Triggered	1	 PureTone-5kHz	50	2	1903759766
1903763844	Triggered	5	 PureTone-5kHz	50	2	1903763844
1903766717	Triggered	2	 NoSound	50	2	1903766717
1903776612	Triggered	5	 PureTone-5kHz	50	2	1903776612
1903779224	Triggered	2	 NoSound	50	2	1903779224
1903788782	Triggered	5	 PureTone-5kHz	50	2	1903788782
1903791589	Triggered	2	 NoSound	50	2	1903791589
1903801215	Triggered	5	 PureTone-5kHz	50	2	1903801215
1903803680	Triggered	8	 NoSound	50	2	1903803680
1903816455	Triggered	5	 PureTone-5kHz	50	2	1903816455
1903819790	Triggered	1	 PureTone-5kHz	50	2	1903819790
1903822131	Triggered	4	 NoSound	50	2	1903822131
1903830550	Triggered	1	 PureTone-5kHz	50	2	1903830550
1903833093	Triggered	4	 NoSound	50	2	1903833093
1903840177	Triggered	1	 PureTone-5kHz	50	2	1903840177
1903842918	Triggered	4	 NoSound	50	2	1903842918
1903848932	Triggered	1	 PureTone-5kHz	50	2	1903848932
1903852074	Triggered	6	 NoSound	50	2	1903852074
1903857031	Triggered	1	 PureTone-5kHz	50	2	1903857031
1903861034	Triggered	5	 PureTone-5kHz	50	2	1903861034
1903863706	Triggered	2	 NoSound	50	2	1903863706
1903870121	Triggered	5	 PureTone-5kHz	50	2	1903870121
1903873131	Triggered	2	 NoSound	50	2	1903873131
1903876872	Triggered	4	 NoSound	50	2	1903876872
1903880417	Triggered	5	 PureTone-5kHz	50	2	1903880417
1903883092	Triggered	2	 NoSound	50	2	1903883092
1903888367	Triggered	5	 PureTone-5kHz	50	2	1903888367
1903891041	Triggered	8	 NoSound	50	2	1903891041
1903899197	Triggered	5	 PureTone-5kHz	50	2	1903899197
1903902472	Triggered	1	 PureTone-5kHz	50	2	1903902472
1903905147	Triggered	6	 NoSound	50	2	1903905147
1903910095	Triggered	1	 PureTone-5kHz	50	2	1903910095
1903913101	Triggered	6	 NoSound	50	2	1903913101
1903917448	Triggered	1	 PureTone-5kHz	50	2	1903917448
1903922790	Triggered	4	 NoSound	50	2	1903922790
1903926268	Triggered	3	 NoSound	50	2	1903926268
1903929341	Triggered	6	 NoSound	50	2	1903929341
1903934155	Triggered	1	 PureTone-5kHz	50	2	1903934155
1903937033	Triggered	4	 NoSound	50	2	1903937033
1903954541	Triggered	1	 PureTone-5kHz	50	2	1903954541
1903957749	Triggered	5	 PureTone-5kHz	50	2	1903957749
1903961826	Triggered	8	 NoSound	50	2	1903961826
1903971050	Triggered	5	 PureTone-5kHz	50	2	1903971050
1903973390	Triggered	8	 NoSound	50	2	1903973390
1903982218	Triggered	5	 PureTone-5kHz	50	2	1903982218
1903984425	Triggered	8	 NoSound	50	2	1903984425
1904001667	Triggered	5	 PureTone-5kHz	50	2	1904001667
1904004142	Triggered	8	 NoSound	50	2	1904004142
1904021848	Triggered	5	 PureTone-5kHz	50	2	1904021848
1904026665	Triggered	1	 PureTone-5kHz	50	2	1904026665
1904029335	Triggered	6	 NoSound	50	2	1904029335
1904041439	Triggered	1	 PureTone-5kHz	50	2	1904041439
1904044175	Triggered	6	 NoSound	50	2	1904044175
1904054132	Triggered	1	 PureTone-5kHz	50	2	1904054132
1904056740	Triggered	6	 NoSound	50	2	1904056740
1904064568	Triggered	1	 PureTone-5kHz	50	2	1904064568
1904066968	Triggered	4	 NoSound	50	2	1904066968
1904072649	Triggered	1	 PureTone-5kHz	50	2	1904072649
1904076072	Triggered	5	 PureTone-5kHz	50	2	1904076072
1904078063	Triggered	8	 NoSound	50	2	1904078063
1904090632	Triggered	5	 PureTone-5kHz	50	2	1904090632
1904093569	Triggered	8	 NoSound	50	2	1904093569
1904105540	Triggered	5	 PureTone-5kHz	50	2	1904105540
1904107674	Triggered	8	 NoSound	50	2	1904107674
1904119844	Triggered	5	 PureTone-5kHz	50	2	1904119844
1904122111	Triggered	8	 NoSound	50	2	1904122111
1904135281	Triggered	5	 PureTone-5kHz	50	2	1904135281
1904138286	Triggered	1	 PureTone-5kHz	50	2	1904138286
1904140558	Triggered	4	 NoSound	50	2	1904140558
1904147043	Triggered	1	 PureTone-5kHz	50	2	1904147043
1904152255	Triggered	4	 NoSound	50	2	1904152255
1904159614	Triggered	1	 PureTone-5kHz	50	2	1904159614
1904161947	Triggered	4	 NoSound	50	2	1904161947
1904168297	Triggered	2	 NoSound	50	2	1904168297
1904172842	Triggered	1	 PureTone-5kHz	50	2	1904172842
1904175583	Triggered	6	 NoSound	50	2	1904175583
1904186347	Triggered	1	 PureTone-5kHz	50	2	1904186347
1904188751	Triggered	6	 NoSound	50	2	1904188751
1904195505	Triggered	5	 PureTone-5kHz	50	2	1904195505
1904198309	Triggered	8	 NoSound	50	2	1904198309
1904202989	Triggered	1	 PureTone-5kHz	50	2	1904202989
1904207332	Triggered	2	 NoSound	50	2	1904207332
1904212687	Triggered	5	 PureTone-5kHz	50	2	1904212687
1904215287	Triggered	2	 NoSound	50	2	1904215287
1904219764	Triggered	4	 NoSound	50	2	1904219764
1904224579	Triggered	5	 PureTone-5kHz	50	2	1904224579
1904227320	Triggered	2	 NoSound	50	2	1904227320
1904231864	Triggered	5	 PureTone-5kHz	50	2	1904231864
1904234408	Triggered	8	 NoSound	50	2	1904234408
1904242690	Triggered	5	 PureTone-5kHz	50	2	1904242690
1904245773	Triggered	8	 NoSound	50	2	1904245773
1904250178	Triggered	1	 PureTone-5kHz	50	2	1904250178
1904252583	Triggered	6	 NoSound	50	2	1904252583
1904258602	Triggered	1	 PureTone-5kHz	50	2	1904258602
1904261208	Triggered	6	 NoSound	50	2	1904261208
1904267965	Triggered	1	 PureTone-5kHz	50	2	1904267965
1904270434	Triggered	6	 NoSound	50	2	1904270434
1904275977	Triggered	1	 PureTone-5kHz	50	2	1904275977
1904278588	Triggered	4	 NoSound	50	2	1904278588
1904290883	Triggered	1	 PureTone-5kHz	50	2	1904290883
1904293624	Triggered	4	 NoSound	50	2	1904293624
1904298707	Triggered	5	 PureTone-5kHz	50	2	1904298707
1904301579	Triggered	2	 NoSound	50	2	1904301579
1904310335	Triggered	5	 PureTone-5kHz	50	2	1904310335
1904312539	Triggered	8	 NoSound	50	2	1904312539
1904325776	Triggered	2	 NoSound	50	2	1904325776
1904337541	Triggered	5	 PureTone-5kHz	50	2	1904337541
1904340421	Triggered	2	 NoSound	50	2	1904340421
1904350105	Triggered	5	 PureTone-5kHz	50	2	1904350105
1904352517	Triggered	8	 NoSound	50	2	1904352517
1904359002	Triggered	5	 PureTone-5kHz	50	2	1904359002
1904362002	Triggered	8	 NoSound	50	2	1904362002
1904365878	Triggered	1	 PureTone-5kHz	50	2	1904365878
1904368492	Triggered	6	 NoSound	50	2	1904368492
1904379247	Triggered	1	 PureTone-5kHz	50	2	1904379247
1904381587	Triggered	4	 NoSound	50	2	1904381587
1904389005	Triggered	6	 NoSound	50	2	1904389005
1904404455	Triggered	1	 PureTone-5kHz	50	2	1904404455
1904406920	Triggered	6	 NoSound	50	2	1904406920
1904416413	Triggered	1	 PureTone-5kHz	50	2	1904416413
1904419151	Triggered	4	 NoSound	50	2	1904419151
1904426248	Triggered	1	 PureTone-5kHz	50	2	1904426248
1904428985	Triggered	6	 NoSound	50	2	1904428985
1904433925	Triggered	4	 NoSound	50	2	1904433925
1904439009	Triggered	5	 PureTone-5kHz	50	2	1904439009
1904441692	Triggered	2	 NoSound	50	2	1904441692
1904451774	Triggered	5	 PureTone-5kHz	50	2	1904451774
1904454046	Triggered	2	 NoSound	50	2	1904454046
1904464470	Triggered	5	 PureTone-5kHz	50	2	1904464470
1904467011	Triggered	2	 NoSound	50	2	1904467011
1904478105	Triggered	5	 PureTone-5kHz	50	2	1904478105
1904480317	Triggered	2	 NoSound	50	2	1904480317
1904491674	Triggered	5	 PureTone-5kHz	50	2	1904491674
1904494816	Triggered	2	 NoSound	50	2	1904494816
1904500768	Triggered	1	 PureTone-5kHz	50	2	1904500768
1904504908	Triggered	4	 NoSound	50	2	1904504908
1904518008	Triggered	1	 PureTone-5kHz	50	2	1904518008
1904520951	Triggered	4	 NoSound	50	2	1904520951
1904535521	Triggered	1	 PureTone-5kHz	50	2	1904535521
1904538268	Triggered	4	 NoSound	50	2	1904538268
1904565671	Triggered	1	 PureTone-5kHz	50	2	1904565671
1904568477	Triggered	6	 NoSound	50	2	1904568477
1904578498	Triggered	1	 PureTone-5kHz	50	2	1904578498
1904583512	Triggered	5	 PureTone-5kHz	50	2	1904583512
