Ver1.2	1991323954	StartFile	4/5/2020	7:42:59 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\040520\SoundData.txt	1991323954
1991402890	Triggered	7	 NoSound	50	2	1991402890
1991406362	Triggered	8	 NoSound	50	2	1991406362
1991549064	Triggered	1	 PureTone-5kHz	50	2	1991549064
1991687357	Triggered	6	 NoSound	50	2	1991687357
1991709689	Triggered	1	 PureTone-5kHz	50	2	1991709689
1991856671	Triggered	6	 NoSound	50	2	1991856671
1991867433	Triggered	4	 NoSound	50	2	1991867433
1991881262	Triggered	2	 NoSound	50	2	1991881262
1991955593	Triggered	1	 PureTone-5kHz	50	2	1991955593
1991961011	Triggered	6	 NoSound	50	2	1991961011
1991968025	Triggered	1	 PureTone-5kHz	50	2	1991968025
1992030183	Triggered	4	 NoSound	50	2	1992030183
1992069355	Triggered	1	 PureTone-5kHz	50	2	1992069355
1992075570	Triggered	5	 PureTone-5kHz	50	2	1992075570
1992079582	Triggered	2	 NoSound	50	2	1992079582
1992097494	Triggered	5	 PureTone-5kHz	50	2	1992097494
1992101371	Triggered	2	 NoSound	50	2	1992101371
1992115881	Triggered	5	 PureTone-5kHz	50	2	1992115881
1992123696	Triggered	2	 NoSound	50	2	1992123696
1992139069	Triggered	5	 PureTone-5kHz	50	2	1992139069
1992142949	Triggered	2	 NoSound	50	2	1992142949
1992155983	Triggered	5	 PureTone-5kHz	50	2	1992155983
1992184393	Triggered	1	 PureTone-5kHz	50	2	1992184393
1992187661	Triggered	4	 NoSound	50	2	1992187661
1992194881	Triggered	1	 PureTone-5kHz	50	2	1992194881
1992203581	Triggered	5	 PureTone-5kHz	50	2	1992203581
1992214798	Triggered	4	 NoSound	50	2	1992214798
1992220016	Triggered	3	 NoSound	50	2	1992220016
1992222423	Triggered	2	 NoSound	50	2	1992222423
1992228835	Triggered	1	 PureTone-5kHz	50	2	1992228835
1992233783	Triggered	8	 NoSound	50	2	1992233783
1992241602	Triggered	4	 NoSound	50	2	1992241602
1992249154	Triggered	1	 PureTone-5kHz	50	2	1992249154
1992256240	Triggered	4	 NoSound	50	2	1992256240
1992261720	Triggered	1	 PureTone-5kHz	50	2	1992261720
1992274355	Triggered	5	 PureTone-5kHz	50	2	1992274355
1992277230	Triggered	2	 NoSound	50	2	1992277230
1992296680	Triggered	5	 PureTone-5kHz	50	2	1992296680
1992299957	Triggered	2	 NoSound	50	2	1992299957
1992319071	Triggered	5	 PureTone-5kHz	50	2	1992319071
1992322148	Triggered	2	 NoSound	50	2	1992322148
1992339466	Triggered	5	 PureTone-5kHz	50	2	1992339466
1992342733	Triggered	2	 NoSound	50	2	1992342733
1992358647	Triggered	5	 PureTone-5kHz	50	2	1992358647
1992362788	Triggered	1	 PureTone-5kHz	50	2	1992362788
1992366135	Triggered	6	 NoSound	50	2	1992366135
1992376353	Triggered	1	 PureTone-5kHz	50	2	1992376353
1992381974	Triggered	6	 NoSound	50	2	1992381974
1992389253	Triggered	1	 PureTone-5kHz	50	2	1992389253
1992394800	Triggered	6	 NoSound	50	2	1992394800
1992406031	Triggered	1	 PureTone-5kHz	50	2	1992406031
1992409374	Triggered	4	 NoSound	50	2	1992409374
1992420467	Triggered	1	 PureTone-5kHz	50	2	1992420467
1992424545	Triggered	5	 PureTone-5kHz	50	2	1992424545
1992427085	Triggered	2	 NoSound	50	2	1992427085
1992443127	Triggered	5	 PureTone-5kHz	50	2	1992443127
1992446135	Triggered	2	 NoSound	50	2	1992446135
1992462846	Triggered	5	 PureTone-5kHz	50	2	1992462846
1992465788	Triggered	2	 NoSound	50	2	1992465788
1992480959	Triggered	5	 PureTone-5kHz	50	2	1992480959
1992484301	Triggered	2	 NoSound	50	2	1992484301
1992500018	Triggered	5	 PureTone-5kHz	50	2	1992500018
1992508297	Triggered	1	 PureTone-5kHz	50	2	1992508297
1992511109	Triggered	4	 NoSound	50	2	1992511109
1992520461	Triggered	1	 PureTone-5kHz	50	2	1992520461
1992523938	Triggered	4	 NoSound	50	2	1992523938
1992533236	Triggered	1	 PureTone-5kHz	50	2	1992533236
1992536509	Triggered	4	 NoSound	50	2	1992536509
1992547803	Triggered	1	 PureTone-5kHz	50	2	1992547803
1992551215	Triggered	4	 NoSound	50	2	1992551215
1992561234	Triggered	1	 PureTone-5kHz	50	2	1992561234
1992568062	Triggered	5	 PureTone-5kHz	50	2	1992568062
1992571128	Triggered	8	 NoSound	50	2	1992571128
1992577344	Triggered	5	 PureTone-5kHz	50	2	1992577344
1992616716	Triggered	8	 NoSound	50	2	1992616716
1992622326	Triggered	5	 PureTone-5kHz	50	2	1992622326
1992628682	Triggered	1	 PureTone-5kHz	50	2	1992628682
1992634293	Triggered	8	 NoSound	50	2	1992634293
1992640308	Triggered	5	 PureTone-5kHz	50	2	1992640308
