Ver1.3	1446233135	StartFile	11/27/2020	12:14:29 PM	E:\BehavioralExperiments\Twenty\Horizon\RawData\112720\SoundData.txt	1446233135
1446719681	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446719681
1446719882	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1446719882
1446737651	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1446737651
1446737855	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1446737855
1446754027	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446754027
1446758706	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1446758706
1446758910	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1446758910
1446773345	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446773345
1446776886	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1446776886
1446777088	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1446777088
1446791866	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446791866
1446792068	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1446792068
1446795937	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1446795937
1446796138	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1446796138
1446806230	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446806230
1446806432	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1446806432
1446817659	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446817659
1446822473	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1446822473
1446822676	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1446822676
1446834637	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446834637
1446838917	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1446838917
1446839120	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1446839120
1446850012	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446850012
1446854154	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1446854154
1446854357	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1446854357
1446867193	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446867193
1446867394	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1446867394
1446870866	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1446870866
1446871068	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1446871068
1446882094	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446882094
1446882305	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1446882305
1446905623	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446905623
1446909165	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1446909165
1446909380	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1446909380
1446920996	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446920996
1446924806	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1446924806
1446925008	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1446925009
1446936770	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446936770
1446939845	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1446939845
1446940047	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1446940047
1446951409	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446951409
1446951621	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1446951621
1446954684	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1446954684
1446954887	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1446954887
1446967919	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1446967919
1446968119	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1446968119
1446979016	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446979016
1446982295	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1446982295
1446982497	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	1446982497
1446989307	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1446989307
