Ver1.3	197652627	StartFile	7/24/2020	3:50:34 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\072420B\SoundData.txt	197652627
198076147	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	198076147
198076349	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	198076349
198090166	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198090166
198093956	Triggered	6,47,48,49,50,51,	 NoSound	40	2	198093956
198100394	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198100394
198100597	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	198100597
198108275	Triggered	4,42,43,44,45,46,	 NoSound	40	2	198108275
198119105	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198119105
198119310	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	198119310
198122595	Triggered	6,47,48,49,50,51,	 NoSound	40	2	198122595
198128791	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198128791
198128995	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	198128995
198132523	Triggered	4,42,43,44,45,46,	 NoSound	40	2	198132523
198137223	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198137223
198137426	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	198137426
198141908	Triggered	6,47,48,49,50,51,	 NoSound	40	2	198141908
198146240	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198146240
198146442	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	198146442
198150572	Triggered	4,42,43,44,45,46,	 NoSound	40	2	198150572
198158335	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198158335
198158536	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	198158536
198162618	Triggered	6,47,48,49,50,51,	 NoSound	40	2	198162618
198166336	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198166336
198166536	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	198166536
198186490	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	198186490
198194493	Triggered	8,52,53,54,55,56,	 NoSound	40	2	198194493
198194694	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	198194694
198203037	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	198203037
198203239	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	198203239
198205986	Triggered	2,37,38,39,40,41,	 NoSound	40	2	198205986
198206186	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	198206186
198214349	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	198214349
198214550	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	198214550
198230291	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198230291
198233059	Triggered	6,47,48,49,50,51,	 NoSound	40	2	198233059
198233262	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	198233262
198241904	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198241904
198242107	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	198242107
198244431	Triggered	6,47,48,49,50,51,	 NoSound	40	2	198244431
198244633	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	198244633
198254659	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	198254659
198254862	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	198254862
198256708	Triggered	6,47,48,49,50,51,	 NoSound	40	2	198256708
