Ver1.3	69115922	StartFile	9/19/2020	1:37:25 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\091920\SoundData.txt	69115922
69810484	Triggered	8,52,53,54,55,56,	 NoSound	40	2	69810484
69810685	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	69810685
69823718	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69823718
69834812	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69834812
69846109	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69846109
69846309	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	69846309
69855332	Triggered	8,52,53,54,55,56,	 NoSound	40	2	69855332
69855533	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	69855533
69863622	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69863622
69867365	Triggered	8,52,53,54,55,56,	 NoSound	40	2	69867365
69867567	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	69867567
69876121	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69876121
69880533	Triggered	8,52,53,54,55,56,	 NoSound	40	2	69880533
69884275	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69884275
69887824	Triggered	8,52,53,54,55,56,	 NoSound	40	2	69887824
69888025	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	69888025
69896440	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69896440
69899849	Triggered	4,42,43,44,45,46,	 NoSound	40	2	69899849
69900051	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	69900051
69906667	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69906667
69911413	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69911413
69911613	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	69911613
69925249	Triggered	4,42,43,44,45,46,	 NoSound	40	2	69925249
69937147	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69937147
69937347	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	69937347
69945702	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69945702
69949110	Triggered	4,42,43,44,45,46,	 NoSound	40	2	69949110
69949312	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	69949312
69956530	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69956530
69956730	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	69956730
69964885	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69964885
69970767	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69970767
69974978	Triggered	6,47,48,49,50,51,	 NoSound	40	2	69974978
69975179	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	69975179
69985817	Triggered	2,37,38,39,40,41,	 NoSound	40	2	69985817
70002250	Triggered	8,52,53,54,55,56,	 NoSound	40	2	70002250
70002450	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	70002450
70008466	Triggered	6,47,48,49,50,51,	 NoSound	40	2	70008466
70008666	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	70008666
70016895	Triggered	2,37,38,39,40,41,	 NoSound	40	2	70016895
70017096	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	70017096
70021298	Triggered	4,42,43,44,45,46,	 NoSound	40	2	70021298
70021498	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	70021498
70030122	Triggered	8,52,53,54,55,56,	 NoSound	40	2	70030122
70030323	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	70030323
70037348	Triggered	2,37,38,39,40,41,	 NoSound	40	2	70037348
70037550	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	70037550
70044559	Triggered	6,47,48,49,50,51,	 NoSound	40	2	70044559
70049642	Triggered	4,42,43,44,45,46,	 NoSound	40	2	70049642
70049843	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	70049843
70057594	Triggered	8,52,53,54,55,56,	 NoSound	40	2	70057594
