Ver1.2	767931841	StartFile	4/25/2020	2:11:30 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\042520\SoundData.txt	767931841
768210436	Triggered	8	 NoSound	50	2	768210436
768229892	Triggered	5	 Modulated Tone	25	2	768229892
768517308	Triggered	8	 NoSound	50	2	768517308
768534013	Triggered	5	 Modulated Tone	25	2	768534013
768539225	Triggered	8	 NoSound	50	2	768539225
768552392	Triggered	5	 Modulated Tone	25	2	768552392
768556873	Triggered	8	 NoSound	50	2	768556873
768569570	Triggered	5	 Modulated Tone	25	2	768569570
768574993	Triggered	2	 NoSound	50	2	768574993
768587152	Triggered	4	 NoSound	50	2	768587152
768599250	Triggered	3	 NoSound	50	2	768599250
768605266	Triggered	4	 NoSound	50	2	768605266
768642294	Triggered	5	 Modulated Tone	25	2	768642294
768648777	Triggered	8	 NoSound	50	2	768648777
768670768	Triggered	5	 Modulated Tone	25	2	768670768
768675181	Triggered	2	 NoSound	50	2	768675181
768685745	Triggered	4	 NoSound	50	2	768685745
768692226	Triggered	5	 Modulated Tone	25	2	768692226
768696771	Triggered	8	 NoSound	50	2	768696771
768709937	Triggered	5	 Modulated Tone	25	2	768709937
768713752	Triggered	2	 NoSound	50	2	768713752
768719961	Triggered	5	 Modulated Tone	25	2	768719961
768726382	Triggered	8	 NoSound	50	2	768726382
768737815	Triggered	5	 Modulated Tone	25	2	768737815
768744426	Triggered	1	 Modulated Tone	25	2	768744426
768749172	Triggered	4	 NoSound	50	2	768749172
768764212	Triggered	1	 Modulated Tone	25	2	768764212
768767894	Triggered	4	 NoSound	50	2	768767894
768782058	Triggered	1	 Modulated Tone	25	2	768782058
768785468	Triggered	4	 NoSound	50	2	768785468
768797098	Triggered	1	 Modulated Tone	25	2	768797098
768801242	Triggered	6	 NoSound	50	2	768801242
768824502	Triggered	1	 Modulated Tone	25	2	768824502
768828378	Triggered	6	 NoSound	50	2	768828378
768842883	Triggered	1	 Modulated Tone	25	2	768842883
768846635	Triggered	4	 NoSound	50	2	768846635
768864474	Triggered	5	 Modulated Tone	25	2	768864474
768893416	Triggered	8	 NoSound	50	2	768893416
768898093	Triggered	7	 NoSound	50	2	768898093
768903110	Triggered	1	 Modulated Tone	25	2	768903110
768908126	Triggered	4	 NoSound	50	2	768908126
768919416	Triggered	1	 Modulated Tone	25	2	768919416
768923827	Triggered	4	 NoSound	50	2	768923827
