Ver1.3	914065076	StartFile	7/9/2020	1:13:28 PM	E:\BehavioralExperiments\Twenty\RawData\070920\SoundData.txt	914065076
914386577	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914386577
914400657	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914400657
914411728	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914411728
914421173	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914421173
914458299	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914458299
914469433	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914469433
914482482	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914482482
914492591	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914492591
914503721	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914503721
914518702	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914518702
914525322	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914525322
914534235	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914534235
914541746	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914541746
914549509	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914549509
914557148	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914557148
914565752	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914565752
914575259	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914575259
914602755	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914602755
914610214	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914610214
914619058	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914619058
914631218	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914631218
914638793	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914638793
914648601	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914648601
914656723	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914656723
914664003	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914664003
914673756	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914673756
914683075	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914683075
914689334	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914689334
914699742	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914699742
914706179	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914706179
914718038	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914718038
914725674	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914725674
914731930	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914731930
914740052	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914740052
914748777	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914748777
914754734	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914754734
914765322	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914765322
914773445	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914773445
914804491	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914804491
914828557	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914828557
914879457	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914879457
914888001	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914888001
914900394	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914900394
914908820	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914908820
914916101	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914916101
914923506	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914923506
914931860	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914931860
914948227	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914948227
914958937	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914958937
914967721	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	914967721
914980056	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	914980056
914986673	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	914986673
914997864	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	914997864
915008099	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915008099
915084562	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915084562
915106702	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915106702
915113870	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915113870
915123189	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915123189
915131372	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915131372
915140757	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915140757
915151406	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915151406
915157423	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915157423
915166568	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915166568
915180105	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915180105
915192621	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915192621
915200382	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915200382
915207844	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915207844
915321080	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915321080
915331664	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915331664
915340268	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915340268
915347547	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915347547
915356874	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915356874
915371915	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915371915
915433584	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915433584
915446220	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915446220
915453138	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915453138
915460961	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915460961
915475761	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915475761
915481777	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915481777
915488456	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915488456
915497421	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915497421
915504701	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915504701
915514447	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915514447
915526001	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915526001
915534964	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915534964
915542665	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915542665
915553555	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915553555
915825265	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915825265
915844096	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915844096
915865517	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915865517
915875383	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915875383
915883084	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915883084
915889401	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915889401
915899932	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915899932
915908355	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915908355
915918883	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	915918883
915925802	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	915925802
915934585	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915934585
915943016	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	915943016
915954020	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	915954020
916007146	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916007146
916015388	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916015388
916022247	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916022247
916029888	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916029888
916037169	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916037169
916044509	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916044509
916051127	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916051127
916057686	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916057686
916064664	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916064664
916072907	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916072907
916080429	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916080429
916087469	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916087469
916094988	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916094988
916102389	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916102389
916109849	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916109849
916116890	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916116890
916123447	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916123447
916129222	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916129222
916140174	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916140174
916149813	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916149813
916157741	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916157741
916167668	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916167668
916177175	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916177175
916184876	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916184876
916192697	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916192697
916200098	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916200098
916205814	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916205814
916212010	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916212010
916222480	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916222480
916337411	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916337411
916347023	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916347023
916363031	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916363031
916369407	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916369407
916378551	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916378551
916385589	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916385589
916394974	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916394974
916402315	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916402315
916410076	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916410076
916416756	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916416756
916425239	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916425239
916434444	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916434444
916442807	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916442807
916452554	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916452554
916461398	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916461398
916470242	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916470242
916477825	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916477825
916488414	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916488414
916498287	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916498287
916509771	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916509771
916520842	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916520842
916529808	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916529808
916537937	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916537937
916550202	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916550202
916559168	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916559168
916569938	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916569938
916660788	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916660788
916667165	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916667165
916674204	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916674204
916687382	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916687382
916695925	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916695925
916703989	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916703989
916710846	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916710846
916717464	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916717464
916736838	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916736838
916745865	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916745865
916755007	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	916755007
916761867	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916761867
916774201	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	916774201
916791648	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	916791648
916799169	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	916799169
