Ver1.3	585000262	StartFile	12/16/2020	12:54:39 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\121620\SoundData.txt	585000262
585269726	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585269726
585269928	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	585269928
585283565	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585283565
585287054	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585287054
585295057	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585295057
585327425	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585327425
585331456	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585331456
585355342	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585355342
585360155	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585360155
585360361	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	585360361
585363584	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585363584
585363785	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	585363785
585381754	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585381754
585381957	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	585381957
585384764	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585384764
585384964	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	585384964
585437890	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585437890
585438092	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	585438092
585441802	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585441802
585447457	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585447457
585447659	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	585447659
585451307	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585451307
585451509	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	585451509
585521038	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585521038
585521239	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	585521239
585531507	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585531507
585531709	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	585531709
585534396	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585534396
585538367	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585538367
585538568	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	585538568
585553829	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585553829
585556964	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585556964
585557166	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	585557166
585565981	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585565981
585569051	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585569051
585569252	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	585569252
585578196	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585578196
585581505	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585581505
585581706	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	585581706
585590470	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585590470
585590673	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	585590673
585593478	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585593478
585593680	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	585593680
585601479	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585601479
585601682	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	585601682
585604790	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585604790
585604992	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	585604992
585612732	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585612732
585612935	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	585612935
585615799	Triggered	8,52,53,54,55,56,	 NoSound	40	2	585615799
585616001	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	585616001
585623561	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585623561
585623766	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	585623766
585626691	Triggered	8,52,53,54,55,56,	 NoSound	40	2	585626691
585626893	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	585626893
585634753	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585634753
585634955	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	585634955
585638061	Triggered	8,52,53,54,55,56,	 NoSound	40	2	585638061
585638262	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	585638262
585646425	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585646425
585646626	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	585646626
585649854	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585649854
585650056	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	585650056
585658216	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585658216
585658417	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	585658417
585671693	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585671693
585674641	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585674641
585674843	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585674843
585687097	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585687097
585689744	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585689744
585689959	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585689959
585700994	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585700994
585703643	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585703643
585703844	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585703844
585715013	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585715013
585715216	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	585715216
585718142	Triggered	6,47,48,49,50,51,	 NoSound	40	2	585718142
585723196	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585723196
585723412	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	585723412
585727046	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585727046
585727249	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585727249
585740161	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585740161
585740363	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	585740363
585743111	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585743111
585743312	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585743312
585754181	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585754181
585754383	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	585754383
585756768	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585756768
585756971	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585756971
585767418	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585767418
585767620	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	585767620
585770185	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585770185
585770388	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585770388
585781257	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585781257
585781458	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	585781458
585784384	Triggered	4,42,43,44,45,46,	 NoSound	40	2	585784384
585784586	Triggered	4,42,43,44,45,46,	 File_beep5	40	2	585784586
585795454	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	585795454
585795654	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	585795654
585815489	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585815489
585815691	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	585815691
585826320	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585826320
585829208	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585829208
585829411	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	585829411
585838893	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585838893
585841601	Triggered	2,37,38,39,40,41,	 NoSound	40	2	585841601
585841813	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	585841813
585851709	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	585851709
585851911	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	585851911
