Ver1.3	2226078955	StartFile	9/14/2020	1:27:27 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\091420\SoundData.txt	2226078955
2226500454	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	2226500454
2226500655	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	2226500655
2226609056	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2226609056
2226618142	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2226618142
2226618344	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	2226618344
2226671146	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2226671146
2226703393	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2226703393
2226703594	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	2226703594
2227971146	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2227971146
2227979089	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2227979089
2227979290	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	2227979290
2228000749	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2228000749
2228018618	Triggered	4,42,43,44,45,46,	 NoSound	40	2	2228018618
2228018820	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	2228018820
2228039737	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2228039737
2228039938	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	2228039938
2228172220	Triggered	6,47,48,49,50,51,	 NoSound	40	2	2228172220
2228172421	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	2228172421
2228467514	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	2228467514
2228467715	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	2228467715
