Ver1.2	390122448	StartFile	2/19/2020	3:02:55 PM	E:\BehavioralExperiments\Hachi\RatData_Hachi\RawData\021920\SoundData.txt	390122448
390315740	Triggered	1	 Modulated Tone	25	2	390315740
390331649	Triggered	6	 NoSound	50	2	390331649
390342811	Triggered	1	 Modulated Tone	25	2	390342811
390348561	Triggered	4	 NoSound	50	2	390348561
390362597	Triggered	1	 Modulated Tone	25	2	390362597
390369681	Triggered	6	 NoSound	50	2	390369681
390381250	Triggered	1	 Modulated Tone	25	2	390381250
390387868	Triggered	6	 NoSound	50	2	390387868
390396417	Triggered	1	 Modulated Tone	25	2	390396417
390401832	Triggered	4	 NoSound	50	2	390401832
390418141	Triggered	1	 Modulated Tone	25	2	390418141
390421956	Triggered	4	 NoSound	50	2	390421956
390434857	Triggered	2	 NoSound	50	2	390434857
390444812	Triggered	1	 Modulated Tone	25	2	390444812
390449094	Triggered	6	 NoSound	50	2	390449094
390455705	Triggered	1	 Modulated Tone	25	2	390455705
390460586	Triggered	4	 NoSound	50	2	390460586
390471146	Triggered	1	 Modulated Tone	25	2	390471146
390474957	Triggered	4	 NoSound	50	2	390474957
390484045	Triggered	1	 Modulated Tone	25	2	390484045
390488725	Triggered	4	 NoSound	50	2	390488725
390497079	Triggered	1	 Modulated Tone	25	2	390497079
390500961	Triggered	4	 NoSound	50	2	390500961
390509653	Triggered	1	 Modulated Tone	25	2	390509653
390513725	Triggered	4	 NoSound	50	2	390513725
390523084	Triggered	1	 Modulated Tone	25	2	390523084
390530907	Triggered	5	 Modulated Tone	25	2	390530907
390534311	Triggered	2	 NoSound	50	2	390534311
390543066	Triggered	5	 Modulated Tone	25	2	390543066
390546945	Triggered	2	 NoSound	50	2	390546945
390552498	Triggered	5	 Modulated Tone	25	2	390552498
390556167	Triggered	8	 NoSound	50	2	390556167
390572610	Triggered	7	 NoSound	50	2	390572610
390577964	Triggered	6	 NoSound	50	2	390577964
390581166	Triggered	5	 Modulated Tone	25	2	390581166
390584575	Triggered	8	 NoSound	50	2	390584575
390596140	Triggered	5	 Modulated Tone	25	2	390596140
390599078	Triggered	2	 NoSound	50	2	390599078
390603958	Triggered	5	 Modulated Tone	25	2	390603958
390607299	Triggered	8	 NoSound	50	2	390607299
390617261	Triggered	5	 Modulated Tone	25	2	390617261
390624545	Triggered	1	 Modulated Tone	25	2	390624545
390630769	Triggered	8	 NoSound	50	2	390630769
390639854	Triggered	5	 Modulated Tone	25	2	390639854
390643931	Triggered	2	 NoSound	50	2	390643931
390648341	Triggered	5	 Modulated Tone	25	2	390648341
390651616	Triggered	8	 NoSound	50	2	390651616
390661109	Triggered	5	 Modulated Tone	25	2	390661109
390664317	Triggered	8	 NoSound	50	2	390664317
390674476	Triggered	5	 Modulated Tone	25	2	390674476
390677617	Triggered	8	 NoSound	50	2	390677617
390686107	Triggered	5	 Modulated Tone	25	2	390686107
390690056	Triggered	8	 NoSound	50	2	390690056
390697739	Triggered	5	 Modulated Tone	25	2	390697739
390704152	Triggered	1	 Modulated Tone	25	2	390704152
390707167	Triggered	4	 NoSound	50	2	390707167
390714582	Triggered	1	 Modulated Tone	25	2	390714582
390717588	Triggered	4	 NoSound	50	2	390717588
390722401	Triggered	1	 Modulated Tone	25	2	390722401
390725809	Triggered	6	 NoSound	50	2	390725809
390739310	Triggered	1	 Modulated Tone	25	2	390739310
390742386	Triggered	4	 NoSound	50	2	390742386
390746866	Triggered	1	 Modulated Tone	25	2	390746866
390749872	Triggered	6	 NoSound	50	2	390749872
390759903	Triggered	1	 Modulated Tone	25	2	390759903
390764443	Triggered	6	 NoSound	50	2	390764443
390777677	Triggered	1	 Modulated Tone	25	2	390777677
390780820	Triggered	4	 NoSound	50	2	390780820
390787574	Triggered	1	 Modulated Tone	25	2	390787574
390793123	Triggered	4	 NoSound	50	2	390793123
390795326	Triggered	3	 NoSound	50	2	390795326
390798065	Triggered	1	 Modulated Tone	25	2	390798065
390802677	Triggered	6	 NoSound	50	2	390802677
390813173	Triggered	1	 Modulated Tone	25	2	390813173
390818661	Triggered	6	 NoSound	50	2	390818661
390828009	Triggered	1	 Modulated Tone	25	2	390828009
390831417	Triggered	6	 NoSound	50	2	390831417
390839439	Triggered	1	 Modulated Tone	25	2	390839439
390843315	Triggered	6	 NoSound	50	2	390843315
390851938	Triggered	1	 Modulated Tone	25	2	390851938
390856149	Triggered	5	 Modulated Tone	25	2	390856149
390858960	Triggered	2	 NoSound	50	2	390858960
390869454	Triggered	5	 Modulated Tone	25	2	390869454
390872796	Triggered	2	 NoSound	50	2	390872796
390880077	Triggered	5	 Modulated Tone	25	2	390880077
390883488	Triggered	2	 NoSound	50	2	390883488
390892380	Triggered	5	 Modulated Tone	25	2	390892380
390895585	Triggered	8	 NoSound	50	2	390895585
390911494	Triggered	5	 Modulated Tone	25	2	390911494
390914568	Triggered	8	 NoSound	50	2	390914568
390919313	Triggered	5	 Modulated Tone	25	2	390919313
390924060	Triggered	8	 NoSound	50	2	390924060
390927873	Triggered	5	 Modulated Tone	25	2	390927873
390936291	Triggered	2	 NoSound	50	2	390936291
390945920	Triggered	5	 Modulated Tone	25	2	390945920
390949259	Triggered	2	 NoSound	50	2	390949259
390960153	Triggered	5	 Modulated Tone	25	2	390960153
390963429	Triggered	2	 NoSound	50	2	390963429
390970923	Triggered	5	 Modulated Tone	25	2	390970923
390973989	Triggered	2	 NoSound	50	2	390973989
