1	1	0
9	0	0	0	1
1	90	0	0	1
6	90	1	0	2
1	90	0	0	1
6	90	1	0	2
1	90	0	0	1
6	90	1	0	2
1	90	0	0	1
643	90	1	0	231
1	90	0	0	1
64	90	1	0	23
1	90	0	0	1
64	90	1	0	23
1	90	0	0	1
64	90	1	0	23
1	90	0	0	1
64	90	1	0	23
1	90	0	0	1
64	90	1	0	23
1	90	0	0	1
5	90	0	0	1
2	90	1	0	2
5	90	0	0	1
2	90	1	0	2
5	90	0	0	1
2	90	1	0	2
5	90	0	0	1
82	90	1	0	12
5	90	0	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
463	90	1	0	510
1	90	0	0	1
46	90	1	0	51
1	90	0	0	1
46	90	1	0	51
1	90	0	0	1
46	90	1	0	51
1	90	0	0	1
46	90	1	0	51
1	90	0	0	1
46	90	1	0	51
1	90	0	0	1
5	90	0	0	1
2	90	1	0	5
5	90	0	0	1
2	90	1	0	5
5	90	0	0	1
2	90	1	0	5
5	90	0	0	1
283	90	1	0	510
5	90	0	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
647	90	1	0	153
1	90	0	0	1
64	90	1	0	15
1	90	0	0	1
64	90	1	0	15
1	90	0	0	1
64	90	1	0	15
1	90	0	0	1
64	90	1	0	15
1	90	0	0	1
64	90	1	0	15
1	90	0	0	1
5	90	0	0	1
8	90	1	0	3
5	90	0	0	1
8	90	1	0	3
5	90	0	0	1
8	90	1	0	3
5	90	0	0	1
823	90	1	0	351
5	90	0	0	1
1	90	0	0	1
4	90	1	0	3
1	90	0	0	1
4	90	1	0	3
1	90	0	0	1
4	90	1	0	3
1	90	0	0	1
46	90	1	0	32
1	90	0	0	1
46	90	1	0	32
1	90	0	0	1
46	90	1	0	32
1	90	0	0	1
46	90	1	0	32
1	90	0	0	1
46	90	1	0	32
1	90	0	0	1
46	90	1	0	32
1	90	0	0	1
5	90	0	0	1
2	90	1	0	0
5	90	0	0	1
2	90	1	0	0
5	90	0	0	1
2	90	1	0	0
5	90	0	0	1
82	90	1	0	20
5	90	0	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
6	90	1	0	1
1	90	0	0	1
64	90	1	0	10
1	90	0	0	1
64	90	1	0	10
1	90	0	0	1
64	90	1	0	10
1	90	0	0	1
64	90	1	0	10
1	90	0	0	1
64	90	1	0	10
1	90	0	0	1
64	90	1	0	10
1	90	0	0	1
5	90	0	0	1
8	90	1	0	2
5	90	0	0	1
8	90	1	0	2
