Ver1.3	830376391	StartFile	7/8/2020	1:58:40 PM	E:\BehavioralExperiments\Twenty\RawData\070820\SoundData.txt	830376391
831099750	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	831099750
831119069	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831119069
831133171	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	831133171
831153092	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831153092
831169735	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831169735
831182434	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	831182434
831196737	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831196737
831213781	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831213781
831291919	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831291919
831305026	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	831305026
831319737	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831319737
831327344	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831327344
831337637	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	831337637
831349875	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831349875
831360497	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831360497
831370123	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	831370123
831383091	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831383091
831394786	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831394786
831402138	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831402138
831409692	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	831409692
831417444	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831417444
831422926	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	831422926
831430950	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	831430950
831438769	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831438769
831445386	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	831445386
831454410	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	831454410
831463366	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831463366
831470249	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	831470249
831510086	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	831510086
