Ver1.3	246503354	StartFile	11/10/2020	11:51:55 AM	E:\BehavioralExperiments\Bobo\RawData\111020\SoundData.txt	246503354
247259849	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	247259849
247260050	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	247260050
247280977	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	247280977
247990285	Triggered	6,47,48,49,50,51,	 NoSound	40	2	247990285
247990485	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	247990485
248008200	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248008200
248021232	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248021232
248021443	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	248021443
248037610	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248037610
248044828	Triggered	4,42,43,44,45,46,	 NoSound	40	2	248044828
248045030	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	248045030
248058933	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248058933
248100237	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248100237
248100439	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	248100439
248124034	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248124034
248124236	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	248124236
248130385	Triggered	4,42,43,44,45,46,	 NoSound	40	2	248130385
248130588	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	248130588
248143887	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248143887
248144090	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	248144090
248149367	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248149367
248149568	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	248149568
248160129	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248160129
248160331	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	248160331
248166212	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248166212
248166424	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	248166424
248175035	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248175035
248175236	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	248175236
248180984	Triggered	4,42,43,44,45,46,	 NoSound	40	2	248180984
248181186	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	248181186
248194022	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248194022
248194224	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	248194224
248211128	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248211128
248211329	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	248211329
248221555	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248221555
248221757	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	248221757
248227838	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248227838
248228039	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	248228039
248239067	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248239067
248239267	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	248239267
248290802	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248290802
248296015	Triggered	8,52,53,54,55,56,	 NoSound	40	2	248296015
248296217	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	248296217
248313194	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248313194
248318342	Triggered	2,37,38,39,40,41,	 NoSound	40	2	248318342
248318543	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	248318543
248341333	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248341333
248345678	Triggered	8,52,53,54,55,56,	 NoSound	40	2	248345678
248345879	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	248345879
248358380	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248358380
248362790	Triggered	2,37,38,39,40,41,	 NoSound	40	2	248362790
248362990	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	248362990
248373016	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248373016
248373232	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	248373232
248378299	Triggered	8,52,53,54,55,56,	 NoSound	40	2	248378299
248378501	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	248378501
248389326	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248389326
248389528	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	248389528
248393817	Triggered	8,52,53,54,55,56,	 NoSound	40	2	248393817
248394019	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	248394019
248405702	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248405702
248405905	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	248405905
248410781	Triggered	8,52,53,54,55,56,	 NoSound	40	2	248410781
248410983	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	248410983
248424753	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248424753
248424954	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	248424954
248429764	Triggered	2,37,38,39,40,41,	 NoSound	40	2	248429764
248429965	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	248429965
248448078	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248448078
248448280	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	248448280
248452824	Triggered	2,37,38,39,40,41,	 NoSound	40	2	248452824
248453025	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	248453025
248460778	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248460778
248460980	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	248460980
248466460	Triggered	2,37,38,39,40,41,	 NoSound	40	2	248466460
248466661	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	248466661
248475217	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	248475217
248475418	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	248475418
248523609	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248523609
248528221	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248528221
248528423	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	248528423
248552892	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	248552892
248570799	Triggered	6,47,48,49,50,51,	 NoSound	40	2	248570799
248571001	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	248571001
249419345	Triggered	6,47,48,49,50,51,	 NoSound	40	2	249419345
249419547	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	249419547
249434652	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	249434652
249439064	Triggered	6,47,48,49,50,51,	 NoSound	40	2	249439064
249439266	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	249439266
249454236	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	249454236
249454439	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	249454439
249458582	Triggered	6,47,48,49,50,51,	 NoSound	40	2	249458582
249458798	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	249458798
249473754	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	249473754
249473956	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	249473956
249478232	Triggered	6,47,48,49,50,51,	 NoSound	40	2	249478232
249478434	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	249478434
249490799	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	249490799
249491000	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	249491000
249495143	Triggered	4,42,43,44,45,46,	 NoSound	40	2	249495143
249495344	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	249495344
