Ver1.3	405947027	StartFile	9/23/2020	11:11:16 AM	E:\BehavioralExperiments\Gerald\Horizon\RawData\092320\SoundData.txt	405947027
406243321	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406243321
406243523	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	406243523
406303413	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406303413
406307562	Triggered	6,47,48,49,50,51,	 NoSound	40	2	406307562
406307764	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	406307764
406323062	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406323062
406327072	Triggered	6,47,48,49,50,51,	 NoSound	40	2	406327072
406327273	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	406327273
406340107	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406340107
406344054	Triggered	6,47,48,49,50,51,	 NoSound	40	2	406344054
406344256	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	406344256
406355814	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406355814
406358956	Triggered	6,47,48,49,50,51,	 NoSound	40	2	406358956
406359157	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	406359157
406371656	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406371656
406371858	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	406371858
406375265	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406375265
406375466	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	406375466
406408085	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406408085
406408288	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	406408288
406411968	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406411968
406412169	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	406412169
406424660	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406424660
406424863	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	406424863
406428672	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406428672
406428886	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	406428886
406438369	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406438369
406438571	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	406438571
406441371	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406441371
406441574	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	406441574
406450527	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406450527
406450730	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	406450730
406453267	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406453267
406453469	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	406453469
406462425	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406462425
406462627	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	406462627
406465166	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406465166
406465367	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	406465367
406474057	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406474057
406474270	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	406474270
406486823	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406486823
406489362	Triggered	2,37,38,39,40,41,	 NoSound	40	2	406489362
406489563	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	406489563
406497651	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406497651
406500665	Triggered	2,37,38,39,40,41,	 NoSound	40	2	406500665
406500866	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	406500866
406506673	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406506673
406509615	Triggered	2,37,38,39,40,41,	 NoSound	40	2	406509615
406509815	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	406509815
406515363	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406515363
406518036	Triggered	2,37,38,39,40,41,	 NoSound	40	2	406518036
406518237	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	406518237
406523652	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406523652
406523853	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	406523853
406526191	Triggered	8,52,53,54,55,56,	 NoSound	40	2	406526191
406526393	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	406526393
406535483	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406535483
406535685	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	406535685
406551658	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406551658
406554266	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406554266
406554469	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406554469
406564959	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406564959
406567701	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406567701
406567902	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406567902
406577738	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406577738
406580675	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406580675
406580876	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406580876
406591027	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406591027
406593902	Triggered	6,47,48,49,50,51,	 NoSound	40	2	406593902
406594104	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	406594104
406602592	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406602592
406602811	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	406602811
406605131	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406605131
406605333	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406605333
406615225	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406615225
406615428	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	406615428
406617698	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406617698
406617900	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406617900
406629328	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406629328
406629532	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	406629532
406631946	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406631946
406632148	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406632148
406647774	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406647774
406647977	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	406647977
406651118	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406651118
406651319	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406651319
406661089	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406661089
406661290	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	406661290
406663884	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406663884
406664085	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406664085
406675314	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406675314
406675516	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	406675516
406677794	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406677794
406677996	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406677996
406687413	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406687413
406687614	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	406687614
406711354	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406711354
406714015	Triggered	2,37,38,39,40,41,	 NoSound	40	2	406714015
406714216	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	406714216
406723773	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406723773
406726447	Triggered	2,37,38,39,40,41,	 NoSound	40	2	406726447
406726649	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	406726649
406737148	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406737148
406739681	Triggered	8,52,53,54,55,56,	 NoSound	40	2	406739681
406739882	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	406739882
406751445	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406751445
406759399	Triggered	8,52,53,54,55,56,	 NoSound	40	2	406759399
406759600	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	406759600
406772233	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406772233
406772434	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	406772434
406775709	Triggered	8,52,53,54,55,56,	 NoSound	40	2	406775709
406775910	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	406775910
406787941	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	406787941
406788141	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	406788141
406812550	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406812550
406815880	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406815880
406816082	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406816082
406830987	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406830987
406834996	Triggered	6,47,48,49,50,51,	 NoSound	40	2	406834996
406835196	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	406835196
406842148	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406842148
406844823	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406844823
406845025	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406845025
406855049	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406855049
406858325	Triggered	6,47,48,49,50,51,	 NoSound	40	2	406858325
406858525	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	406858525
406866478	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406866478
406866681	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	406866681
406870088	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406870088
406870290	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406870290
406880381	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406880381
406880584	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	406880584
406883725	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406883725
406883927	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406883927
406895288	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406895288
406895491	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	406895491
406898227	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406898227
406898430	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406898430
406908455	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406908455
406908657	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	406908657
406911462	Triggered	4,42,43,44,45,46,	 NoSound	40	2	406911462
406911664	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	406911664
406921957	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	406921957
406922160	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	406922160
