Ver1.3	1690903881	StartFile	2/1/2021	1:12:16 PM	E:\BehavioralExperiments\Gerald\Horizon\RawData\020121\SoundData.txt	1690903881
1691280298	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1691280298
1691280501	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1691280501
1691293601	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691293601
1691297276	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691297276
1691297489	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691297489
1691309576	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691309576
1691312183	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691312183
1691312386	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691312386
1691324347	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691324347
1691327221	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691327221
1691327423	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691327423
1691339119	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691339119
1691339324	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1691339324
1691341929	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691341929
1691342131	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691342131
1691352487	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691352487
1691352691	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1691352691
1691355362	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691355362
1691355564	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691355564
1691366056	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691366056
1691366260	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1691366260
1691369331	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691369331
1691369534	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691369534
1691378756	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691378756
1691378959	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1691378959
1691381771	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691381771
1691381973	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691381973
1691391194	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691391194
1691391396	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1691391396
1691393998	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691393998
1691394201	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691394201
1691404556	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691404556
1691404758	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1691404758
1691407498	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1691407498
1691407701	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	1691407701
1691417267	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1691417267
1691417467	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1691417467
1691433364	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1691433364
1691436249	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1691436249
1691436449	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1691436449
1691444404	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1691444404
