Wednesday, December 2, 2020	10:39:08 AM	Game1.txt	114951429
Cued	Now	114960434
9	BlinkStart	114960451
9	BlinkEnd	115286675
24,5	BlinkStart	115286763
24,5	BlinkEnd	115297922
5	0DropFeed	115298002
24	NoFeedAbort	115298082
1	BlinkStart	115308099
1	BlinkEnd	115318912
1	NoFeedLowProb	115318992
6,50	BlinkStart	115319023
6,50	BlinkEnd	115322453
6	Feed	115322533
50	Feed	115322613
1	BlinkStart	115322707
1	BlinkEnd	115338428
1	NoFeedLowProb	115338508
6,50	BlinkStart	115338546
6,50	BlinkEnd	115341569
6	Feed	115341649
50	Feed	115341729
1	BlinkStart	115341825
1	BlinkEnd	115356608
1	NoFeedLowProb	115356688
6,50	BlinkStart	115356704
6,50	BlinkEnd	115360020
6	Feed	115360100
50	Feed	115360180
21,1	BlinkStart	115360271
21,1	BlinkEnd	115376259
1	0DropFeed	115376339
21	Feed	115376420
6,50,4,43	BlinkStart	115376523
6,50,4,43	BlinkEnd	115379804
6	Feed	115379884
50	Feed	115379964
20,1	BlinkStart	115380053
20,1	BlinkEnd	115398584
1	0DropFeed	115398664
20	Feed	115398744
6,50,4,43	BlinkStart	115398852
6,50,4,43	BlinkEnd	115402066
6	Feed	115402146
50	Feed	115402226
19,1	BlinkStart	115402320
19,1	BlinkEnd	115417835
1	0DropFeed	115417915
19	Feed	115417996
6,50,4,43	BlinkStart	115418111
6,50,4,43	BlinkEnd	115422657
6	Feed	115422737
50	Feed	115422817
18,1	BlinkStart	115422906
18,1	BlinkEnd	115442699
1	0DropFeed	115442779
18	Feed	115442859
6,50,4,43	BlinkStart	115442964
6,50,4,43	BlinkEnd	115445774
6	Feed	115445854
50	Feed	115445934
17,1	BlinkStart	115446030
17,1	BlinkEnd	115459810
1	0DropFeed	115459890
17	Feed	115459970
6,50,4,43	BlinkStart	115460079
6,50,4,43	BlinkEnd	115463154
6	Feed	115463234
50	Feed	115463314
16,1	BlinkStart	115463406
16,1	BlinkEnd	115487348
1	0DropFeed	115487428
16	Feed	115487508
6,50,4,43	BlinkStart	115487618
6,50,4,43	BlinkEnd	115490492
6	Feed	115490572
50	Feed	115490652
14,1	BlinkStart	115490744
14,1	BlinkEnd	115515290
1	0DropFeed	115515370
14	NoFeedAbort	115515451
5	BlinkStart	115525466
5	BlinkEnd	115532132
5	NoFeedLowProb	115532212
2,37	BlinkStart	115532255
2,37	BlinkEnd	115535341
2	Feed	115535421
37	Feed	115535501
5	BlinkStart	115535603
5	BlinkEnd	115547839
5	NoFeedLowProb	115547919
2,37	BlinkStart	115547963
2,37	BlinkEnd	115551183
2	Feed	115551263
37	Feed	115551343
5	BlinkStart	115551442
5	BlinkEnd	115557337
5	NoFeedLowProb	115557418
2,37	BlinkStart	115557443
2,37	BlinkEnd	115562678
2	Feed	115562759
37	Feed	115562839
25,5	BlinkStart	115562930
25,5	BlinkEnd	115570298
5	0DropFeed	115570378
25	Feed	115570458
2,37,8	BlinkStart	115570561
2,37,8	BlinkEnd	115574576
8	0DropFeed	115574656
24,5	BlinkStart	115574817
24,5	BlinkEnd	115586074
5	0DropFeed	115586154
24	NoFeedAbort	115586234
1	BlinkStart	115596296
1	BlinkEnd	115596567
1	NoFeedLowProb	115596647
6,51	BlinkStart	115596756
6,51	BlinkEnd	115599843
6	Feed	115599923
51	Feed	115600003
1	BlinkStart	115600149
1	BlinkEnd	115621298
1	NoFeedLowProb	115621378
6,51	BlinkStart	115621440
6,51	BlinkEnd	115624574
6	Feed	115624654
51	Feed	115624735
1	BlinkStart	115624930
1	BlinkEnd	115638878
1	NoFeedLowProb	115638958
6,51	BlinkStart	115639031
6,51	BlinkEnd	115641351
6	Feed	115641431
51	Feed	115641511
21,1	BlinkStart	115641648
21,1	BlinkEnd	115655126
1	0DropFeed	115655206
21	Feed	115655286
6,51,4,44	BlinkStart	115655448
6,51,4,44	BlinkEnd	115657861
6	Feed	115657942
51	Feed	115658023
20,1	BlinkStart	115658192
20,1	BlinkEnd	115671429
1	0DropFeed	115671509
20	Feed	115671589
6,51,4,44	BlinkStart	115671765
6,51,4,44	BlinkEnd	115676047
6	Feed	115676127
51	Feed	115676207
19,1	BlinkStart	115676349
19,1	BlinkEnd	115693355
1	0DropFeed	115693435
19	Feed	115693515
6,51,4,44	BlinkStart	115693679
6,51,4,44	BlinkEnd	115696026
6	Feed	115696107
51	Feed	115696187
18,1	BlinkStart	115696346
18,1	BlinkEnd	115709528
1	0DropFeed	115709609
18	Feed	115709690
6,51,4,44	BlinkStart	115709850
6,51,4,44	BlinkEnd	115712401
6	Feed	115712481
51	Feed	115712561
17,1	BlinkStart	115712713
17,1	BlinkEnd	115726439
1	0DropFeed	115726519
17	Feed	115726599
6,51,4,44	BlinkStart	115726776
6,51,4,44	BlinkEnd	115734466
6	Feed	115734546
51	Feed	115734626
16,1	BlinkStart	115734788
16,1	BlinkEnd	115748496
1	0DropFeed	115748576
16	Feed	115748656
6,51,4,44	BlinkStart	115748860
