Tuesday, May 28, 2019	7:09:15 PM	257flash_052719.txt	1128706199
cued	now	1128739874
257	BlinkStart	1128739954
1	KBWrong1	1129131604
4	KBWrong4	1130277864
4	KBWrong4	1130277900
257	BlinkEnd	1130302674
0	NoFeed	1130302754
cued	now	1130302905
257	BlinkStart	1130302986
257	BlinkEnd	1130303258
0	NoFeed	1130303338
