Ver1.3	1915381291	StartFile	8/16/2020	4:07:19 PM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\081620\SoundData.txt	1915381291
1915581694	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915581694
1915581896	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1915581896
1915592522	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1915592522
1915601480	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1915601480
1915601681	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1915601681
1915617321	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1915617321
1915617523	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1915617523
1915623210	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1915623210
1915623412	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	1915623412
1915638173	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1915638173
1915638375	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1915638375
1915650406	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915650406
1915656023	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1915656023
1915656226	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1915656226
1915669789	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915669789
1915669992	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1915669992
1915677575	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1915677575
1915677778	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1915677778
1915709226	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915709226
1915709430	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1915709430
1915712703	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1915712703
1915712905	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1915712905
1915733489	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915733489
1915733690	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1915733690
1915736506	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1915736506
1915736708	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1915736708
1915757292	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915757292
1915757495	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1915757495
1915761967	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1915761967
1915762170	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1915762170
1915782951	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915782951
1915783154	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1915783154
1915786228	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1915786228
1915786429	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1915786429
1915804213	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915804213
1915804416	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1915804416
1915807216	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1915807216
1915807418	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1915807418
1915824860	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915824860
1915825060	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1915825060
1915847052	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1915847052
1915850663	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1915850663
1915850863	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1915850863
1915867707	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1915867707
1915867908	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1915867908
1915871516	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1915871516
1915871718	Triggered	4,42,43,44,45,46,	 File_beep2	40	2	1915871718
1915885954	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1915885954
1915886155	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundLong	40	2	1915886155
1915899121	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915899121
1915902207	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1915902207
1915902407	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1915902407
1915910154	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1915910154
1915910357	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-9kHz	40	2	1915910357
