Wednesday, November 11, 2020	11:54:10 AM	Game1.txt	62613521
Cued	Now	62622067
9	BlinkStart	62622088
9	BlinkEnd	62987790
23,5	BlinkStart	62987886
23,5	BlinkEnd	63148898
5	0DropFeed	63148978
23	NoFeedAbort	63149058
1	BlinkStart	63159078
1	BlinkEnd	63159342
1	NoFeedLowProb	63159422
6,49	BlinkStart	63159447
6,49	BlinkEnd	63452956
6	Feed	63453036
49	Feed	63453116
1	BlinkStart	63453219
1	BlinkEnd	63503889
1	NoFeedLowProb	63503970
6,49	BlinkStart	63504009
6,49	BlinkEnd	64243017
6	Feed	64243097
49	Feed	64243178
1	BlinkStart	64243284
1	BlinkEnd	64276035
1	NoFeedLowProb	64276116
4,42	BlinkStart	64276152
4,42	BlinkEnd	64620602
4	Feed	64620682
42	Feed	64620762
1	BlinkStart	64620859
1	BlinkEnd	64644797
1	NoFeedLowProb	64644877
6,49	BlinkStart	64644906
6,49	BlinkEnd	64712172
6	Feed	64712252
49	Feed	64712332
21,1	BlinkStart	64712433
21,1	BlinkEnd	64729752
1	0DropFeed	64729832
21	Feed	64729912
6,49,4,42	BlinkStart	64730025
6,49,4,42	BlinkEnd	64735566
6	Feed	64735646
49	Feed	64735727
20,1	BlinkStart	64735831
20,1	BlinkEnd	64751751
1	0DropFeed	64751831
20	Feed	64751911
6,49,4,42	BlinkStart	64752024
6,49,4,42	BlinkEnd	64757624
6	Feed	64757704
49	Feed	64757784
19,1	BlinkStart	64757882
19,1	BlinkEnd	64774001
1	0DropFeed	64774081
19	Feed	64774161
6,49,4,42	BlinkStart	64774275
6,49,4,42	BlinkEnd	64780082
6	Feed	64780162
49	Feed	64780242
18,1	BlinkStart	64780343
18,1	BlinkEnd	64797862
1	0DropFeed	64797943
18	Feed	64798023
6,49,4,42	BlinkStart	64798138
6,49,4,42	BlinkEnd	64803345
6	Feed	64803425
49	Feed	64803506
17,1	BlinkStart	64803609
17,1	BlinkEnd	64821390
1	0DropFeed	64821470
17	Feed	64821550
6,49,4,42	BlinkStart	64821652
6,49,4,42	BlinkEnd	64829411
6	Feed	64829491
49	Feed	64829572
16,1	BlinkStart	64829677
16,1	BlinkEnd	64845721
1	0DropFeed	64845801
16	Feed	64845881
6,49,4,42	BlinkStart	64845982
6,49,4,42	BlinkEnd	64912628
6	Feed	64912708
49	Feed	64912788
14,1	BlinkStart	64912880
14,1	BlinkEnd	64927935
1	0DropFeed	64928016
14	NoFeedAbort	64928096
5	BlinkStart	64938112
5	BlinkEnd	64955273
5	NoFeedLowProb	64955353
2,37	BlinkStart	64955391
2,37	BlinkEnd	64973788
2	Feed	64973869
37	Feed	64973949
5	BlinkStart	64974044
5	BlinkEnd	65108271
5	NoFeedLowProb	65108351
2,37	BlinkStart	65108376
2,37	BlinkEnd	65114221
2	Feed	65114301
37	Feed	65114381
5	BlinkStart	65114469
5	BlinkEnd	65328647
5	NoFeedLowProb	65328727
8,54	BlinkStart	65328752
8,54	BlinkEnd	65335129
8	Feed	65335211
54	Feed	65335291
5	BlinkStart	65335460
5	BlinkEnd	65352509
5	NoFeedLowProb	65352589
8,54	BlinkStart	65352667
8,54	BlinkEnd	65357521
8	Feed	65357601
54	Feed	65357681
30,5	BlinkStart	65357845
30,5	BlinkEnd	65379380
5	0DropFeed	65379460
30	Feed	65379540
2,37,8,54	BlinkStart	65379709
2,37,8,54	BlinkEnd	65384660
8	Feed	65384740
54	Feed	65384820
29,5	BlinkStart	65385003
29,5	BlinkEnd	65401637
5	0DropFeed	65401717
29	Feed	65401797
2,37,8,54	BlinkStart	65401953
2,37,8,54	BlinkEnd	65406784
8	Feed	65406864
54	Feed	65406944
28,5	BlinkStart	65407108
28,5	BlinkEnd	65421020
5	0DropFeed	65421101
28	Feed	65421181
2,37,8,54	BlinkStart	65421353
2,37,8,54	BlinkEnd	65426100
2	Feed	65426180
37	Feed	65426260
27,5	BlinkStart	65426436
27,5	BlinkEnd	65435395
5	0DropFeed	65435476
27	Feed	65435556
2,37,8,54	BlinkStart	65435726
2,37,8,54	BlinkEnd	65440671
2	Feed	65440751
37	Feed	65440831
26,5	BlinkStart	65440990
26,5	BlinkEnd	65449764
5	0DropFeed	65449844
26	Feed	65449924
2,37,8,54	BlinkStart	65450091
2,37,8,54	BlinkEnd	65455911
8	Feed	65455991
54	Feed	65456072
25,5	BlinkStart	65456229
25,5	BlinkEnd	65471753
5	0DropFeed	65471833
25	Feed	65471913
2,37,8,54	BlinkStart	65472062
2,37,8,54	BlinkEnd	65478370
8	Feed	65478450
54	Feed	65478531
23,5	BlinkStart	65478687
23,5	BlinkEnd	65494613
5	0DropFeed	65494693
23	NoFeedAbort	65494773
1	BlinkStart	65504836
1	BlinkEnd	65516469
1	NoFeedLowProb	65516549
4,42	BlinkStart	65516643
4,42	BlinkEnd	65894924
4	Feed	65895005
42	Feed	65895085
1	BlinkStart	65895245
1	BlinkEnd	65905951
1	NoFeedLowProb	65906031
4,42	BlinkStart	65906119
4,42	BlinkEnd	65911700
4	Feed	65911780
42	Feed	65911861
1	BlinkStart	65912016
1	BlinkEnd	65921057
1	NoFeedLowProb	65921137
4,42	BlinkStart	65921252
4,42	BlinkEnd	65927140
4	Feed	65927220
42	Feed	65927300
1	BlinkStart	65927440
1	BlinkEnd	65937033
1	NoFeedLowProb	65937113
4,42	BlinkStart	65937219
4,42	BlinkEnd	65942714
4	Feed	65942794
42	Feed	65942874
21,1	BlinkStart	65943031
21,1	BlinkEnd	65951270
1	0DropFeed	65951350
21	Feed	65951430
4,42,6,49	BlinkStart	65951581
4,42,6,49	BlinkEnd	65957151
6	Feed	65957231
49	Feed	65957311
20,1	BlinkStart	65957461
20,1	BlinkEnd	65971456
1	0DropFeed	65971536
20	Feed	65971616
4,42,6,49	BlinkStart	65971774
4,42,6,49	BlinkEnd	65977070
6	Feed	65977150
49	Feed	65977231
19,1	BlinkStart	65977373
19,1	BlinkEnd	65992578
1	0DropFeed	65992658
19	Feed	65992739
4,42,6,49	BlinkStart	65992890
4,42,6,49	BlinkEnd	65998259
6	Feed	65998339
49	Feed	65998419
18,1	BlinkStart	65998573
18,1	BlinkEnd	66013365
1	0DropFeed	66013445
18	Feed	66013526
4,42,6,49	BlinkStart	66013681
4,42,6,49	BlinkEnd	66026866
6	Feed	66026946
49	Feed	66027026
17,1	BlinkStart	66027174
17,1	BlinkEnd	66042108
1	0DropFeed	66042188
17	Feed	66042268
4,42,6,49	BlinkStart	66042438
4,42,6,49	BlinkEnd	66055875
6	Feed	66055956
49	Feed	66056036
16,1	BlinkStart	66056198
16,1	BlinkEnd	66071116
1	0DropFeed	66071196
16	Feed	66071276
4,42,6,49	BlinkStart	66071435
4,42,6,49	BlinkEnd	66076998
6	Feed	66077078
49	Feed	66077159
14,1	BlinkStart	66077298
14,1	BlinkEnd	66092038
1	0DropFeed	66092119
14	NoFeedAbort	66092199
5	BlinkStart	66102296
5	BlinkEnd	66118840
5	NoFeedLowProb	66118920
2,37	BlinkStart	66118989
2,37	BlinkEnd	66123586
2	Feed	66123666
37	Feed	66123746
5	BlinkStart	66123900
5	BlinkEnd	66134079
5	NoFeedLowProb	66134159
2,37	BlinkStart	66134252
2,37	BlinkEnd	66141299
2	Feed	66141380
37	Feed	66141460
5	BlinkStart	66141608
5	BlinkEnd	66149521
5	NoFeedLowProb	66149601
2,37	BlinkStart	66149671
2,37	BlinkEnd	66154399
2	Feed	66154479
37	Feed	66154560
5	BlinkStart	66154726
5	BlinkEnd	66162421
5	NoFeedLowProb	66162501
8,54	BlinkStart	66162613
8,54	BlinkEnd	66167098
8	Feed	66167179
54	Feed	66167259
30,5	BlinkStart	66167418
30,5	BlinkEnd	66199315
5	0DropFeed	66199395
30	Feed	66199475
8,54,2,37	BlinkStart	66199619
8,54,2,37	BlinkEnd	66204001
2	Feed	66204081
37	Feed	66204161
29,5	BlinkStart	66204321
29,5	BlinkEnd	66212284
5	0DropFeed	66212364
29	Feed	66212444
8,54,2,37	BlinkStart	66212591
8,54,2,37	BlinkEnd	66217029
2	Feed	66217109
37	Feed	66217189
28,5	BlinkStart	66217343
28,5	BlinkEnd	66227055
5	0DropFeed	66227135
28	Feed	66227215
8,54,2,37	BlinkStart	66227401
8,54,2,37	BlinkEnd	66232136
8	Feed	66232216
54	Feed	66232296
27,5	BlinkStart	66232484
27,5	BlinkEnd	66252455
5	0DropFeed	66252535
27	Feed	66252615
8,54,2,37	BlinkStart	66252769
8,54,2,37	BlinkEnd	66257869
2	Feed	66257949
37	Feed	66258029
26,5	BlinkStart	66258182
26,5	BlinkEnd	66267160
5	0DropFeed	66267240
26	Feed	66267320
8,54,2,37	BlinkStart	66267476
8,54,2,37	BlinkEnd	66272107
8	Feed	66272187
54	Feed	66272267
25,5	BlinkStart	66272450
25,5	BlinkEnd	66288756
5	0DropFeed	66288836
25	Feed	66288916
8,54,2,37	BlinkStart	66289092
8,54,2,37	BlinkEnd	66294836
2	Feed	66294916
37	Feed	66294996
23,5	BlinkStart	66295135
23,5	BlinkEnd	66317895
5	0DropFeed	66317975
23	NoFeedAbort	66318055
1	BlinkStart	66328124
1	BlinkEnd	66339816
1	NoFeedLowProb	66339896
4,42	BlinkStart	66340044
4,42	BlinkEnd	66346233
4	Feed	66346313
42	Feed	66346393
1	BlinkStart	66346537
1	BlinkEnd	66359139
1	NoFeedLowProb	66359219
6,49	BlinkStart	66359319
6,49	BlinkEnd	66522692
6	Feed	66522773
49	Feed	66522853
1	BlinkStart	66523037
1	BlinkEnd	66539001
1	NoFeedLowProb	66539081
4,42	BlinkStart	66539170
4,42	BlinkEnd	66545151
4	Feed	66545231
42	Feed	66545311
1	BlinkStart	66545479
1	BlinkEnd	66555578
1	NoFeedLowProb	66555658
4,42	BlinkStart	66555761
4,42	BlinkEnd	66561326
4	Feed	66561406
42	Feed	66561486
21,1	BlinkStart	66561643
21,1	BlinkEnd	66570418
1	0DropFeed	66570498
21	Feed	66570578
6,49,4,42	BlinkStart	66570740
6,49,4,42	BlinkEnd	66575029
6	Feed	66575109
49	Feed	66575189
20,1	BlinkStart	66575346
20,1	BlinkEnd	66589536
1	0DropFeed	66589617
20	Feed	66589697
6,49,4,42	BlinkStart	66589877
6,49,4,42	BlinkEnd	66594948
6	Feed	66595028
49	Feed	66595109
19,1	BlinkStart	66595278
19,1	BlinkEnd	66609252
1	0DropFeed	66609332
19	Feed	66609413
6,49,4,42	BlinkStart	66609595
6,49,4,42	BlinkEnd	66614264
6	Feed	66614344
49	Feed	66614424
18,1	BlinkStart	66614605
18,1	BlinkEnd	66629438
1	0DropFeed	66629518
18	Feed	66629598
6,49,4,42	BlinkStart	66629757
6,49,4,42	BlinkEnd	66634317
6	Feed	66634398
49	Feed	66634478
17,1	BlinkStart	66634662
17,1	BlinkEnd	66647819
1	0DropFeed	66647899
17	Feed	66647979
6,49,4,42	BlinkStart	66648139
6,49,4,42	BlinkEnd	66654502
6	Feed	66654582
49	Feed	66654662
16,1	BlinkStart	66654801
16,1	BlinkEnd	66667804
1	0DropFeed	66667884
16	Feed	66667965
6,49,4,42	BlinkStart	66668113
6,49,4,42	BlinkEnd	66674956
6	Feed	66675036
49	Feed	66675116
14,1	BlinkStart	66675286
14,1	BlinkEnd	66688256
1	0DropFeed	66688336
14	NoFeedAbort	66688416
5	BlinkStart	66698484
5	BlinkEnd	66731035
5	NoFeedLowProb	66731115
2,39	BlinkStart	66731245
2,39	BlinkEnd	66735313
2	Feed	66735394
39	Feed	66735474
5	BlinkStart	66735627
5	BlinkEnd	66764930
5	NoFeedLowProb	66765010
8,52	BlinkStart	66765091
8,52	BlinkEnd	66769135
8	Feed	66769215
52	Feed	66769296
5	BlinkStart	66769441
5	BlinkEnd	66782369
5	NoFeedLowProb	66782449
8,52	BlinkStart	66782526
8,52	BlinkEnd	66787651
8	Feed	66787731
52	Feed	66787811
5	BlinkStart	66787974
5	BlinkEnd	66802756
5	NoFeedLowProb	66802837
8,52	BlinkStart	66802936
8,52	BlinkEnd	66807702
8	Feed	66807782
52	Feed	66807862
30,5	BlinkStart	66808017
30,5	BlinkEnd	66815856
5	0DropFeed	66815936
30	Feed	66816016
8,52,2,39	BlinkStart	66816176
8,52,2,39	BlinkEnd	66820869
2	Feed	66820949
39	Feed	66821030
29,5	BlinkStart	66821187
29,5	BlinkEnd	66832299
5	0DropFeed	66832379
29	Feed	66832460
8,52,2,39	BlinkStart	66832610
8,52,2,39	BlinkEnd	66837847
8	Feed	66837927
52	Feed	66838007
28,5	BlinkStart	66838171
28,5	BlinkEnd	66848409
5	0DropFeed	66848489
28	Feed	66848569
8,52,2,39	BlinkStart	66848734
8,52,2,39	BlinkEnd	66852953
2	Feed	66853033
39	Feed	66853113
27,5	BlinkStart	66853265
27,5	BlinkEnd	66865453
5	0DropFeed	66865533
27	Feed	66865613
8,52,2,39	BlinkStart	66865796
8,52,2,39	BlinkEnd	66869930
8	Feed	66870010
52	Feed	66870090
26,5	BlinkStart	66870247
26,5	BlinkEnd	66876949
5	0DropFeed	66877029
26	Feed	66877109
8,52,2,39	BlinkStart	66877310
8,52,2,39	BlinkEnd	66881628
2	Feed	66881708
39	Feed	66881788
25,5	BlinkStart	66881968
25,5	BlinkEnd	66892258
5	0DropFeed	66892338
25	Feed	66892419
8,52,2,39	BlinkStart	66892591
8,52,2,39	BlinkEnd	66898205
8	Feed	66898285
52	Feed	66898365
23,5	BlinkStart	66898511
23,5	BlinkEnd	66911305
5	0DropFeed	66911385
